"Novads","Skola","Kopvērtējums"
"Cesvaines novads","Cesvaines internātpamatskola",52.27%
"Cēsu novads","Cēsu 1. pamatskola",67.30%
"Cēsu novads","Cēsu 2. pamatskola",69.32%
"Cēsu novads","Cēsu pilsētas pamatskola",52.73%
"Cēsu novads","Līvu pamatskola",57.73%
"Cēsu novads","Rāmuļu pamatskola",64.36%
"Cēsu novads","Cēsu 2. vidusskola",53.33%
"Cēsu novads","Cēsu 2. vakara (maiņu) vidusskola",50.30%
"Cēsu novads","Cēsu Valsts ģimnāzija",76.91%
"Cēsu novads","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija",77.83%
"Ciblas novads","Cirmas pamatskola",47.27%
"Dagdas novads","Šķaunes pamatskola",68.00%
"Dagdas novads","Andrupenes pamatskola",68.28%
"Dagdas novads","Andzeļu pamatskola",51.82%
"Dagdas novads","Asūnes pamatskola",77.95%
"Dagdas novads","Ezernieku vidusskola",66.57%
"Dagdas novads","Dagdas vidusskola",68.71%
"Daugavpils novads","Naujenes pamatskola",60.00%
"Daugavpils novads","Nīcgales pamatskola",51.59%
"Daugavpils novads","Skrudalienas pamatskola",59.09%
"Daugavpils novads","Kalupes pamatskola",57.37%
"Daugavpils novads","Vaboles vidusskola",69.59%
"Daugavpils pilsēta","Daugavpils Vienības pamatskola",61.19%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",76.32%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",61.28%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",74.11%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",61.09%
"Dobeles novads","Dobeles Kristīgā pamatskola",58.86%
"Dobeles novads","Bikstu pamatskola",58.35%
"Dobeles novads","Gardenes pamatskola",46.57%
"Dobeles novads","Krimūnu pamatskola",59.45%
"Dobeles novads","Mežinieku pamatskola",64.89%
"Dobeles novads","Naudītes pamatskola",49.70%
"Dobeles novads","Penkules pamatskola",66.16%
"Dobeles novads","Annenieku pamatskola",50.00%
"Dobeles novads","Lejasstrazdu pamatskola",47.12%
"Dobeles novads","Dobeles 1. vidusskola",53.06%
"Dobeles novads","Dobeles Valsts ģimnāzija",70.45%
"Dobeles novads","Dobeles Amatniecības un vispārizglītojošā vidusskola",42.58%
"Dobeles novads","Apguldes Profesionālā vidusskola",60.91%
"Dundagas novads","Kolkas pamatskola",68.86%
"Dundagas novads","Dundagas vidusskola",66.93%
"Durbes novads","Ata Kronvalda Durbes vidusskola",76.42%
"Engures novads","Lapmežciema pamatskola",68.18%
"Engures novads","Smārdes pamatskola",68.11%
"Engures novads","Engures vidusskola",58.73%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",63.03%
"Ērgļu novads","Ērgļu vidusskola",72.34%
"Garkalnes novads","Garkalnes vidusskola",64.55%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",68.18%
"Grobiņas novads","Bārtas pamatskola",67.09%
"Grobiņas novads","Gaviezes pamatskola",47.07%
"Grobiņas novads","Kapsēdes pamatskola",68.18%
"Grobiņas novads","Grobiņas pamatskola",64.47%
"Grobiņas novads","Grobiņas ģimnāzija",68.67%
"Gulbenes novads","Daukstes pamatskola",57.91%
"Gulbenes novads","Druvienas pamatskola",77.09%
"Gulbenes novads","Galgauskas pamatskola",59.70%
"Gulbenes novads","K. Valdemāra pamatskola",57.92%
"Gulbenes novads","Litenes pamatskola",68.18%
"Gulbenes novads","Rankas pamatskola",60.91%
"Gulbenes novads","Stāķu pamatskola",54.71%
"Gulbenes novads","Stāmerienas pamatskola",62.56%
"Gulbenes novads","Tirzas pamatskola",59.26%
"Gulbenes novads","Gulbenes 2. vidusskola",65.05%
"Gulbenes novads","Gulbenes vidusskola",64.20%
"Gulbenes novads","Gulbīša vidusskola",55.68%
"Gulbenes novads","Lejasciema vidusskola",61.25%
"Gulbenes novads","Lizuma vidusskola",68.33%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",53.64%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",73.64%
"Gulbenes novads","Rankas Profesionālā vidusskola",47.27%
"Iecavas novads","Dzimtmisas pamatskola",67.64%
"Iecavas novads","Iecavas vidusskola",70.69%
"Iecavas novads","Iecavas internātpamatskola",68.23%
"Ikšķiles novads","Tīnūžu pamatskola",71.02%
"Ikšķiles novads","Ikšķiles vidusskola",64.76%
"Ilūkstes novads","Subates pamatskola",62.91%
"Ilūkstes novads","Eglaines pamatskola",69.43%
"Ilūkstes novads","Ilūkstes 1. vidusskola",65.11%
"Ilūkstes novads","Bebrenes vidusskola",72.95%
"Inčukalna novads","Inčukalna pamatskola",76.44%
"Inčukalna novads","Vangažu vidusskola",64.73%
"Jaunjelgavas novads","Daudzeses pamatskola",65.30%
"Jaunjelgavas novads","Seces pagasta pamatskola",73.52%
"Jaunjelgavas novads","Sunākstes pamatskola",40.00%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",78.73%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",56.36%
"Jaunpils novads","Jaunpils vidusskola",57.27%
"Jelgavas novads","Platones pamatskola",65.73%
"Jelgavas novads","Aizupes pamatskola",66.89%
"Jelgavas novads","Sesavas pamatskola",64.65%
"Jelgavas novads","Svētes pamatskola",60.33%
"Jelgavas novads","Vilces pamatskola",55.63%
"Jelgavas novads","Zaļenieku pamatskola",70.19%
"Jelgavas novads","Šķibes pamatskola",53.07%
"Jelgavas novads","Elejas vidusskola",59.89%
"Jelgavas novads","Kalnciema vidusskola",72.20%
"Jelgavas novads","Līvbērzes vidusskola",63.77%
"Jelgavas novads","Staļģenes vidusskola",63.06%
"Jelgavas novads","Vircavas vidusskola",63.55%
"Jelgavas novads","Kalnciema pagasta vidusskola",65.23%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",46.36%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",59.21%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",66.36%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",60.67%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",67.89%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",64.98%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",47.14%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",62.55%
"Jēkabpils novads","Ābeļu pamatskola",56.75%
"Jēkabpils novads","Bērzgala pamatskola",63.64%
"Jēkabpils novads","Dignājas pamatskola",66.25%
"Jēkabpils novads","Dunavas pamatskola",44.55%
"Jēkabpils novads","Rubeņu pamatskola",65.15%
"Jēkabpils novads","Zasas vidusskola",71.47%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",68.60%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",68.31%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",77.42%
"Jūrmalas pilsēta","Slokas pamatskola",65.49%
"Jūrmalas pilsēta","Vaivaru pamatskola",72.40%
"Jūrmalas pilsēta","Ķemeru vidusskola",56.00%
"Jūrmalas pilsēta","Pumpuru vidusskola",64.43%
"Jūrmalas pilsēta","Majoru vidusskola",65.89%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",58.93%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",47.82%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",54.13%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",69.17%
"Kandavas novads","Cēres pamatskola",72.34%
"Kandavas novads","Kandavas novada Zantes pamatskola",57.45%
"Kandavas novads","Vānes pamatskola",62.95%
"Kandavas novads","Zemītes pamatskola",63.64%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",63.88%
"Kandavas novads","Kandavas internātvidusskola",62.68%
"Kārsavas novads","Mērdzenes pamatskola",62.53%
"Kārsavas novads","Salnavas pamatskola",57.05%
"Kārsavas novads","Kārsavas vidusskola",74.58%
"Kokneses novads","Bebru pamatskola",64.09%
"Kokneses novads","Pērses pamatskola",58.00%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",68.67%
"Kokneses novads","Bebru internātvidusskola",55.66%
"Krāslavas novads","Krāslavas pamatskola",62.24%
"Krāslavas novads","Aulejas pamatskola",70.00%
"Krāslavas novads","Izvaltas pamatskola",62.36%
"Krāslavas novads","Robežnieku pamatskola",55.98%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",68.00%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",66.86%
"Krimuldas novads","Turaidas pamatskola",52.79%
"Krimuldas novads","Krimuldas vidusskola",72.06%
"Krustpils novads","Krustpils pamatskola",68.97%
"Krustpils novads","Liepenes pamatskola",69.09%
"Krustpils novads","Sūnu pamatskola",58.18%
"Krustpils novads","Mežāres pamatskola",48.18%
"Krustpils novads","Vīpes pamatskola",52.12%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",85.45%
"Kuldīgas novads","Kuldīgas pamatskola",60.39%
"Kuldīgas novads","Ēdoles pamatskola",64.17%
"Kuldīgas novads","Laidu pamatskola",65.19%
"Kuldīgas novads","Turlavas pamatskola",60.45%
"Kuldīgas novads","Vārmes pamatskola",63.11%
"Kuldīgas novads","Vilgāles pamatskola",51.14%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",55.88%
"Kuldīgas novads","Kuldīgas 2. vidusskola",52.83%
"Kuldīgas novads","Kuldīgas Centra vidusskola",64.21%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",64.98%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",71.47%
"Ķeguma novads","Birzgales pamatskola",60.13%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",70.10%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",80.52%
"Ķekavas novads","Baložu vidusskola",66.17%
"Lielvārdes novads","Lēdmanes pamatskola",74.09%
"Lielvārdes novads","Lielvārdes pamatskola",67.91%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",66.36%
"Lielvārdes novads","Jumpravas vidusskola",56.15%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",63.38%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",65.97%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",68.98%
"Liepājas pilsēta","Liepājas 15. vidusskola",58.23%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",66.63%
"Liepājas pilsēta","Liepājas 8. vidusskola",58.00%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",54.32%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",75.80%
"Liepājas pilsēta","Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",46.68%
"Liepājas pilsēta","Liepājas internātpamatskola",54.55%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",61.64%
"Limbažu novads","Lādezera pamatskola",65.84%
"Limbažu novads","Pāles pamatskola",59.43%
"Limbažu novads","Umurgas pamatskola",70.80%
"Limbažu novads","Vidrižu pamatskola",60.08%
"Limbažu novads","Limbažu 3. vidusskola",64.39%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",51.82%
"Limbažu novads","Limbažu novada ģimnāzija",69.66%
"Limbažu novads","Limbažu Profesionālā vidusskola",50.61%
"Līgatnes novads","Līgatnes novada vidusskola",66.50%
"Līvānu novads","Jaunsilavas pamatskola",66.57%
"Līvānu novads","Jersikas pamatskola",55.05%
"Līvānu novads","Rožupes pamatskola",58.64%
"Līvānu novads","Sutru pamatskola",72.88%
"Līvānu novads","Līvānu 1. vidusskola",71.40%
"Līvānu novads","Rudzātu vidusskola",76.59%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",47.27%
"Lubānas novads","Meirānu Kalpaka pamatskola",61.70%
"Lubānas novads","Lubānas vidusskola",62.04%
"Ludzas novads","Nirzas pamatskola",55.68%
"Ludzas novads","Pildas pamatskola",61.52%
"Ludzas novads","Ludzas 2. vidusskola",64.67%
"Ludzas novads","Ludzas pilsētas ģimnāzija",65.90%
"Madonas novads","Barkavas pamatskola",71.82%
"Madonas novads","Bērzaunes pamatskola",63.54%
"Madonas novads","Degumnieku pamatskola",53.77%
"Madonas novads","Dzelzavas pamatskola",54.85%
"Madonas novads","Kalsnavas pamatskola",63.94%
"Madonas novads","Kristiāna Dāvida pamatskola",60.30%
"Madonas novads","Kusas pamatskola",69.83%
"Madonas novads","Lazdonas pamatskola",50.00%
"Madonas novads","Liezēres pamatskola",72.89%
"Madonas novads","Mētrienas pamatskola",74.03%
"Madonas novads","Praulienas pamatskola",69.02%
"Madonas novads","Sarkaņu pamatskola",45.45%
"Madonas novads","Vestienas pamatskola",64.34%
"Madonas novads","Madonas pilsētas 1. vidusskola",72.59%
"Madonas novads","Andreja Eglīša Ļaudonas vidusskola",57.81%
"Madonas novads","Madonas pilsētas 2. vidusskola",63.25%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",66.62%
"Madonas novads","Madonas Valsts ģimnāzija",78.05%
"Madonas novads","Barkavas Profesionālā vidusskola",67.50%
"Mazsalacas novads","Mazsalacas vidusskola",69.04%
"Mālpils novads","Sidgundas pamatskola",74.70%
"Mālpils novads","Mālpils vidusskola",68.56%
"Mālpils novads","Mālpils internātpamatskola",56.11%
"Mārupes novads","Mārupes pamatskola",48.00%
"Mārupes novads","Mārupes vidusskola",58.59%
"Naukšēnu novads","Naukšēnu novada vidusskola",63.08%
"Naukšēnu novads","Sociālās korekcijas izglītības iestāde ""Naukšēni""",41.06%
"Neretas novads","Mazzalves pamatskola",59.22%
"Neretas novads","Sproģu pamatskola",75.45%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",73.93%
"Nīcas novads","Nīcas vidusskola",70.43%
"Ogres novads","Ķeipenes pamatskola",75.54%
"Ogres novads","Ogresgala pamatskola",57.86%
"Ogres novads","Ogres 1. vidusskola",69.33%
"Ogres novads","Madlienas vidusskola",59.53%
"Ogres novads","Suntažu vidusskola",59.39%
"Ogres novads","Taurupes vidusskola",68.97%
"Ogres novads","Ogres 1.vidusskolas vakara un neklātienes nodaļa",54.09%
"Ogres novads","Ogres Valsts ģimnāzija",68.59%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",51.45%
"Olaines novads","Olaines 1. vidusskola",67.51%
"Ozolnieku novads","Garozas pamatskola",49.09%
"Ozolnieku novads","Teteles pamatskola",67.16%
"Ozolnieku novads","Ozolnieku vidusskola",63.09%
"Pārgaujas novads","Straupes pamatskola",66.29%
"Pārgaujas novads","Stalbes vidusskola",63.52%
"Pāvilostas novads","Vērgales pamatskola",65.45%
"Pāvilostas novads","Pāvilostas vidusskola",72.83%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",67.32%
"Preiļu novads","Preiļu 1. pamatskola",69.91%
"Preiļu novads","Pelēču pamatskola",60.18%
"Preiļu novads","Priekuļu pamatskola",66.55%
"Preiļu novads","Salas pamatskola",69.55%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",54.00%
"Priekules novads","Gramzdas pamatskola",54.75%
"Priekules novads","Kalētu pamatskola",52.99%
"Priekules novads","Krotes Kronvalda Ata pamatskola",64.14%
"Priekules novads","Virgas pamatskola",48.30%
"Priekules novads","Priekules vidusskola",63.55%
"Priekuļu novads","Liepas pamatskola",55.19%
"Priekuļu novads","Priekuļu vidusskola",55.79%
"Raunas novads","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",65.45%
"Raunas novads","Drustu pamatskola",67.73%
"Raunas novads","Raunas vidusskola",69.27%
"Rēzeknes novads","Bērzgales pamatskola",44.55%
"Rēzeknes novads","Gaigalavas pamatskola",83.25%
"Rēzeknes novads","Jaunstrūžānu pamatskola",49.77%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",62.73%
"Rēzeknes novads","Verēmu pamatskola",66.18%
"Rēzeknes novads","Rikavas pamatskola",68.52%
"Rēzeknes novads","Feimaņu pamatskola",67.07%
"Rēzeknes novads","Rēznas pamatskola",64.82%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",68.04%
"Rēzeknes novads","Dricānu vidusskola",57.68%
"Rēzeknes novads","Lūcijas Rancānes Makašānu Amatu vidusskola",45.57%
"Rēzeknes novads","Maltas 1. vidusskola",59.42%
"Rēzeknes novads","Nautrēnu vidusskola",58.96%
"Rēzeknes novads","Kaunatas vidusskola",64.38%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",74.61%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",64.72%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",64.58%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",59.20%
"Riebiņu novads","Dravnieku pamatskola",79.61%
"Riebiņu novads","Galēnu pamatskola",72.39%
"Riebiņu novads","Rušonas pamatskola",67.07%
"Riebiņu novads","Sīļukalna pamatskola",86.52%
"Riebiņu novads","Silajāņu pamatskola",49.09%
"Riebiņu novads","Riebiņu vidusskola",69.47%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",66.82%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",69.47%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",68.65%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",55.96%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",60.29%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",82.47%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",70.60%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",69.49%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",55.95%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",72.02%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",65.85%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",56.83%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",62.73%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",61.32%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",72.92%
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",75.38%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",57.59%
"Rīgas pilsēta (Latgales priekšp.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",73.68%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Pļavnieku pamatskola",51.25%
"Rīgas pilsēta (Latgales priekšp.)","Humanitārā privātģimnāzija",68.64%
"Rīgas pilsēta (Latgales priekšp.)","Kārļa Videnieka Rīgas 77. vidusskola",62.73%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",64.15%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",66.42%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",55.68%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",64.05%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",67.84%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Tālmācības vidusskola",75.22%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",51.45%
"Rīgas pilsēta (Latgales priekšp.)","Tālmācības vidusskola ""Rīgas Komercskola""",62.36%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",64.86%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",74.35%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",67.91%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",75.59%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",72.10%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",72.22%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",62.16%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Ezerkrastu vidusskola",60.45%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Franču licejs",73.43%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",67.90%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",74.52%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",62.05%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",80.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Laisma""",73.64%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",56.04%
"Rīgas pilsēta (Zemgales priekšp.)","Friča Brīvzemnieka pamatskola",61.72%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Igauņu pamatskola",76.57%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",63.42%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 94. vidusskola",68.57%
"Rīgas pilsēta (Zemgales priekšp.)","#N/A",46.32%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",66.55%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",67.73%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",62.85%
"Rīgas pilsēta (Zemgales priekšp.)","Āgenskalna Valsts ģimnāzija",71.83%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",59.85%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",68.84%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",81.12%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",58.76%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Valsts 2. ģimnāzija",74.08%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",69.70%
"Rojas novads","Mērsraga vidusskola",63.07%
"Rojas novads","Rojas vidusskola",76.91%
"Ropažu novads","Zaķumuižas pamatskola",61.04%
"Ropažu novads","Ropažu vidusskola",57.08%
"Rucavas novads","Rucavas pamatskola",73.13%
"Rucavas novads","Sikšņu pamatskola",68.89%
