"Novads","Skola","Kopvērtējums"
"Rugāju novads","Eglaines pamatskola",63.18%
"Rugāju novads","Rugāju novada vidusskola",69.61%
"Rundāles novads","Pilsrundāles vidusskola",63.91%
"Rundāles novads","Saulaines Profesionālā vidusskola",46.36%
"Rūjienas novads","Jeru pamatskola",63.09%
"Rūjienas novads","Rūjienas vidusskola",66.19%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",65.23%
"Salacgrīvas novads","Salacgrīvas vidusskola",61.57%
"Salacgrīvas novads","Liepupes vidusskola",65.57%
"Salas novads","Biržu pamatskola",67.42%
"Salas novads","Salas vidusskola",60.30%
"Salas novads","Biržu internātpamatskola",57.66%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",67.16%
"Saldus novads","Saldus pamatskola",75.22%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",63.18%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",70.39%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",65.74%
"Saldus novads","Saldus novada pašvaldības Nīgrandes pamatskola",49.17%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",60.30%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",78.55%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",63.18%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",60.18%
"Saldus novads","Saldus 2. vidusskola",73.05%
"Saldus novads","Saldus 1.vidusskola",69.68%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",76.55%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",64.03%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",69.20%
"Saldus novads","Saldus Vakara vidusskola",57.66%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",54.16%
"Saulkrastu novads","Saulkrastu vidusskola",67.96%
"Saulkrastu novads","Zvejniekciema vidusskola",69.97%
"Sējas novads","Sējas pamatskola",60.91%
"Sējas novads","Murjāņu sporta ģimnāzija",66.49%
"Siguldas novads","Siguldas 1. pamatskola",62.07%
"Siguldas novads","Allažu pamatskola",75.64%
"Siguldas novads","Mores pamatskola",57.05%
"Siguldas novads","Siguldas pilsētas vidusskola",59.77%
"Siguldas novads","Siguldas Valsts ģimnāzija",76.39%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",67.66%
"Skrundas novads","Nīkrāces pamatskola",76.67%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",69.77%
"Skrundas novads","Skrundas vidusskola",61.56%
"Skrundas novads","Skrundas Profesionālā vidusskola",52.27%
"Smiltenes novads","Bilskas pamatskola",64.55%
"Smiltenes novads","Blomes pamatskola",62.55%
"Smiltenes novads","Grundzāles pamatskola",64.73%
"Smiltenes novads","Palsmanes pamatskola",55.03%
"Smiltenes novads","Variņu pamatskola",68.26%
"Smiltenes novads","Smiltenes Centra vidusskola",71.73%
"Smiltenes novads","Smiltenes ģimnāzija",64.04%
"Stopiņu novads","Ulbrokas vidusskola",63.61%
"Stopiņu novads","Upesleju internātpamatskola – rehabilitācijas centrs",57.53%
"Strenču novads","Strenču novada vidusskola",54.95%
"Talsu novads","Stendes pamatskola",55.15%
"Talsu novads","Talsu pamatskola",67.64%
"Talsu novads","Laidzes pamatskola",74.04%
"Talsu novads","Laucienes pamatskola",58.84%
"Talsu novads","Laucienes pamatskolas filiāle",65.80%
"Talsu novads","Pastendes pamatskola",63.08%
"Talsu novads","Pūņu pamatskola",72.50%
"Talsu novads","Virbu pamatskola",69.26%
"Talsu novads","Vandzenes pamatskola",76.28%
"Talsu novads","Sabiles vidusskola",67.44%
"Talsu novads","Talsu 2. vidusskola",66.60%
"Talsu novads","Talsu Kristīgā vidusskola",82.60%
"Talsu novads","Valdemārpils vidusskola",73.79%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",58.91%
"Talsu novads","Talsu Valsts ģimnāzija",71.17%
"Tērvetes novads","Bukaišu pamatskola",60.61%
"Tērvetes novads","Tērvetes pamatskola",59.55%
"Tērvetes novads","Annas Brigaderes pamatskola",71.82%
"Tērvetes novads","Augstkalnes vidusskola",61.09%
"Tukuma novads","Tukuma 2. pamatskola",69.70%
"Tukuma novads","Džūkstes pamatskola",52.48%
"Tukuma novads","Pūres pamatskola",75.17%
"Tukuma novads","Tukuma 2. vidusskola",68.61%
"Tukuma novads","Irlavas vidusskola",54.23%
"Tukuma novads","Tumes vidusskola",64.09%
"Tukuma novads","Zemgales vidusskola (Tukuma nov.)",67.10%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",52.82%
"Tukuma novads","Tukuma Raiņa ģimnāzija",70.29%
"Vaiņodes novads","Vaiņodes vidusskola",65.52%
"Vaiņodes novads","Vaiņodes internātpamatskola",69.19%
"Valkas novads","Ērģemes pamatskola",60.73%
"Valkas novads","Kārķu pamatskola",72.05%
"Valkas novads","Ozolu pamatskola",73.64%
"Valkas novads","Vijciema pamatskola",60.36%
"Valkas novads","Valkas pamatskola",56.85%
"Valkas novads","Valkas ģimnāzija",69.89%
"Kocēnu novads","Jaunburtnieku pamatskola",64.18%
"Kocēnu novads","Jura Neikena Dikļu pamatskola",60.06%
"Kocēnu novads","Kocēnu pamatskola",66.57%
"Kocēnu novads","Rubenes pamatskola",72.44%
"Valmieras pilsēta","Valmieras 5. vidusskola",61.13%
"Valmieras pilsēta","Valmieras Viestura vidusskola",70.02%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",55.34%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",72.11%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",73.70%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",47.27%
"Varakļānu novads","Murmastienes pamatskola",57.27%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",52.73%
"Varakļānu novads","Varakļānu vidusskola",71.65%
"Vārkavas novads","Vārkavas pamatskola",58.18%
"Vārkavas novads","Vārkavas vidusskola",62.02%
"Vecpiebalgas novads","Taurenes pamatskola",65.30%
"Vecpiebalgas novads","Dzērbenes vidusskola",68.18%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",70.11%
"Vecumnieku novads","Stelpes pamatskola",78.03%
"Vecumnieku novads","Misas vidusskola",70.91%
"Vecumnieku novads","Skaistkalnes vidusskola",65.98%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",57.88%
"Vecumnieku novads","Vecumnieku vidusskola",61.42%
"Ventspils novads","Ances pamatskola",64.66%
"Ventspils novads","Popes pamatskola",60.18%
"Ventspils novads","Puzes pamatskola",59.55%
"Ventspils novads","Užavas pamatskola",67.27%
"Ventspils novads","Zlēku pamatskola",67.27%
"Ventspils novads","Zūru pamatskola",73.43%
"Ventspils novads","Piltenes vidusskola",66.43%
"Ventspils novads","Ugāles vidusskola",61.44%
"Ventspils pilsēta","Ventspils 1. pamatskola",69.43%
"Ventspils pilsēta","Ventspils 2. pamatskola",68.95%
"Ventspils pilsēta","Ventspils 4. vidusskola",75.66%
"Ventspils pilsēta","Ventspils 5. vidusskola",66.69%
"Ventspils pilsēta","Ventspils 6. vidusskola",65.02%
"Ventspils pilsēta","Ventspils vakara vidusskola",48.99%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",74.02%
"Viesītes novads","Rites pamatskola",66.36%
"Viesītes novads","Viesītes vidusskola",68.68%
"Viļakas novads","Mežvidu pamatskola",64.24%
"Viļakas novads","Upītes pamatskola",49.55%
"Viļakas novads","Viduču pamatskola",76.06%
"Viļakas novads","Žīguru pamatskola",68.79%
"Viļakas novads","Kupravas pamatskola",68.18%
"Viļakas novads","Rekavas vidusskola",75.00%
"Viļakas novads","Viļakas Valsts ģimnāzija",65.02%
"Viļānu novads","Dekšāru pamatskola",66.61%
"Viļānu novads","Viļānu vidusskola",68.51%
"Zilupes novads","Zilupes vidusskola",66.67%
