"Novads","Skola","Kopvērtējums"
"Baltinavas novads","Baltinavas vidusskola",78.83%
"Balvu novads","Balvu 2.pamatskola",43.20%
"Balvu novads","Balvu Amatniecības vidusskola",63.70%
"Balvu novads","Balvu Vakara (maiņu) vidusskola",56.00%
"Balvu novads","Balvu Valsts ģimnāzija",69.39%
"Balvu novads","Briežuciema pamatskola",72.38%
"Balvu novads","Stacijas pamatskola",59.00%
"Balvu novads","Tilžas internātpamatskola",53.40%
"Balvu novads","Bērzpils vidusskola",62.40%
"Balvu novads","Tilžas vidusskola",67.91%
"Bauskas novads","Bauskas pilsētas Kristīgā pamatskola",50.43%
"Bauskas novads","Bauskas pilsētas pamatskola",74.44%
"Bauskas novads","Bauskas 1. vidusskola",72.52%
"Bauskas novads","Bauskas 2. vidusskola",66.42%
"Bauskas novads","Codes pamatskola",61.00%
"Bauskas novads","Griķu pamatskola",69.71%
"Bauskas novads","Mežgaļu pamatskola",55.75%
"Bauskas novads","Mežotnes pamatskola",60.25%
"Bauskas novads","Ozolaines pamatskola",62.56%
"Bauskas novads","Vecsaules pamatskola",59.33%
"Bauskas novads","Īslīces vidusskola",58.64%
"Bauskas novads","Uzvaras vidusskola",64.43%
"Bauskas novads","Mežotnes internātvidusskola",40.00%
"Beverīnas novads","J. Endzelīna Kauguru pamatskola",58.69%
"Beverīnas novads","Trikātas pamatskola",44.17%
"Brocēnu novads","Brocēnu vidusskola",57.81%
"Brocēnu novads","Blīdenes pamatskola",62.31%
"Brocēnu novads","Gaiķu pamatskola",65.33%
"Brocēnu novads","Remtes pamatskola",63.75%
"Burtnieku novads","Ēveles pamatskola",61.57%
"Burtnieku novads","Matīšu pamatskola",59.75%
"Burtnieku novads","Rencēnu pamatskola",56.17%
"Burtnieku novads","Burtnieku Ausekļa vidusskola",61.88%
"Carnikavas novads","Carnikavas pamatskola",66.79%
"Cesvaines novads","Cesvaines vidusskola",49.53%
"Cesvaines novads","Cesvaines internātpamatskola",42.60%
"Cēsu novads","Cēsu 1. pamatskola",68.90%
"Cēsu novads","Cēsu 2. pamatskola",67.91%
"Cēsu novads","Cēsu pilsētas pamatskola",68.76%
"Cēsu novads","Cēsu pilsētas Vakara vidusskola",59.56%
"Cēsu novads","Cēsu 2. vakara (maiņu) vidusskola",38.20%
"Cēsu novads","Cēsu Valsts ģimnāzija",77.12%
"Cēsu novads","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija",78.24%
"Cēsu novads","Cēsu sanatorijas internātpamatskola",76.00%
"Cēsu novads","Līvu pamatskola",52.67%
"Cēsu novads","Rāmuļu pamatskola",69.75%
"Ciblas novads","Pušmucovas pamatskola",73.00%
"Ciblas novads","Ciblas vidusskola",68.25%
"Dagdas novads","Dagdas vidusskola",66.94%
"Dagdas novads","Andrupenes pamatskola",81.67%
"Dagdas novads","Ezernieku vidusskola",78.33%
"Daugavpils novads","Naujenes pamatskola",81.33%
"Daugavpils novads","Biķernieku pamatskola",51.92%
"Daugavpils novads","Birznieku pamatskola",46.17%
"Daugavpils novads","Randenes pamatskola",44.11%
"Daugavpils novads","Silenes pamatskola",62.00%
"Daugavpils novads","Tabores pamatskola",54.30%
"Daugavpils novads","Kalupes pamatskola",76.57%
"Daugavpils novads","Lāču pamatskola",52.56%
"Daugavpils novads","Špoģu vidusskola",83.00%
"Daugavpils novads","Špoģu vidusskola",81.00%
"Daugavpils novads","Vaboles vidusskola",65.24%
"Daugavpils novads","Špoģu vidusskola",67.00%
"Daugavpils novads","Špoģu vidusskola",69.00%
"Daugavpils novads","Špoģu vidusskola",95.00%
"Daugavpils novads","Špoģu vidusskola",83.00%
"Daugavpils novads","Špoģu vidusskola",93.00%
"Daugavpils novads","Špoģu vidusskola",60.00%
"Daugavpils novads","Špoģu vidusskola",95.00%
"Daugavpils novads","Špoģu vidusskola",62.00%
"Daugavpils novads","Špoģu vidusskola",65.00%
"Daugavpils novads","Špoģu vidusskola",61.00%
"Daugavpils novads","Špoģu vidusskola",79.00%
"Daugavpils novads","Špoģu vidusskola",83.00%
"Daugavpils novads","Špoģu vidusskola",88.00%
"Daugavpils novads","Špoģu vidusskola",66.00%
"Daugavpils novads","Špoģu vidusskola",98.00%
"Daugavpils novads","Špoģu vidusskola",74.00%
"Daugavpils novads","Špoģu vidusskola",59.00%
"Daugavpils novads","Špoģu vidusskola",54.00%
"Daugavpils novads","Špoģu vidusskola",65.00%
"Daugavpils novads","Špoģu vidusskola",62.00%
"Daugavpils novads","Špoģu vidusskola",64.00%
"Daugavpils novads","Špoģu vidusskola",52.00%
"Daugavpils novads","Špoģu vidusskola",49.00%
"Daugavpils novads","Špoģu vidusskola",41.00%
"Daugavpils novads","Špoģu vidusskola",55.00%
"Daugavpils novads","Špoģu vidusskola",62.00%
"Daugavpils novads","Špoģu vidusskola",70.00%
"Daugavpils novads","Salienas vidusskola",58.13%
"Daugavpils novads","Zemgales vidusskola",56.14%
"Daugavpils novads","Medumu vidusskola",69.00%
"Daugavpils pilsēta","Daugavpils 11. pamatskola",37.86%
"Daugavpils pilsēta","Daugavpils 7. pamatskola",59.67%
"Daugavpils pilsēta","Daugavpils 8. pamatskola",46.60%
"Daugavpils pilsēta","Daugavpils 5. pamatskola",49.60%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",70.88%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",63.75%
"Daugavpils pilsēta","Daugavpils 10. vidusskola",54.57%
"Daugavpils pilsēta","Daugavpils 13. vidusskola",58.33%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",54.87%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",54.00%
"Daugavpils pilsēta","Daugavpils 9. vidusskola",76.29%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",47.71%
"Daugavpils pilsēta","Daugavpils 17. vidusskola",43.48%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",84.04%
"Daugavpils pilsēta","Daugavpils pilsētas Centra ģimnāzija",68.13%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",75.44%
"Daugavpils pilsēta","Daugavpils valsts poļu ģimnāzija",64.22%
"Daugavpils pilsēta","Daugavpils Mūzikas vidusskola",57.40%
"Daugavpils pilsēta","Daugavpils 1. arodvidusskola",32.48%
"Daugavpils pilsēta","Daugavpils 4. speciālā pamatskola",39.13%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",53.08%
"Dobeles novads","Dobeles Kristīgā pamatskola",57.60%
"Dobeles novads","Dobeles 1. vidusskola",62.48%
"Dobeles novads","Dobeles 2. vidusskola",55.42%
"Dobeles novads","Dobeles Valsts ģimnāzija",69.89%
"Dobeles novads","Bikstu pamatskola",46.40%
"Dobeles novads","Gardenes pamatskola",62.00%
"Dobeles novads","Mežinieku pamatskola",43.10%
"Dobeles novads","Naudītes pamatskola",57.86%
"Dobeles novads","Annenieku pamatskola",68.00%
"Dobeles novads","Lejasstrazdu pamatskola",39.00%
"Dobeles novads","Apguldes arodvidusskola",54.50%
"Dundagas novads","Kolkas pamatskola",64.00%
"Dundagas novads","Dundagas vidusskola",61.10%
"Durbes novads","Ata Kronvalda Durbes vidusskola",64.11%
"Durbes novads","A. Spāģa Dunalkas pamatskola",55.43%
"Durbes novads","Rāvas pamatskola",63.33%
"Durbes novads","Vecpils pamatskola",62.00%
"Engures novads","Lapmežciema pamatskola",63.80%
"Engures novads","Smārdes pamatskola",63.54%
"Engures novads","Engures vidusskola",63.36%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",70.67%
"Ērgļu novads","Ērgļu vidusskola",69.67%
"Garkalnes novads","Garkalnes-Berģu pamatskola",62.85%
"Grobiņas novads","Grobiņas vidusskola",60.08%
"Grobiņas novads","Grobiņas ģimnāzija",73.46%
"Grobiņas novads","Bārtas pamatskola",68.75%
"Grobiņas novads","Gaviezes pamatskola",44.75%
"Grobiņas novads","Kapsēdes pamatskola",62.73%
"Gulbenes novads","Gulbenes 2. vidusskola",65.00%
"Gulbenes novads","Gulbenes vidusskola",58.91%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",78.00%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",72.82%
"Gulbenes novads","Daukstes pamatskola",63.00%
"Gulbenes novads","Druvienas pamatskola",43.43%
"Gulbenes novads","Galgauskas pamatskola",63.75%
"Gulbenes novads","K. Valdemāra pamatskola",52.38%
"Gulbenes novads","Litenes pamatskola",54.88%
"Gulbenes novads","Ozolkalna pamatskola",46.43%
"Gulbenes novads","Rankas pamatskola",52.80%
"Gulbenes novads","Stāķu pamatskola",69.88%
"Gulbenes novads","Stāmerienas pamatskola",57.20%
"Gulbenes novads","Tirzas pamatskola",57.25%
"Gulbenes novads","Gulbīša vidusskola",52.70%
"Gulbenes novads","Lejasciema vidusskola",64.77%
"Gulbenes novads","Lizuma vidusskola",60.39%
"Gulbenes novads","Jaungulbenes arodvidusskola",43.00%
"Iecavas novads","Dzimtmisas pamatskola",61.42%
"Iecavas novads","Iecavas internātpamatskola",51.56%
"Iecavas novads","Iecavas vidusskola",62.55%
"Ikšķiles novads","Ikšķiles vidusskola",71.80%
"Ikšķiles novads","Tīnūžu pamatskola",63.77%
"Ilūkstes novads","Ilūkstes 1. vidusskola",78.45%
"Ilūkstes novads","Ilūkstes 2. vidusskola",53.45%
"Ilūkstes novads","Eglaines pamatskola",67.75%
"Ilūkstes novads","Bebrenes vidusskola",65.80%
"Inčukalna novads","Vangažu vidusskola",63.63%
"Inčukalna novads","Inčukalna pamatskola",59.75%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",68.38%
"Jaunjelgavas novads","Daudzeses pamatskola",57.88%
"Jaunjelgavas novads","Seces pagasta pamatskola",55.08%
"Jaunjelgavas novads","Sunākstes pamatskola",76.50%
"Jaunpils novads","Jaunpils vidusskola",53.48%
"Jelgavas novads","Aizupes pamatskola",62.30%
"Jelgavas novads","Sesavas pamatskola",52.15%
"Jelgavas novads","Svētes pamatskola",53.14%
"Jelgavas novads","Šķibes pamatskola",48.67%
"Jelgavas novads","Vilces pamatskola",66.00%
"Jelgavas novads","Zaļenieku pamatskola",60.78%
"Jelgavas novads","Elejas vidusskola",64.22%
"Jelgavas novads","Kalnciema pilsētas vidusskola",47.23%
"Jelgavas novads","Kalnciema vidusskola",56.00%
"Jelgavas novads","Līvbērzes vidusskola",48.20%
"Jelgavas novads","Platones pamatskola",52.57%
"Jelgavas novads","Vircavas vidusskola",56.33%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts",49.00%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts",38.73%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",51.00%
"Jelgavas pilsēta","Jelgavas 2. pamatskola",69.73%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",65.55%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",60.34%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",56.89%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",65.68%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",76.81%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",73.12%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",68.50%
"Jelgavas pilsēta","Jelgavas 1. sanatorijas internātpamatskola",78.57%
"Jēkabpils novads","Ābeļu pamatskola",41.67%
"Jēkabpils novads","Bērzgala pamatskola",44.00%
"Jēkabpils novads","Dignājas pamatskola",64.33%
"Jēkabpils novads","Dunavas pamatskola",68.00%
"Jēkabpils novads","Rubenes pamatskola",71.80%
"Jēkabpils novads","Zasas vidusskola",63.38%
"Jēkabpils pilsēta","Jēkabpils Poļu pamatskola",55.33%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",69.70%
"Jēkabpils pilsēta","Jēkabpils 2. vidusskola",51.25%
"Jēkabpils pilsēta","Jēkabpils vakara vidusskola",45.75%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",72.10%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",87.10%
"Jūrmalas pilsēta","Majoru pamatskola",68.47%
"Jūrmalas pilsēta","Slokas pamatskola",62.64%
"Jūrmalas pilsēta","Vaivaru pamatskola",75.90%
"Jūrmalas pilsēta","Pumpuru vidusskola",63.03%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",53.38%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",44.18%
"Jūrmalas pilsēta","Ķemeru vidusskola",80.11%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",74.00%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",48.50%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",73.13%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",61.25%
"Kandavas novads","Kandavas internātvidusskola",52.47%
"Kandavas novads","Cēres pamatskola",49.60%
"Kandavas novads","Matkules pamatskola",43.17%
"Kandavas novads","Vānes pamatskola",53.90%
"Kandavas novads","Kandavas novada Zantes pamatskola",59.80%
"Kandavas novads","Zemītes pamatskola",56.50%
"Kārsavas novads","Kārsavas vidusskola",73.11%
"Kārsavas novads","Mežvidu pamatskola",64.14%
"Kārsavas novads","Aizgāršas pamatskola",51.60%
"Kokneses novads","Bebru pamatskola",64.10%
"Kokneses novads","Pērses pamatskola",61.25%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",64.36%
"Kokneses novads","Bebru vispārizglītojošā internātpamatskola",53.43%
"Krāslavas novads","Krāslavas pamatskola",64.30%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",56.14%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",46.10%
"Krāslavas novads","Izvaltas pamatskola",65.33%
"Krāslavas novads","Skaistas pamatskola",85.50%
"Krāslavas novads","Kalniešu pamatskola",45.00%
"Krāslavas novads","Indras vidusskola",47.78%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",66.80%
"Krimuldas novads","Turaidas pamatskola",53.90%
"Krimuldas novads","Krimuldas vidusskola",70.41%
"Krustpils novads","Liepenes pamatskola",56.40%
"Krustpils novads","Sūnu pamatskola",69.80%
"Krustpils novads","Krustpils pamatskola",57.75%
"Krustpils novads","Mežāres pamatskola",46.83%
"Krustpils novads","Vīpes pamatskola",78.67%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",58.60%
"Kuldīgas novads","Kuldīgas pamatskola",72.33%
"Kuldīgas novads","Kuldīgas 2. vidusskola",59.23%
"Kuldīgas novads","Kuldīgas Centra vidusskola",64.84%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",65.28%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",56.59%
"Kuldīgas novads","Kuldīgas Tehnoloģiju un tūrisma profesionālā vidusskola",47.43%
"Kuldīgas novads","Ēdoles pamatskola",49.00%
"Kuldīgas novads","Laidu pamatskola",44.89%
"Kuldīgas novads","Turlavas pamatskola",56.67%
"Kuldīgas novads","Vārmes pamatskola",59.22%
"Kuldīgas novads","Vilgāles pamatskola",44.50%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",56.50%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",70.04%
"Ķeguma novads","Birzgales pamatskola",58.00%
"Ķekavas novads","Baložu vidusskola",64.14%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",75.63%
"Ķekavas novads","Daugmales pamatskola",65.43%
"Ķekavas novads","Ķekavas vidusskola",63.50%
"Lielvārdes novads","Kaibalas pamatskola",55.64%
"Lielvārdes novads","Lielvārdes pamatskola",59.89%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",72.60%
"Lielvārdes novads","Lēdmanes pamatskola",59.06%
"Lielvārdes novads","Jumpravas vidusskola",70.64%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",72.90%
"Liepājas pilsēta","Liepājas 3. pamatskola",54.75%
"Liepājas pilsēta","Liepājas internātpamatskola",48.50%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",69.93%
"Liepājas pilsēta","Liepājas 15. vidusskola",65.13%
"Liepājas pilsēta","Liepājas 8. vidusskola",65.48%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",70.20%
"Liepājas pilsēta","Liepājas 7. vidusskola",52.89%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",62.49%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",63.09%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",45.29%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",72.92%
"Limbažu novads","Limbažu 1. vidusskola",64.83%
"Limbažu novads","Limbažu 2. vidusskola",26.50%
"Limbažu novads","Limbažu 3. vidusskola",68.90%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",52.40%
"Limbažu novads","Limbažu Profesionālā vidusskola",34.60%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",57.67%
"Limbažu novads","Friča Bārdas Pociema pamatskola",50.83%
"Limbažu novads","Lādezera pamatskola",42.89%
"Limbažu novads","Pāles pamatskola",47.00%
"Limbažu novads","Umurgas pamatskola",63.13%
"Limbažu novads","Vidrižu pamatskola",60.00%
"Līvānu novads","Līvānu 1. vidusskola",70.21%
"Līvānu novads","Līvānu 2. vidusskola",52.09%
"Līvānu novads","Jaunsilavas pamatskola",73.83%
"Līvānu novads","Jersikas pamatskola",81.75%
"Līvānu novads","Rožupes pamatskola",78.14%
"Līvānu novads","Sutru pamatskola",73.67%
"Līvānu novads","Rudzātu vidusskola",65.80%
"Lubānas novads","Lubānas vidusskola",63.30%
"Lubānas novads","Meirānu Kalpaka pamatskola",62.33%
"Ludzas novads","Ludzas 2. vidusskola",56.83%
"Ludzas novads","Ludzas novada vakara vidusskola",51.00%
"Ludzas novads","Ludzas pilsētas ģimnāzija",67.74%
"Ludzas novads","Nirzas pamatskola",70.33%
"Ludzas novads","Ņukšu pamatskola",67.50%
"Ludzas novads","Istras vidusskola",51.50%
"Madonas novads","Madonas pilsētas 1. vidusskola",66.51%
"Madonas novads","Madonas pilsētas 2. vidusskola",50.00%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",43.50%
"Madonas novads","Madonas Valsts ģimnāzija",79.19%
"Madonas novads","Barkavas pamatskola",73.50%
"Madonas novads","Bērzaunes pamatskola",55.44%
"Madonas novads","Degumnieku pamatskola",53.27%
"Madonas novads","Dzelzavas pamatskola",66.00%
"Madonas novads","Kalsnavas pamatskola",63.38%
"Madonas novads","Kusas pamatskola",56.54%
"Madonas novads","Lazdonas pamatskola",42.71%
"Madonas novads","Liezēres pamatskola",64.50%
"Madonas novads","Mārcienas pamatskola",48.00%
"Madonas novads","Mētrienas pamatskola",44.80%
"Madonas novads","Praulienas pamatskola",64.88%
"Madonas novads","Sarkaņu pamatskola",62.38%
"Madonas novads","Vestienas pamatskola",61.67%
"Madonas novads","Ļaudonas vidusskola",59.60%
"Madonas novads","Barkavas arodvidusskola",44.14%
"Mazsalacas novads","Mazsalacas vidusskola",66.19%
"Mālpils novads","Mālpils internātpamatskola",67.50%
"Mālpils novads","Sidgundas pamatskola",65.67%
"Mālpils novads","Mālpils vidusskola",70.33%
"Mārupes novads","Mārupes vidusskola",76.30%
"Naukšēnu novads","Naukšēnu vidusskola",64.39%
"Neretas novads","Mazzalves pamatskola",49.00%
"Neretas novads","Sproģu pamatskola",55.29%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",59.40%
"Nīcas novads","Rudes pamatskola",65.80%
"Nīcas novads","Nīcas vidusskola",61.06%
"Ogres novads","Ogres Sv. Meinarda katoļu pamatskola",59.00%
"Ogres novads","Ogres 1. vidusskola",72.03%
"Ogres novads","Jaunogres vidusskola",53.17%
"Ogres novads","Ogres Vakara vidusskola",47.38%
"Ogres novads","Ogres ģimnāzija",72.42%
"Ogres novads","Krapes pamatskola",69.89%
"Ogres novads","Ķeipenes pamatskola",55.33%
"Ogres novads","Lauberes pamatskola",76.33%
"Ogres novads","Mazozolu pamatskola",70.33%
"Ogres novads","Meņģeles pamatskola",73.88%
"Ogres novads","Ogresgala pamatskola",68.20%
"Ogres novads","Madlienas vidusskola",49.63%
"Ogres novads","Suntažu vidusskola",63.94%
"Ogres novads","Taurupes vidusskola",77.57%
"Ogres novads","Suntažu sanatorijas internātpamatskola",61.00%
"Olaines novads","Olaines 2. vidusskola",53.98%
"Olaines novads","Olaines 1. vidusskola",65.37%
"Ozolnieku novads","Garozas pamatskola",58.83%
"Ozolnieku novads","Salgales pamatskola",49.20%
"Ozolnieku novads","Teteles pamatskola",71.11%
"Ozolnieku novads","Ozolnieku vidusskola",71.48%
"Pāvilostas novads","Pāvilostas vidusskola",72.67%
"Pāvilostas novads","Vērgales pamatskola",68.15%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",60.80%
"Preiļu novads","Preiļu 1. pamatskola",69.04%
"Preiļu novads","Preiļu 2. vidusskola",53.17%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",46.50%
"Preiļu novads","Aizkalnes pamatskola",61.00%
"Preiļu novads","Pelēču pamatskola",60.27%
"Preiļu novads","Priekuļu pamatskola",72.00%
"Preiļu novads","Salas pamatskola",71.67%
"Priekules novads","Priekules vidusskola",62.50%
"Priekules novads","Gramzdas pamatskola",44.57%
"Priekules novads","Kalētu pamatskola",60.50%
"Priekules novads","Krotes Kronvalda Ata pamatskola",54.25%
"Priekules novads","Virgas pamatskola",46.00%
"Rēzeknes novads","Gaigalavas pamatskola",62.77%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",68.33%
"Rēzeknes novads","Rēznas pamatskola",58.82%
"Rēzeknes novads","Maltas 2. vidusskola",35.57%
"Rēzeknes novads","Feimaņu pamatskola",36.00%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",69.00%
"Rēzeknes novads","Verēmu pamatskola",61.00%
"Rēzeknes novads","Dricānu vidusskola",65.75%
"Rēzeknes novads","Makašānu Amatu vidusskola",51.00%
"Rēzeknes novads","Maltas 1. vidusskola",40.63%
"Rēzeknes novads","Nautrēnu vidusskola",70.56%
"Rēzeknes novads","Audriņu vidusskola",51.22%
"Rēzeknes novads","Maltas 2.vidusskolas filiāle",54.33%
"Rēzeknes novads","Tiskādu vidusskola",41.04%
"Rēzeknes novads","Kaunatas vidusskola",58.65%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",71.98%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",71.38%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",66.13%
"Rēzeknes pilsēta","Rēzeknes poļu vidusskola",59.91%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",57.31%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",59.76%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",54.81%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",56.43%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",48.00%
"Riebiņu novads","Dravnieku pamatskola",63.67%
"Riebiņu novads","Galēnu pamatskola",69.50%
"Riebiņu novads","Rušonas pamatskola",72.00%
"Riebiņu novads","Riebiņu vidusskola",58.29%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",62.13%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",72.72%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",68.39%
"Rīgas pilsēta (Centra raj.)","Rīgas pilsētas 3. ģimnāzija",79.47%
"Rīgas pilsēta (Centra raj.)","Rīgas 99. vidusskola",69.97%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",85.58%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",64.64%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",79.11%
"Rīgas pilsēta (Centra raj.)","Rīgas M. Lomonosova krievu vidusskola",52.26%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",74.13%
"Rīgas pilsēta (Centra raj.)","Natālijas Draudziņas ģimnāzija",76.23%
"Rīgas pilsēta (Centra raj.)","Privātā Rīgas Tehnolingvistiskā ģimnāzija",70.00%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",87.72%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",60.06%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",63.81%
