"Novads","Skola","Kopvērtējums"
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",44.43%
"Rīgas pilsēta (Centra raj.)","Natālijas Draudziņas ģimnāzija",69.00%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",77.50%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",90.80%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",74.43%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",70.21%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",79.93%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",78.13%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",60.92%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Templum""",98.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",84.35%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 1. vakara (maiņu) vidusskola",77.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",85.63%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",78.33%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",88.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 62. vidusskola",73.91%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",72.40%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",94.00%
"Rīgas pilsēta (Latgales priekšp.)","SIA „Rīgas Tālmācības vidusskola”",93.50%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",65.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",66.50%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",60.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",72.92%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",59.33%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Universālā vidusskola",76.06%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",81.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",87.10%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",78.41%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",82.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",83.08%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",82.22%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 21. vidusskola",61.33%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",79.89%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",75.33%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Herdera vidusskola",69.67%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Itas Kozakēvičas Poļu vidusskola",78.75%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",78.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Tirdzniecības tehnikums",69.38%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",74.72%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Igauņu vidusskola",78.00%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",75.00%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Zolitūdes ģimnāzija",66.00%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",67.83%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",81.67%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",85.00%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas pilsētas 2. ģimnāzija",80.52%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",76.24%
"Rojas novads","Mērsraga vidusskola",95.00%
"Rugāju novads","Rugāju novada vidusskola",80.00%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",78.00%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",86.00%
"Saldus novads","Saldus 2. vidusskola",79.17%
"Saldus novads","Saldus ģimnāzija",76.00%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",83.50%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",76.60%
"Saulkrastu novads","Saulkrastu vidusskola",91.00%
"Siguldas novads","Siguldas 2. vidusskola",69.10%
"Siguldas novads","Siguldas novada vidusskola",57.67%
"Siguldas novads","Siguldas Valsts ģimnāzija",84.67%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",83.00%
"Skrundas novads","Skrundas vidusskola",70.67%
"Smiltenes novads","Smiltenes Centra vidusskola",83.25%
"Talsu novads","Valdemārpils vidusskola",72.00%
"Tukuma novads","Tukuma 2. vidusskola",74.07%
"Tukuma novads","Tukuma Raiņa ģimnāzija",83.00%
"Tukuma novads","Zemgales vidusskola",81.20%
"Vaiņodes novads","Vaiņodes vidusskola",62.50%
"Valkas novads","Valkas ģimnāzija",74.86%
"Valmieras pilsēta","Valmieras 5. vidusskola",79.36%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",86.00%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",80.89%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",80.93%
"Vārkavas novads","Vārkavas vidusskola",66.37%
"Vecpiebalgas novads","Dzērbenes vidusskola",37.50%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",63.55%
"Ventspils novads","Piltenes vidusskola",77.38%
"Ventspils novads","Ugāles vidusskola",76.23%
"Ventspils pilsēta","Ventspils 2. vidusskola",83.50%
"Ventspils pilsēta","Ventspils 3. vidusskola",78.50%
"Ventspils pilsēta","Ventspils 6. vidusskola",80.17%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",70.00%
"Ventspils pilsēta","Ventspils Profesionālā vidusskola",47.07%
"Viesītes novads","Viesītes vidusskola",72.86%
"Viļakas novads","Rekavas vidusskola",80.71%
"Viļānu novads","Viļānu vidusskola",92.50%
"Zilupes novads","Zilupes vidusskola",67.40%
