"Novads","Skola","Kopvērtējums"
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",41.29%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",66.55%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",61.05%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",55.62%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",63.45%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",53.59%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Ostvalda vidusskola",66.22%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",69.28%
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",64.63%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Doma kora skola",66.67%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",44.95%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Avotu pamatskola",39.22%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Pļavnieku pamatskola",29.33%
"Rīgas pilsēta (Latgales priekšp.)","Privātā pamatskola ""Maksima""",71.11%
"Rīgas pilsēta (Latgales priekšp.)","Jankas Kupalas Rīgas Baltkrievu pamatskola",61.19%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",61.52%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",60.92%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",51.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",50.28%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",73.82%
"Rīgas pilsēta (Latgales priekšp.)","Habad Ebreju privātā vidusskola",75.20%
"Rīgas pilsēta (Latgales priekšp.)","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",70.00%
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""INNOVA""",65.45%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",59.52%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",76.76%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",64.32%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 72. vidusskola",65.24%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",56.33%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 86. vidusskola",23.85%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",63.19%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola",49.08%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ķengaraga vidusskola",59.57%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 1. vidusskola",13.87%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",50.67%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 92. vidusskola",49.26%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Krievu vidusskola",30.72%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ukraiņu vidusskola",60.07%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Tālmācības vidusskola",34.22%
"Rīgas pilsēta (Latgales priekšp.)","Tālmācības vidusskola ""Rīgas Komercskola""",25.67%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",38.48%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",49.38%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lastādijas internātpamatskola",28.30%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",59.76%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Ezerkrastu pamatskola",29.57%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",41.19%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",77.53%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",74.23%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",64.05%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",50.04%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Hanzas vidusskola",60.21%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",69.62%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",79.65%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 60. vidusskola",59.34%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 63. vidusskola",53.90%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",49.16%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Herdera vidusskola",65.27%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Purvciema vidusskola",68.73%
"Rīgas pilsēta (Vidzemes priekšp.)","Š. Dubnova Rīgas Ebreju vidusskola",56.47%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",56.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",78.46%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 21. vidusskola",64.04%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",46.04%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 89. vidusskola",50.55%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Itas Kozakēvičas Poļu vidusskola",58.82%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",28.43%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Franču licejs",74.47%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Klasiskā ģimnāzija",68.41%
"Rīgas pilsēta (Zemgales priekšp.)","Friča Brīvzemnieka pamatskola",37.05%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Igauņu pamatskola",62.10%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Pārdaugavas pamatskola",60.13%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",41.84%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 94. vidusskola",59.91%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 53. vidusskola",46.63%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 61. vidusskola",41.23%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 95. vidusskola",58.91%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",77.09%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 14. vakara (maiņu) vidusskola",23.67%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",56.63%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",49.33%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",55.03%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Zolitūdes ģimnāzija",66.48%
"Rīgas pilsēta (Zemgales priekšp.)","Āgenskalna Valsts ģimnāzija",75.30%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Mūzikas internātvidusskola",43.90%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 7. pamatskola",55.67%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",29.33%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",59.35%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",44.80%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",61.04%
"Rīgas pilsēta (Ziemeļu raj.)","Puškina licejs",64.27%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 10. vidusskola",73.79%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 29. vidusskola",56.42%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 46. vidusskola",58.59%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",58.78%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",66.81%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 37. vidusskola",60.19%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",16.67%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Valsts 2. ģimnāzija",76.98%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",45.11%
"Rojas novads","Mērsraga vidusskola",49.22%
"Rojas novads","Rojas vidusskola",48.07%
"Ropažu novads","Zaķumuižas pamatskola",58.40%
"Ropažu novads","Ropažu vidusskola",43.15%
"Rucavas novads","Rucavas pamatskola",62.67%
"Rucavas novads","Sikšņu pamatskola (Rucavas novads)",38.33%
"Rugāju novads","Rugāju novada Eglaines pamatskola",58.81%
"Rugāju novads","Rugāju novada vidusskola",48.89%
"Rundāles novads","Pilsrundāles vidusskola",60.27%
"Rūjienas novads","Jeru pamatskola",64.00%
"Rūjienas novads","Rūjienas vidusskola",62.81%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",77.56%
"Salacgrīvas novads","Salacgrīvas vidusskola",65.74%
"Salacgrīvas novads","Liepupes vidusskola",62.81%
"Salas novads","Biržu pamatskola",61.14%
"Salas novads","Salas vidusskola",62.25%
"Salas novads","Biržu internātpamatskola",36.56%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",51.55%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",40.33%
"Saldus novads","Saldus pamatskola",46.29%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",54.67%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",40.57%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",41.19%
"Saldus novads","Saldus novada pašvaldības Nīgrandes pamatskola",38.38%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",54.48%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",40.76%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",60.27%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",50.67%
"Saldus novads","Saldus 2. vidusskola",66.53%
"Saldus novads","Saldus 1.vidusskola",64.46%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",64.78%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",45.56%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",65.00%
"Saldus novads","Saldus Vakara vidusskola",37.67%
"Saulkrastu novads","Saulkrastu vidusskola",61.72%
"Saulkrastu novads","Zvejniekciema vidusskola",70.31%
"Sējas novads","Sējas pamatskola",66.22%
"Sējas novads","Murjāņu sporta ģimnāzija",62.67%
"Siguldas novads","Siguldas 1. pamatskola",56.75%
"Siguldas novads","Allažu pamatskola",61.73%
"Siguldas novads","Mores pamatskola",38.22%
"Siguldas novads","Siguldas pilsētas vidusskola",49.87%
"Siguldas novads","Siguldas Valsts ģimnāzija",74.04%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",65.73%
"Skrundas novads","Nīkrāces pamatskola",62.86%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",64.76%
"Skrundas novads","Skrundas vidusskola",51.67%
"Skrundas novads","Skrundas Profesionālā vidusskola",27.24%
"Smiltenes novads","Bilskas pamatskola",58.18%
"Smiltenes novads","Blomes pamatskola",50.67%
"Smiltenes novads","Grundzāles pamatskola",57.51%
"Smiltenes novads","Palsmanes pamatskola",36.97%
"Smiltenes novads","Variņu pamatskola",41.11%
"Smiltenes novads","Smiltenes Centra vidusskola",43.90%
"Smiltenes novads","Smiltenes ģimnāzija",50.30%
"Stopiņu novads","Stopiņu pamatskola",57.33%
"Stopiņu novads","Ulbrokas vidusskola",53.03%
"Stopiņu novads","Upesleju internātpamatskola – rehabilitācijas centrs",32.00%
"Talsu novads","Stendes pamatskola",49.33%
"Talsu novads","Talsu pamatskola",76.71%
"Talsu novads","filiāle ""Laidzes pamatskola""",43.33%
"Talsu novads","Laucienes pamatskola",73.78%
"Talsu novads","Laucienes pamatskolas filiāle",57.14%
"Talsu novads","Pastendes pamatskola",54.81%
"Talsu novads","Pūņu pamatskola",75.50%
"Talsu novads","Virbu pamatskola",69.00%
"Talsu novads","Vandzenes pamatskola",39.38%
"Talsu novads","Sabiles vidusskola",43.40%
"Talsu novads","Talsu 2. vidusskola",50.81%
"Talsu novads","Talsu Kristīgā vidusskola",66.26%
"Talsu novads","Valdemārpils vidusskola",50.12%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",25.39%
"Talsu novads","Talsu Valsts ģimnāzija",67.13%
"Talsu novads","Laidzes Profesionālā vidusskola",31.05%
"Tērvetes novads","Annas Brigaderes pamatskola",34.53%
"Tērvetes novads","Bukaišu pamatskola",52.40%
"Tērvetes novads","Augstkalnes vidusskola",61.71%
"Tukuma novads","Tukuma 2. pamatskola",69.69%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",52.00%
"Tukuma novads","Džūkstes pamatskola",78.40%
"Tukuma novads","Pūres pamatskola",57.33%
"Tukuma novads","Dzīvā skola",28.67%
"Tukuma novads","Tukuma 3. pamatskola",60.97%
"Tukuma novads","Tukuma 2. vidusskola",42.45%
"Tukuma novads","Tumes vidusskola",48.00%
"Tukuma novads","Zemgales vidusskola (Tukuma novads)",62.20%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",22.95%
"Tukuma novads","Tukuma Raiņa ģimnāzija",61.73%
"Vaiņodes novads","Vaiņodes vidusskola",49.28%
"Vaiņodes novads","Vaiņodes internātpamatskola",43.33%
"Valkas novads","Valkas pamatskola",50.15%
"Valkas novads","Ērģemes pamatskola",52.19%
"Valkas novads","Kārķu pamatskola",33.33%
"Valkas novads","Ozolu pamatskola",37.00%
"Valkas novads","Vijciema pamatskola",45.19%
"Valkas novads","Valkas ģimnāzija",74.25%
"Valmieras novads","Jura Neikena Dikļu pamatskola",28.00%
"Valmieras novads","Kocēnu pamatskola",56.16%
"Valmieras novads","Rubenes pamatskola",49.82%
"Valmieras pilsēta","Valmieras 5. vidusskola",57.15%
"Valmieras pilsēta","Valmieras Viestura vidusskola",58.64%
"Valmieras pilsēta","Valmieras 2. vidusskola",65.54%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",28.38%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",62.46%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",62.00%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",50.22%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",59.11%
"Varakļānu novads","Varakļānu vidusskola",47.30%
"Vārkavas novads","Vārkavas pamatskola",68.95%
"Vārkavas novads","Vārkavas vidusskola",63.14%
"Vecpiebalgas novads","Inešu pamatskola",60.27%
"Vecpiebalgas novads","Taurenes pamatskola",51.81%
"Vecpiebalgas novads","Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts",30.67%
"Vecpiebalgas novads","Dzērbenes vidusskola",60.53%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",46.48%
"Vecumnieku novads","Stelpes pamatskola",65.70%
"Vecumnieku novads","Misas vidusskola",53.33%
"Vecumnieku novads","Skaistkalnes vidusskola",63.28%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",56.27%
"Vecumnieku novads","Vecumnieku vidusskola",58.46%
"Ventspils novads","Ances pamatskola",34.10%
"Ventspils novads","Jūrkalnes pamatskola",50.44%
"Ventspils novads","Popes pamatskola",48.59%
"Ventspils novads","Puzes pamatskola",68.44%
"Ventspils novads","Tārgales pamatskola",73.73%
"Ventspils novads","Užavas pamatskola",62.89%
"Ventspils novads","Zlēku pamatskola",49.33%
"Ventspils novads","Zūru pamatskola",59.00%
"Ventspils novads","Piltenes vidusskola",60.33%
"Ventspils novads","Ugāles vidusskola",60.55%
"Ventspils pilsēta","Ventspils 4. vidusskola",66.90%
"Ventspils pilsēta","Ventspils 5. vidusskola",55.67%
"Ventspils pilsēta","Ventspils 2. vidusskola",60.99%
"Ventspils pilsēta","Ventspils 3. vidusskola",45.11%
"Ventspils pilsēta","Ventspils 6. vidusskola",52.10%
"Ventspils pilsēta","Ventspils vakara vidusskola",28.00%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",67.80%
"Viesītes novads","Rites pamatskola",48.33%
"Viesītes novads","Viesītes vidusskola",60.87%
"Viļakas novads","Kupravas pamatskola",50.33%
"Viļakas novads","Mežvidu pamatskola (Viļakas novads)",60.67%
"Viļakas novads","Viduču pamatskola",60.27%
"Viļakas novads","Žīguru pamatskola",63.56%
"Viļakas novads","Rekavas vidusskola",46.46%
"Viļakas novads","Viļakas Valsts ģimnāzija",58.87%
"Viļānu novads","Dekšāru pamatskola",61.19%
"Viļānu novads","Viļānu vidusskola",69.03%
"Zilupes novads","Zilupes vidusskola",54.71%
"Zilupes novads","Zilupes arodvidusskola",53.19%
