"Novads","Skola","Kopvērtējums"
"Jūrmalas pilsēta","Ķemeru vidusskola",51.73%
"Jūrmalas pilsēta","Pumpuru vidusskola",46.63%
"Jūrmalas pilsēta","Majoru vidusskola",56.94%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",56.77%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",61.39%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",59.29%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",29.33%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",39.69%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",60.88%
"Kandavas novads","Cēres pamatskola",46.00%
"Kandavas novads","Kandavas novada Zantes pamatskola",54.27%
"Kandavas novads","Vānes pamatskola",59.24%
"Kandavas novads","Zemītes pamatskola",53.87%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",62.90%
"Kandavas novads","Kandavas internātvidusskola",57.05%
"Kārsavas novads","Mērdzenes pamatskola",70.91%
"Kārsavas novads","Mežvidu pamatskola (Kārsavas novads)",67.26%
"Kārsavas novads","Salnavas pamatskola",53.11%
"Kārsavas novads","Kārsavas vidusskola",53.42%
"Kokneses novads","Bebru pamatskola",62.96%
"Kokneses novads","Pērses pamatskola",33.07%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",54.57%
"Kokneses novads","Vecbebru Profesionālā un vispārizglītojošā internātvidusskola",39.73%
"Krāslavas novads","Krāslavas pamatskola",45.94%
"Krāslavas novads","Aulejas pamatskola",60.22%
"Krāslavas novads","Izvaltas pamatskola",51.81%
"Krāslavas novads","Skaistas pamatskola",68.33%
"Krāslavas novads","Kalniešu pamatskola",61.78%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",61.87%
"Krāslavas novads","Indras vidusskola",54.67%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",55.83%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",63.19%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",51.43%
"Krimuldas novads","Krimuldas vidusskola",59.48%
"Krustpils novads","Krustpils pamatskola",44.91%
"Krustpils novads","Mežāres pamatskola",41.00%
"Krustpils novads","Sūnu pamatskola",67.56%
"Krustpils novads","Vīpes pamatskola",55.17%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",72.83%
"Kuldīgas novads","Kuldīgas pamatskola",71.08%
"Kuldīgas novads","Ēdoles pamatskola",39.70%
"Kuldīgas novads","Laidu pamatskola",58.30%
"Kuldīgas novads","Turlavas pamatskola",58.40%
"Kuldīgas novads","Vārmes pamatskola",60.36%
"Kuldīgas novads","Vilgāles pamatskola",53.14%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",46.22%
"Kuldīgas novads","Kuldīgas 2. vidusskola",45.69%
"Kuldīgas novads","Kuldīgas Centra vidusskola",48.89%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",53.47%
"Ķeguma novads","Birzgales pamatskola",54.44%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",51.30%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",77.33%
"Ķekavas novads","Ķekavas vidusskola",51.77%
"Ķekavas novads","Baložu vidusskola",58.07%
"Lielvārdes novads","Lēdmanes pamatskola",38.40%
"Lielvārdes novads","Lielvārdes pamatskola",55.56%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",62.00%
"Lielvārdes novads","Jumpravas vidusskola",63.73%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",65.07%
"Liepājas pilsēta","Liepājas 3. pamatskola",54.70%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",57.10%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",50.83%
"Liepājas pilsēta","Liepājas 15. vidusskola",38.53%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",47.74%
"Liepājas pilsēta","Liepājas 7. vidusskola",67.29%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",70.18%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",60.85%
"Liepājas pilsēta","Liepājas 8. vidusskola",61.27%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",61.40%
"Liepājas pilsēta","Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",36.13%
"Liepājas pilsēta","Liepājas internātpamatskola",31.67%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",70.67%
"Limbažu novads","Lādezera pamatskola",52.80%
"Limbažu novads","Pāles pamatskola",45.00%
"Limbažu novads","Umurgas pamatskola",50.96%
"Limbažu novads","Vidrižu pamatskola",48.17%
"Limbažu novads","Limbažu 3. vidusskola",56.47%
"Limbažu novads","Limbažu 3. vidusskolas struktūrvienība",21.33%
"Limbažu novads","Limbažu novada ģimnāzija",55.31%
"Līgatnes novads","Līgatnes novada vidusskola",64.86%
"Līvānu novads","Jaunsilavas pamatskola",70.00%
"Līvānu novads","Jersikas pamatskola",60.13%
"Līvānu novads","Rožupes pamatskola",62.00%
"Līvānu novads","Sutru pamatskola",56.53%
"Līvānu novads","Līvānu 1. vidusskola",59.04%
"Līvānu novads","Rudzātu vidusskola",69.82%
"Līvānu novads","Līvānu 2. vidusskola",44.31%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",38.93%
"Lubānas novads","Meirānu Kalpaka pamatskola",40.44%
"Lubānas novads","Lubānas vidusskola",53.11%
"Ludzas novads","Pildas pamatskola",53.90%
"Ludzas novads","Ludzas 2. vidusskola",64.32%
"Ludzas novads","Istras vidusskola",50.67%
"Ludzas novads","Ludzas novada vakara vidusskola",29.67%
"Ludzas novads","Ludzas pilsētas ģimnāzija",54.74%
"Madonas novads","Barkavas pamatskola",65.62%
"Madonas novads","Bērzaunes pamatskola",33.56%
"Madonas novads","Degumnieku pamatskola",27.00%
"Madonas novads","Dzelzavas pamatskola",57.78%
"Madonas novads","Kalsnavas pamatskola",35.28%
"Madonas novads","Kristiāna Dāvida pamatskola",46.00%
"Madonas novads","Kusas pamatskola",54.52%
"Madonas novads","Lazdonas pamatskola",42.40%
"Madonas novads","Liezēres pamatskola",49.11%
"Madonas novads","Mārcienas pamatskola",40.67%
"Madonas novads","Mētrienas pamatskola",73.33%
"Madonas novads","Praulienas pamatskola",60.74%
"Madonas novads","Sarkaņu pamatskola",55.33%
"Madonas novads","Vestienas pamatskola",54.83%
"Madonas novads","Madonas pilsētas 1. vidusskola",55.53%
"Madonas novads","Madonas pilsētas 2. vidusskola",36.40%
"Madonas novads","Andreja Eglīša Ļaudonas vidusskola",54.79%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",12.13%
"Madonas novads","Madonas Valsts ģimnāzija",76.44%
"Mazsalacas novads","Mazsalacas vidusskola",59.75%
"Mālpils novads","Mālpils novada vidusskola",56.42%
"Mālpils novads","Mālpils internātpamatskola",38.67%
"Mārupes novads","Mārupes pamatskola",34.67%
"Mārupes novads","Mārupes vidusskola",59.91%
"Naukšēnu novads","Naukšēnu novada vidusskola",55.94%
"Naukšēnu novads","Sociālās korekcijas izglītības iestāde ""Naukšēni""",50.86%
"Neretas novads","Mazzalves pamatskola",47.43%
"Neretas novads","Sproģu pamatskola",53.78%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",55.92%
"Nīcas novads","Rudes pamatskola",74.44%
"Nīcas novads","Nīcas vidusskola",47.09%
"Ogres novads","Ķeipenes pamatskola",50.29%
"Ogres novads","Ogresgala pamatskola",44.80%
"Ogres novads","Taurupes pamatskola",40.44%
"Ogres novads","Ogres 1. vidusskola",60.46%
"Ogres novads","Madlienas vidusskola",51.85%
"Ogres novads","Mazozolu filiāle",40.67%
"Ogres novads","Meņģeles filiāle",44.33%
"Ogres novads","Suntažu vidusskola",51.13%
"Ogres novads","OGRES 1.VIDUSSKOLAS VAKARA UN NEKLĀTIENES NODAĻA",41.93%
"Ogres novads","Ogres Valsts ģimnāzija",67.40%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",44.27%
"Olaines novads","Olaines 2. vidusskola",50.25%
"Ozolnieku novads","Garozas pamatskola",47.83%
"Ozolnieku novads","Salgales pamatskola",59.56%
"Ozolnieku novads","Teteles pamatskola",66.15%
"Ozolnieku novads","Ozolnieku vidusskola",54.60%
"Pārgaujas novads","Straupes pamatskola",75.33%
"Pārgaujas novads","Stalbes vidusskola",36.82%
"Pāvilostas novads","Vērgales pamatskola",64.00%
"Pāvilostas novads","Pāvilostas vidusskola",60.33%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",58.55%
"Preiļu novads","Preiļu 1. pamatskola",53.37%
"Preiļu novads","Pelēču pamatskola",54.42%
"Preiļu novads","Priekuļu pamatskola",65.11%
"Preiļu novads","Salas pamatskola",58.44%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",45.90%
"Priekules novads","Gramzdas pamatskola",38.40%
"Priekules novads","Kalētu pamatskola",56.93%
"Priekules novads","Krotes Kronvalda Ata pamatskola",47.83%
"Priekules novads","Virgas pamatskola",37.14%
"Priekules novads","Priekules vidusskola",39.87%
"Priekuļu novads","Liepas pamatskola",39.87%
"Priekuļu novads","Mārsnēnu pamatskola",68.19%
"Priekuļu novads","Priekuļu vidusskola",61.07%
"Raunas novads","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",90.67%
"Raunas novads","Drustu pamatskola",57.78%
"Raunas novads","Raunas vidusskola",56.86%
"Rēzeknes novads","Rikavas pamatskola",52.33%
"Rēzeknes novads","Bērzgales pamatskola",61.67%
"Rēzeknes novads","Feimaņu pamatskola",54.37%
"Rēzeknes novads","Gaigalavas pamatskola",39.47%
"Rēzeknes novads","Jaunstrūžānu pamatskola",21.33%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",63.26%
"Rēzeknes novads","Rēznas pamatskola",39.50%
"Rēzeknes novads","Verēmu pamatskola",47.78%
"Rēzeknes novads","Audriņu pamatskola",74.22%
"Rēzeknes novads","Zarečnajas pamatskola",63.56%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",50.76%
"Rēzeknes novads","Dricānu vidusskola",54.39%
"Rēzeknes novads","Lūcijas Rancānes Makašānu Amatu vidusskola",40.19%
"Rēzeknes novads","Maltas 1. vidusskola",61.69%
"Rēzeknes novads","Nautrēnu vidusskola",57.69%
"Rēzeknes novads","Liepu pamatskola",61.78%
"Rēzeknes novads","Tiskādu vidusskola",53.80%
"Rēzeknes novads","Kaunatas vidusskola",48.07%
"Rēzeknes novads","Kruķu pamatskola",68.67%
"Rēzeknes novads","Maltas 2. vidusskola",64.93%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",70.03%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",55.33%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",54.43%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",62.49%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",52.78%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",54.98%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",72.20%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",36.89%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",48.83%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",36.33%
"Riebiņu novads","Galēnu pamatskola",63.43%
"Riebiņu novads","Rušonas pamatskola",42.37%
"Riebiņu novads","Sīļukalna pamatskola",54.13%
"Riebiņu novads","Silajāņu pamatskola",47.73%
"Riebiņu novads","Riebiņu vidusskola",46.30%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",67.53%
"Rīgas pilsēta (Centra raj.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",62.17%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",59.49%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",24.53%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",69.13%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",49.08%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",67.15%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",76.10%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",19.69%
"Rīgas pilsēta (Centra raj.)","Privātā Rīgas Tehnolingvistiskā ģimnāzija",64.31%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",94.42%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",73.46%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",56.71%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",52.43%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",56.30%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",41.25%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",30.10%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",68.22%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",54.64%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",72.44%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",52.65%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",80.69%
