"Reģistrācijas Nr.","IZM kods","Iestādes nosaukums","1.kl.","2.kl.","3.kl.","4.kl.","5.kl.","6.kl.","7.kl.","8.kl.","9.kl."
"4312901128","201213","Stopiņu pamatskola",23,9,18,12,9,17,11,11,6
"4312901006","201217","Baldones Mūzikas pamatskola",12,17,16,16,20,17,13,8,13
"4312901113","201221","Mālpils internātpamatskola",4,5,5,12,14,9,20,28,25
"4312900327","201223","Mores pamatskola",9,11,9,9,9,8,15,9,12
"4312902828","201224","Berģu Mūzikas un mākslas pamatskola",39,34,41,22,24,20,18,8,12
"4312902868","201225","Zaķumuižas pamatskola",35,18,19,26,18,18,20,13,16
"4312903031","201226","Jaunmārupes pamatskola",119,67,55,41,45,37,21,0,0
"4312802726","201280","Privātā pamatskola ""Gaismas tilts 97""",11,12,17,13,10,14,12,6,5
"4313901125","201301","Baldones vidusskola",46,53,45,118,36,42,41,40,37
"4313901122","201302","Olaines 1. vidusskola",120,62,92,86,72,76,64,69,57
"4313901129","201303","Olaines 2. vidusskola",86,85,68,69,80,82,61,59,58
"4313901093","201304","Saulkrastu vidusskola",42,44,41,31,34,27,29,13,18
"4313901107","201305","Ulbrokas vidusskola",107,90,76,66,65,63,54,56,42
"4313901104","201307","Vangažu vidusskola",46,50,48,50,33,33,32,27,28
"4313901280","201308","Ādažu vidusskola",167,150,117,124,139,107,98,85,66
"4313901118","201309","Babītes vidusskola",121,98,86,78,87,63,60,65,49
"4313901079","201310","Ķekavas vidusskola",123,96,91,98,100,80,82,69,70
"4313901119","201311","Krimuldas vidusskola",43,33,40,33,35,30,36,27,34
"4313901090","201313","Mārupes vidusskola",86,139,107,87,89,110,76,94,77
"4313901112","201314","Ropažu vidusskola",36,30,34,28,35,29,25,15,25
"4313901008","201315","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",103,97,104,64,84,88,72,59,52
"4313901120","201316","Zvejniekciema vidusskola",23,19,24,27,25,30,28,18,31
"4319901124","201317","Siguldas Valsts ģimnāzija",0,0,0,0,0,0,57,64,77
"4313901092","201318","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",113,85,82,93,67,77,45,76,58
"4316001068","201319","Murjāņu sporta ģimnāzija",0,0,0,0,0,0,0,23,39
"4313902363","201320","Baložu vidusskola",93,76,57,62,50,37,36,38,28
"4313902768","201322","Garkalnes Mākslu un vispārizglītojošā vidusskola",32,24,25,29,29,12,14,13,17
"4313902863","201323","Siguldas pilsētas vidusskola",80,88,89,60,71,86,38,26,29
"4313902967","201324","Mālpils novada vidusskola",44,24,42,25,31,31,37,45,23
"4313800383","201381","Privātā vidusskola Ādažu Brīvā Valdorfa skola",22,24,37,24,33,24,17,24,18
"4322901045","202201","Piejūras internātpamatskola",1,5,4,0,3,3,1,3,36
"4322901127","202202","Gaismas internātpamatskola",5,11,8,22,0,9,13,0,14
"4323901692","202301","Upesleju internātpamatskola – rehabilitācijas centrs",6,12,15,14,9,18,21,19,12
"4111900418","211103","Saldus sākumskola",36,51,45,33,0,0,0,0,0
"4112900014","211201","Saldus pamatskola",54,56,61,50,35,24,28,39,35
"4112901332","211202","Saldus novada pašvaldības Cieceres internātpamatskola",23,11,34,27,34,36,29,36,24
"4112900414","211203","Blīdenes pamatskola",5,11,6,7,11,14,9,7,10
"4112900078","211204","Gaiķu pamatskola",0,2,10,5,4,6,5,7,8
"4112900411","211206","Saldus novada pašvaldības Jaunlutriņu pamatskola",11,7,7,9,8,10,3,7,11
"4112900413","211207","Saldus novada pašvaldības Kursīšu pamatskola",7,6,7,9,11,12,5,10,8
"4112900012","211208","Saldus novada pašvaldības Lutriņu pamatskola",12,6,12,15,12,7,15,17,10
"4112900412","211209","Saldus novada pašvaldības Nīgrandes pamatskola",6,9,11,9,11,13,11,9,17
