"Novads","Skola","Kopvērtējums"
"Daugavpils novads","Zemgales vidusskola",62.12%
"Daugavpils novads","Salienas vidusskola",88.26%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",77.27%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",74.80%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",90.08%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",86.36%
"Daugavpils pilsēta","Daugavpils 13. vidusskola",57.20%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",78.70%
"Daugavpils pilsēta","Daugavpils 17. vidusskola",54.04%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",81.94%
"Daugavpils pilsēta","Daugavpils pilsētas Centra ģimnāzija",82.58%
"Daugavpils pilsēta","J.Pilsudska Daugavpils valsts poļu ģimnāzija",84.85%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",84.42%
"Dobeles novads","Dobeles 1. vidusskola",52.30%
"Dobeles novads","Dobeles Valsts ģimnāzija",74.85%
"Dobeles novads","Dobeles Amatniecības un vispārizglītojošā vidusskola",44.37%
"Durbes novads","Ata Kronvalda Durbes vidusskola",55.30%
"Engures novads","Engures vidusskola",60.44%
"Ērgļu novads","Ērgļu vidusskola",63.26%
"Gulbenes novads","Gulbenes 2. vidusskola",73.89%
"Gulbenes novads","Gulbenes vidusskola",72.75%
"Gulbenes novads","Lejasciema vidusskola",76.73%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",64.39%
"Iecavas novads","Iecavas vidusskola",74.68%
"Ilūkstes novads","Ilūkstes 1. vidusskola",72.79%
"Ilūkstes novads","Bebrenes vidusskola",86.62%
"Ilūkstes novads","Ilūkstes Sadraudzības vidusskola",61.36%
"Inčukalna novads","Vangažu vidusskola",65.72%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",77.27%
"Jaunpils novads","Jaunpils vidusskola",72.39%
"Jelgavas novads","Elejas vidusskola",93.94%
"Jelgavas novads","Kalnciema vidusskola",91.67%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",61.88%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",67.17%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",69.59%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",90.91%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",83.80%
"Jēkabpils novads","Zasas vidusskola",65.15%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",67.58%
"Jēkabpils pilsēta","Jēkabpils 2. vidusskola",81.82%
"Jēkabpils pilsēta","Jēkabpils vakara vidusskola",48.78%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",77.76%
"Jūrmalas pilsēta","Ķemeru vidusskola",53.86%
"Jūrmalas pilsēta","Pumpuru vidusskola",57.42%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",70.58%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",76.52%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",89.20%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",70.45%
"Kandavas novads","Kandavas internātvidusskola",69.55%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",65.57%
"Krāslavas novads","Indras vidusskola",66.77%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",72.15%
"Krimuldas novads","Krimuldas vidusskola",81.75%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",50.76%
"Kuldīgas novads","Kuldīgas 2. vidusskola",50.76%
"Kuldīgas novads","Kuldīgas Centra vidusskola",69.74%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",65.40%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",61.46%
"Ķekavas novads","Ķekavas vidusskola",70.39%
"Ķekavas novads","Baložu vidusskola",62.03%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",71.97%
"Lielvārdes novads","Jumpravas vidusskola",74.85%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",74.05%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",72.82%
"Liepājas pilsēta","Liepājas 15. vidusskola",65.33%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",63.89%
"Liepājas pilsēta","Liepājas 7. vidusskola",75.15%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",96.21%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",85.42%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",77.13%
"Limbažu novads","Limbažu 3. vidusskola",78.39%
"Limbažu novads","Limbažu novada ģimnāzija",70.92%
"Lubānas novads","Lubānas vidusskola",64.23%
"Ludzas novads","Ludzas pilsētas ģimnāzija",77.03%
"Madonas novads","Madonas pilsētas 1. vidusskola",75.65%
"Madonas novads","Ļaudonas vidusskola",53.11%
"Madonas novads","Madonas pilsētas 2. vidusskola",74.24%
"Madonas novads","Madonas Valsts ģimnāzija",83.80%
"Mazsalacas novads","Mazsalacas vidusskola",58.08%
"Mālpils novads","Mālpils vidusskola",75.69%
"Mārupes novads","Mārupes vidusskola",71.30%
"Naukšēnu novads","Naukšēnu novada vidusskola",89.02%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",82.01%
"Nīcas novads","Nīcas vidusskola",93.94%
"Ogres novads","Ogres 1. vidusskola",77.35%
"Ogres novads","Madlienas vidusskola",68.24%
"Ogres novads","Suntažu vidusskola",73.99%
"Ogres novads","Taurupes vidusskola",69.51%
"Ogres novads","Ogres Valsts ģimnāzija",75.18%
"Olaines novads","Olaines 2. vidusskola",81.06%
"Olaines novads","Olaines 1. vidusskola",85.76%
"Ozolnieku novads","Ozolnieku vidusskola",70.76%
"Pārgaujas novads","Stalbes vidusskola",59.47%
"Pāvilostas novads","Pāvilostas vidusskola",76.01%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",78.94%
"Preiļu novads","Preiļu 2. vidusskola",70.76%
"Preiļu novads","Preiļu Valsts ģimnāzija",81.06%
"Priekules novads","Priekules vidusskola",76.89%
"Priekuļu novads","Priekuļu vidusskola",68.56%
"Raunas novads","Raunas vidusskola",59.09%
"Rēzeknes novads","Maltas 1. vidusskola",67.01%
"Rēzeknes novads","Nautrēnu vidusskola",71.78%
"Rēzeknes novads","Maltas 2. vidusskola",57.77%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",78.44%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",85.81%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",79.23%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",75.76%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",87.59%
"Rēzeknes pilsēta","Rēzeknes Valsts ģimnāzija",90.24%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",84.78%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",67.86%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",78.79%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",88.34%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",52.76%
"Rīgas pilsēta (Centra raj.)","Privātā Rīgas Tehnolingvistiskā ģimnāzija",77.27%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",92.93%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",71.53%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",66.29%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",69.70%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",74.03%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",61.32%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",94.32%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",86.74%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",76.67%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",79.80%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",79.64%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",60.88%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",72.98%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",76.77%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",84.63%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",64.69%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",85.13%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 62. vidusskola",65.15%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",89.02%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",58.84%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",79.55%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",53.99%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 86. vidusskola",95.45%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",63.55%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Universālā vidusskola",74.24%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 1. privātā vidusskola",79.55%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",56.82%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 92. vidusskola",79.42%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ukraiņu vidusskola",93.18%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",65.38%
"Rīgas pilsēta (Latgales priekšp.)","Humanitārā privātģimnāzija",67.42%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",56.82%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",78.03%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",78.13%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",78.03%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",77.53%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",82.95%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 93. vidusskola",65.50%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Hanzas vidusskola",70.83%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",68.02%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",76.27%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 60. vidusskola",66.29%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 63. vidusskola",86.74%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",89.39%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Herdera vidusskola",64.48%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",88.64%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",98.48%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Itas Kozakēvičas Poļu vidusskola",78.79%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",77.65%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Klasiskā ģimnāzija",92.05%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",61.36%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 94. vidusskola",80.49%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 53. vidusskola",90.15%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 95. vidusskola",60.50%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Šampētera vidusskola",51.52%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 14. vakara (maiņu) vidusskola",73.74%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",82.98%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",82.58%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",72.35%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",65.69%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",74.68%
"Rīgas pilsēta (Ziemeļu raj.)","Puškina licejs",86.62%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 10. vidusskola",85.37%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 29. vidusskola",55.52%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",77.08%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",68.56%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",64.67%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Valsts 2.ģimnāzija",77.73%
"Rojas novads","Mērsraga vidusskola",72.73%
"Ropažu novads","Ropažu vidusskola",71.40%
"Rugāju novads","Rugāju novada vidusskola",75.00%
"Salacgrīvas novads","Salacgrīvas vidusskola",73.42%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",77.92%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",66.41%
"Saldus novads","Saldus 2. vidusskola",74.24%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",58.71%
"Saldus novads","Saldus ģimnāzija",73.24%
"Saulkrastu novads","Saulkrastu vidusskola",81.82%
"Siguldas novads","Siguldas novada vidusskola",68.01%
"Siguldas novads","Siguldas pilsētas vidusskola",63.19%
"Siguldas novads","Siguldas Valsts ģimnāzija",82.98%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",76.58%
"Skrundas novads","Skrundas vidusskola",66.67%
"Smiltenes novads","Smiltenes Centra vidusskola",78.90%
"Talsu novads","Talsu 2. vidusskola",63.84%
"Talsu novads","Talsu Kristīgā vidusskola",77.65%
"Talsu novads","Valdemārpils vidusskola",71.50%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",65.91%
"Talsu novads","Talsu Valsts ģimnāzija",81.57%
"Tukuma novads","Tukuma 2. vidusskola",67.22%
"Tukuma novads","Irlavas vidusskola",76.52%
"Tukuma novads","Zemgales vidusskola",69.85%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",68.79%
"Tukuma novads","Tukuma Raiņa ģimnāzija",81.28%
"Vaiņodes novads","Vaiņodes vidusskola",66.00%
"Valkas novads","Valkas ģimnāzija",74.48%
"Valmieras pilsēta","Valmieras 5. vidusskola",62.41%
"Valmieras pilsēta","Valmieras Viestura vidusskola",75.18%
"Valmieras pilsēta","Valmieras 2. vidusskola",69.13%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",74.75%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",76.70%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",79.36%
"Valmieras pilsēta","Valmieras Mākslas vidusskola",78.79%
"Varakļānu novads","Varakļānu vidusskola",80.68%
"Vārkavas novads","Vārkavas vidusskola",73.48%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",62.33%
"Ventspils novads","Piltenes vidusskola",67.97%
"Ventspils novads","Ugāles vidusskola",75.95%
"Ventspils pilsēta","Ventspils 4. vidusskola",89.96%
"Ventspils pilsēta","Ventspils 2. vidusskola",69.60%
"Ventspils pilsēta","Ventspils 3. vidusskola",82.42%
"Ventspils pilsēta","Ventspils 6. vidusskola",74.24%
"Ventspils pilsēta","Ventspils vakara vidusskola",58.84%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",64.84%
"Ventspils pilsēta","Ziemeļkurzemes Profesionālās izglītības kompetences centrs ""Ventspils Profesionālā vidusskola""",56.36%
"Viesītes novads","Viesītes vidusskola",68.41%
"Viļānu novads","Viļānu vidusskola",79.17%
"Zilupes novads","Zilupes vidusskola",62.65%
