"Novads","Skola","Kopvērtējums"
"Daugavpils novads","Zemgales vidusskola",50.31%
"Daugavpils pilsēta","Daugavpils Vienības pamatskola",39.56%
"Daugavpils pilsēta","Daugavpils 11. pamatskola",49.28%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",82.02%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",48.08%
"Daugavpils pilsēta","Daugavpils 10. vidusskola",58.30%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",60.06%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",76.32%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",47.18%
"Daugavpils pilsēta","Daugavpils 13. vidusskola",54.63%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",55.51%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",77.07%
"Daugavpils pilsēta","Daugavpils 9. vidusskola",65.98%
"Daugavpils pilsēta","Daugavpils pilsētas Centra ģimnāzija",60.77%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",81.05%
"Daugavpils pilsēta","Daugavpils Mūzikas vidusskola",77.00%
"Daugavpils pilsēta","Daugavpils 4. speciālā pamatskola",72.50%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",64.17%
"Dobeles novads","Dobeles Kristīgā pamatskola",48.77%
"Dobeles novads","Dobeles 2. vidusskolaDobeles 2. vidusskola",24.69%
"Dobeles novads","Dobeles Valsts ģimnāzija",69.44%
"Dobeles novads","Bikstu pamatskola",0.00%
"Dobeles novads","Gardenes pamatskola",0.00%
"Dobeles novads","Krimūnu pamatskola",0.00%
"Dobeles novads","Mežinieku pamatskola",39.56%
"Dobeles novads","Naudītes pamatskola",51.38%
"Dobeles novads","Annenieku pamatskola",55.20%
"Dobeles novads","Lejasstrazdu pamatskola",34.00%
"Dundagas novads","Kolkas pamatskola",66.67%
"Dundagas novads","Dundagas vidusskola",49.22%
"Durbes novads","Ata Kronvalda Durbes vidusskola",55.37%
"Durbes novads","A. Spāģa Dunalkas pamatskola",58.71%
"Durbes novads","Rāvas pamatskola",59.29%
"Engures novads","Lapmežciema pamatskola",34.45%
"Engures novads","Smārdes pamatskola",47.91%
"Engures novads","Engures vidusskola",56.34%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",46.75%
"Ērgļu novads","Ērgļu vidusskola",54.52%
"Garkalnes novads","Garkalnes vidusskola",57.56%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",54.71%
"Grobiņas novads","Grobiņas vidusskola",51.97%
"Grobiņas novads","Bārtas pamatskola",52.18%
"Grobiņas novads","Gaviezes pamatskola",63.22%
"Grobiņas novads","Kapsēdes pamatskola",66.82%
"Gulbenes novads","Gulbenes 2. vidusskola",38.04%
"Gulbenes novads","Gulbenes vidusskola",45.70%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",19.00%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",68.14%
"Gulbenes novads","Daukstes pamatskola",58.00%
"Gulbenes novads","Druvienas pamatskola",48.75%
"Gulbenes novads","Galgauskas pamatskola",48.33%
"Gulbenes novads","K. Valdemāra pamatskola",42.15%
"Gulbenes novads","Litenes pamatskola",76.50%
"Gulbenes novads","Ozolkalna pamatskola",47.13%
"Gulbenes novads","Rankas pamatskola",40.33%
"Gulbenes novads","Stāķu pamatskola",55.43%
"Gulbenes novads","Stāmerienas pamatskola",40.53%
"Gulbenes novads","Tirzas pamatskola",49.64%
"Gulbenes novads","Gulbīša vidusskola",44.94%
"Gulbenes novads","Lejasciema vidusskola",61.62%
"Gulbenes novads","Lizuma vidusskola",42.06%
"Gulbenes novads","Rankas arodvidusskola",32.30%
"Iecavas novads","Dzimtmisas pamatskola",52.00%
"Iecavas novads","Iecavas vidusskola",44.88%
"Iecavas novads","Iecavas internātpamatskola",34.88%
"Ikšķiles novads","Ikšķiles vidusskola",61.51%
"Ikšķiles novads","Tīnūžu pamatskola",64.55%
"Inčukalna novads","Vangažu vidusskola",46.09%
"Inčukalna novads","Inčukalna pamatskola",46.89%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",63.25%
"Jaunjelgavas novads","Daudzeses pamatskola",57.17%
"Jaunjelgavas novads","Seces pagasta pamatskola",49.12%
"Jaunjelgavas novads","Sunākstes pamatskola",52.67%
"Jaunpiebalgas novads","Piebalgas pamatskola",38.09%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",47.85%
"Jaunpils novads","Jaunpils vidusskola",53.42%
"Jelgavas novads","Kalnciema pagasta vidusskola",60.00%
"Jelgavas novads","Aizupes pamatskola",41.91%
"Jelgavas novads","Sesavas pamatskola",49.14%
"Jelgavas novads","Svētes pamatskola",51.92%
"Jelgavas novads","Šķibes pamatskola",52.11%
"Jelgavas novads","Vilces pamatskola",44.63%
"Jelgavas novads","Zaļenieku pamatskola",42.82%
"Jelgavas novads","Elejas vidusskola",57.56%
"Jelgavas novads","Kalnciema vidusskola",54.15%
"Jelgavas novads","Līvbērzes vidusskola",49.56%
"Jelgavas novads","Platones pamatskola",44.30%
"Jelgavas novads","Staļģenes vidusskola",47.88%
"Jelgavas novads","Vircavas vidusskola",34.33%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts",26.67%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts",24.71%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",27.50%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",49.73%
"Jelgavas pilsēta","Jelgavas 5. vidusskola",65.36%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",57.56%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",22.00%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",44.57%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",53.93%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",60.45%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",52.22%
"Jelgavas pilsēta","Jelgavas speciālā internātpamatskola",51.50%
"Jēkabpils novads","Ābeļu pamatskola",42.78%
"Jēkabpils novads","Bērzgala pamatskola",59.86%
"Jēkabpils novads","Dignājas pamatskola",39.18%
"Jēkabpils novads","Dunavas pamatskola",48.30%
"Jēkabpils novads","Rubenes pamatskola",56.69%
"Jēkabpils novads","Zasas vidusskola",41.77%
"Jēkabpils pilsēta","Krustpils pamatskola",54.03%
"Jēkabpils pilsēta","Jēkabpils Poļu pamatskola",65.40%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",50.44%
"Jēkabpils pilsēta","Jēkabpils 2. vidusskola",62.06%
"Jēkabpils pilsēta","Jēkabpils vakara vidusskola",38.46%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",65.76%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",78.06%
"Jūrmalas pilsēta","Majoru pamatskola",64.30%
"Jūrmalas pilsēta","Slokas pamatskola",60.03%
"Jūrmalas pilsēta","Vaivaru pamatskola",36.63%
"Jūrmalas pilsēta","Ķemeru vidusskola",51.92%
"Jūrmalas pilsēta","Pumpuru vidusskola",49.58%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",53.37%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",55.20%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",52.96%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",54.36%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",44.43%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",51.56%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",60.03%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",56.84%
"Kandavas novads","Kandavas internātvidusskola",48.14%
"Kandavas novads","Cēres pamatskola",43.53%
"Kandavas novads","Kandavas novada Zantes pamatskola",49.57%
"Kandavas novads","Vānes pamatskola",56.25%
"Kandavas novads","Zemītes pamatskola",40.00%
"Kārsavas novads","Kārsavas vidusskola",59.48%
"Kārsavas novads","Salnavas pamatskola",64.70%
"Kokneses novads","Bebru pamatskola",49.75%
"Kokneses novads","Pērses pamatskola",44.00%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",54.44%
"Kokneses novads","Bebru vispārizglītojošā internātpamatskola",60.67%
"Krāslavas novads","Krāslavas pamatskola",54.85%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",64.00%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",56.53%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",60.69%
"Krāslavas novads","Aulejas pamatskola",55.17%
"Krāslavas novads","Izvaltas pamatskola",46.71%
"Krāslavas novads","Skaistas pamatskola",60.86%
"Krāslavas novads","Kalniešu pamatskola",46.00%
"Krāslavas novads","Robežnieku pamatskola",47.78%
"Krāslavas novads","Indras vidusskola",47.14%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",59.57%
"Krimuldas novads","Turaidas pamatskola",47.50%
"Krimuldas novads","Krimuldas vidusskola",50.30%
"Krustpils novads","Liepenes pamatskola",41.00%
"Krustpils novads","Sūnu pamatskola",47.00%
"Krustpils novads","Mežāres pamatskola",57.11%
"Krustpils novads","Vīpes pamatskola",42.89%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",58.00%
"Kuldīgas novads","Kuldīgas pamatskola",52.72%
"Kuldīgas novads","Kuldīgas 2. vidusskola",46.18%
"Kuldīgas novads","Kuldīgas Centra vidusskola",55.11%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",56.93%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",49.42%
"Kuldīgas novads","Ēdoles pamatskola",53.50%
"Kuldīgas novads","Laidu pamatskola",47.25%
"Kuldīgas novads","Turlavas pamatskola",49.63%
"Kuldīgas novads","Vārmes pamatskola",54.91%
"Kuldīgas novads","Vilgāles pamatskola",49.94%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",54.08%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",63.64%
"Ķeguma novads","Birzgales pamatskola",49.15%
"Ķekavas novads","Baložu vidusskola",55.70%
"Ķekavas novads","Ķekavas vidusskola",58.56%
"Lielvārdes novads","Lielvārdes pamatskola",52.24%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",56.16%
"Lielvārdes novads","Kaibalas pamatskola",53.33%
"Lielvārdes novads","Lēdmanes pamatskola",51.70%
"Lielvārdes novads","Jumpravas vidusskola",61.00%
"Liepājas pilsēta","Liepājas Valsts tehnikums",43.29%
"Liepājas pilsēta","Liepājas internātpamatskola",47.60%
"Līgatnes novads","Līgatnes novada vidusskola",57.95%
"Līvānu novads","Līvānu 1. vidusskola",58.64%
"Līvānu novads","Līvānu 2. vidusskola",54.65%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",41.67%
"Līvānu novads","Jaunsilavas pamatskola",68.00%
"Līvānu novads","Jersikas pamatskola",44.33%
"Līvānu novads","Rožupes pamatskola",58.71%
"Līvānu novads","Sutru pamatskola",76.00%
"Līvānu novads","Rudzātu vidusskola",77.00%
"Lubānas novads","Lubānas vidusskola",44.61%
"Lubānas novads","Meirānu Kalpaka pamatskola",21.00%
"Ludzas novads","Ludzas 2. vidusskola",61.17%
"Ludzas novads","Ludzas novada vakara vidusskola",36.60%
"Ludzas novads","Ludzas pilsētas ģimnāzija",52.05%
"Ludzas novads","Nirzas pamatskola",50.33%
"Ludzas novads","Ņukšu pamatskola",46.40%
"Ludzas novads","Pildas pamatskola",43.00%
"Ludzas novads","Istras vidusskola",49.33%
"Madonas novads","Madonas pilsētas 1. vidusskola",54.26%
"Madonas novads","Madonas pilsētas 2. vidusskola",51.14%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",31.29%
"Madonas novads","Madonas Valsts ģimnāzija",79.61%
"Madonas novads","Barkavas pamatskola",60.89%
"Madonas novads","Bērzaunes pamatskola",43.90%
"Madonas novads","Degumnieku pamatskola",63.07%
"Madonas novads","Dzelzavas pamatskola",65.75%
"Madonas novads","Kalsnavas pamatskola",57.57%
"Madonas novads","Kusas pamatskola",60.09%
"Madonas novads","Lazdonas pamatskola",40.50%
"Madonas novads","Liezēres pamatskola",51.42%
"Madonas novads","Mārcienas pamatskola",40.00%
"Madonas novads","Mētrienas pamatskola",67.00%
"Madonas novads","Sarkaņu pamatskola",40.25%
"Madonas novads","Vestienas pamatskola",57.50%
"Madonas novads","Ļaudonas vidusskola",51.38%
"Madonas novads","Barkavas arodvidusskola",49.00%
"Mazsalacas novads","Mazsalacas vidusskola",53.57%
"Mālpils novads","Mālpils vidusskola",59.68%
"Mālpils novads","Mālpils internātpamatskola",40.14%
"Mālpils novads","Sidgundas pamatskola",50.78%
"Mārupes novads","Mārupes pamatskola",58.00%
"Mārupes novads","Mārupes vidusskola",60.08%
"Naukšēnu novads","Naukšēnu novada vidusskola",49.11%
"Neretas novads","Mazzalves pamatskola",57.10%
"Neretas novads","Sproģu pamatskola",52.00%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",54.07%
"Ogres novads","Ogres Sv. Meinarda katoļu pamatskola",62.00%
"Ogres novads","Ogres 1. vidusskola",49.85%
"Ogres novads","Jaunogres vidusskola",62.14%
"Ogres novads","Ogres Vakara vidusskola",44.60%
"Ogres novads","Ogres Valsts ģimnāzija",67.88%
"Ogres novads","Krapes pamatskola",31.00%
"Ogres novads","Ķeipenes pamatskola",75.15%
"Ogres novads","Lauberes pamatskola",47.89%
"Ogres novads","Mazozolu pamatskola",46.80%
"Ogres novads","Meņģeles pamatskola",39.00%
"Ogres novads","Ogresgala pamatskola",38.67%
"Ogres novads","Madlienas vidusskola",56.63%
"Ogres novads","Suntažu vidusskola",59.76%
"Ogres novads","Taurupes vidusskola",52.88%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",44.86%
"Olaines novads","Olaines 2. vidusskola",57.25%
"Ozolnieku novads","Garozas pamatskola",52.73%
"Ozolnieku novads","Salgales pamatskola",50.89%
"Ozolnieku novads","Teteles pamatskola",51.31%
"Ozolnieku novads","Ozolnieku vidusskola",50.50%
"Pārgaujas novads","Raiskuma pamatskola",46.25%
"Pārgaujas novads","Straupes pamatskola",44.21%
"Pārgaujas novads","Stalbes vidusskola",40.90%
"Pārgaujas novads","Raiskuma speciālā internātpamatskola – rehabilitācijas centrs",72.33%
"Pāvilostas novads","Pāvilostas vidusskola",64.08%
"Pāvilostas novads","Vērgales pamatskola",54.70%
"Preiļu novads","Preiļu 1. pamatskola",58.33%
"Preiļu novads","Preiļu 2. vidusskola",50.55%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",34.43%
"Preiļu novads","Pelēču pamatskola",34.00%
"Preiļu novads","Priekuļu pamatskola",58.00%
"Preiļu novads","Salas pamatskola",37.00%
"Priekules novads","Priekules vidusskola",45.35%
"Priekules novads","Gramzdas pamatskola",41.40%
"Priekules novads","Kalētu pamatskola",57.86%
"Priekules novads","Krotes Kronvalda Ata pamatskola",49.80%
"Priekules novads","Virgas pamatskola",47.75%
"Priekuļu novads","Liepas pamatskola",45.76%
"Priekuļu novads","Priekuļu vidusskola",44.57%
"Raunas novads","Drustu pamatskola",70.50%
"Raunas novads","Raunas vidusskola",51.88%
"Rēzeknes novads","Kruķu pamatskola",59.60%
"Rēzeknes novads","Rikavas pamatskola",32.00%
"Rēzeknes novads","Gaigalavas pamatskola",45.75%
"Rēzeknes novads","Jaunstrūžānu pamatskola",48.80%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",64.60%
"Rēzeknes novads","Rēznas pamatskola",54.00%
"Rēzeknes novads","Audriņu pamatskola",74.50%
"Rēzeknes novads","Feimaņu pamatskola",35.67%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",48.25%
"Rēzeknes novads","Verēmu pamatskola",76.57%
"Rēzeknes novads","Dricānu vidusskola",52.42%
"Rēzeknes novads","Makašānu Amatu vidusskola",51.79%
"Rēzeknes novads","Maltas 1. vidusskola",37.59%
"Rēzeknes novads","Nautrēnu vidusskola",62.37%
"Rēzeknes novads","Tiskādu vidusskola",58.83%
"Rēzeknes novads","Kaunatas vidusskola",59.86%
"Rēzeknes novads","Maltas 2. vidusskola",53.40%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",65.75%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",61.40%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",46.60%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",51.77%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",62.59%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",55.35%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",51.11%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",56.89%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",55.82%
"Riebiņu novads","Dravnieku pamatskola",54.81%
"Riebiņu novads","Galēnu pamatskola",56.44%
"Riebiņu novads","Rušonas pamatskola",40.83%
"Riebiņu novads","Sīļukalna pamatskola",67.78%
"Riebiņu novads","Riebiņu vidusskola",58.71%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",58.11%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",67.37%
"Rīgas pilsēta (Centra raj.)","Rīgas 99. vidusskola",38.36%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",66.33%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",72.48%
"Rīgas pilsēta (Centra raj.)","Rīgas M. Lomonosova krievu vidusskola",64.50%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",32.95%
"Rīgas pilsēta (Centra raj.)","Natālijas Draudziņas ģimnāzija",50.79%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",90.95%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",76.06%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",52.05%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",62.56%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",41.90%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",57.09%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",52.47%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Doma kora skola",77.12%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",53.90%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",61.06%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",60.29%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",60.89%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",53.91%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",63.81%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",64.96%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",65.74%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",54.03%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Ostvalda vidusskola",64.19%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Templum""",73.50%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",72.14%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",51.10%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 1. vakara (maiņu) vidusskola",40.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 1.vakara (maiņu) vidusskola (Iļģuciema cietums)",49.75%
"Rīgas pilsēta (Kurzemes raj.)","Āgenskalna Valsts ģimnāzija",72.26%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",69.56%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",59.19%
"Rīgas pilsēta (Latgales priekšp.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",58.98%
"Rīgas pilsēta (Latgales priekšp.)","Privātā pamatskola ""Maksima""",76.44%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Baltkrievu pamatskola",81.67%
"Rīgas pilsēta (Latgales priekšp.)","Kārļa Videnieka Rīgas 77. vidusskola",57.89%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",63.10%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",51.73%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 62. vidusskola",55.25%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",61.32%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",50.56%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",56.73%
"Rīgas pilsēta (Latgales priekšp.)","SIA „Rīgas Tālmācības vidusskola”",37.00%
"Rīgas pilsēta (Latgales priekšp.)","Habad Ebreju privātā vidusskola",75.00%
"Rīgas pilsēta (Latgales priekšp.)","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",54.36%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",52.97%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",45.83%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",59.11%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",68.53%
