"Novads","Skola","Kopvērtējums"
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",70.93%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",73.64%
"Rīgas pilsēta (Zemgales priekšp.)","Āgenskalna Valsts ģimnāzija",76.18%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Mūzikas internātvidusskola",54.89%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 7. pamatskola",59.60%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",59.09%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",58.21%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",62.06%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",74.08%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",51.21%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas pilsētas 2. ģimnāzija",73.11%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",69.65%
"Rojas novads","Mērsraga vidusskola",62.27%
"Rojas novads","Rojas vidusskola",74.11%
"Ropažu novads","Zaķumuižas pamatskola",45.68%
"Ropažu novads","Ropažu vidusskola",67.54%
"Rucavas novads","Rucavas pamatskola",69.34%
"Rucavas novads","Sikšņu pamatskola",65.38%
"Rugāju novads","Eglaines pamatskola",61.43%
"Rugāju novads","Rugāju novada vidusskola",69.83%
"Rundāles novads","Pilsrundāles vidusskola",64.55%
"Rundāles novads","Saulaines Profesionālā vidusskola",47.02%
"Rūjienas novads","Rūjienas vidusskola",68.49%
"Rūjienas novads","Jeru pamatskola",61.82%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",72.67%
"Salacgrīvas novads","Liepupes vidusskola",64.36%
"Salas novads","Biržu internātpamatskola",57.16%
"Salas novads","Biržu pamatskola",57.97%
"Salas novads","Salas vidusskola",69.87%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",70.25%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",56.23%
"Saldus novads","Saldus pamatskola",70.33%
"Saldus novads","Saldus 2. vidusskola",71.65%
"Saldus novads","Saldus Vakara vidusskola",53.86%
"Saldus novads","Saldus ģimnāzija",74.48%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",53.61%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",72.91%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",58.48%
"Saldus novads","Saldus novada pašvaldības Kurzemītes pamatskola",70.20%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",51.62%
"Saldus novads","Nīgrandes pamatskola",58.56%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",60.00%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",64.55%
"Saldus novads","Saldus novada pašvaldības Sātiņu pamatskola",52.95%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",60.91%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",63.64%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",68.97%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",68.64%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",56.86%
"Saulkrastu novads","Saulkrastu vidusskola",69.16%
"Saulkrastu novads","Zvejniekciema vidusskola",61.12%
"Sējas novads","Sējas pamatskola",64.34%
"Sējas novads","Murjāņu sporta ģimnāzija",67.52%
"Siguldas novads","Siguldas 1. pamatskola",68.03%
"Siguldas novads","Siguldas 2. vidusskola",66.06%
"Siguldas novads","Siguldas novada vidusskola",64.42%
"Siguldas novads","Siguldas Valsts ģimnāzija",77.48%
"Siguldas novads","Allažu pamatskola",67.52%
"Siguldas novads","Mores pamatskola",68.55%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",65.31%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",59.90%
"Skrundas novads","Skrundas vidusskola",66.46%
"Skrundas novads","Skrundas arodvidusskola",53.68%
"Smiltenes novads","Smiltenes Centra vidusskola",65.99%
"Smiltenes novads","Smiltenes ģimnāzija",60.05%
"Smiltenes novads","Bilskas pamatskola",74.92%
"Smiltenes novads","Blomes pamatskola",64.90%
"Smiltenes novads","Grundzāles pamatskola",59.51%
"Smiltenes novads","Palsmanes pamatskola",67.22%
"Smiltenes novads","Variņu pamatskola",71.75%
"Stopiņu novads","Ulbrokas vidusskola",68.68%
"Stopiņu novads","Juglas sanatorijas internātpamatskola",64.65%
"Strenču novads","Strenču novada vidusskola",71.82%
"Strenču novads","Strenču novada vidusskolas filiāle (Plāņu)",60.45%
"Talsu novads","Stendes pamatskola",62.48%
"Talsu novads","Talsu pamatskola",60.44%
"Talsu novads","Sabiles vidusskola",66.10%
"Talsu novads","Talsu 2. vidusskola",63.51%
"Talsu novads","Talsu Kristīgā vidusskola",67.58%
"Talsu novads","Valdemārpils vidusskola",68.36%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",52.90%
"Talsu novads","Talsu Valsts ģimnāzija",68.26%
"Talsu novads","Laucienes pamatskolas filiāle",73.25%
"Talsu novads","Laidzes pamatskola",66.18%
"Talsu novads","Laucienes pamatskola",68.34%
"Talsu novads","Pastendes pamatskola",76.36%
"Talsu novads","Pūņu pamatskola",69.09%
"Talsu novads","Pastendes pamatskolas filiāle",60.00%
"Talsu novads","Virbu pamatskola",61.45%
"Talsu novads","Vandzenes vidusskola",71.78%
"Talsu novads","Laidzes Profesionālā vidusskola",46.91%
"Tērvetes novads","Bukaišu pamatskola",57.88%
"Tērvetes novads","Tērvetes pamatskola",58.18%
"Tērvetes novads","Annas Brigaderes pamatskola",69.39%
"Tērvetes novads","Augstkalnes vidusskola",54.24%
"Tukuma novads","Tukuma 2. pamatskola",65.55%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",57.43%
"Tukuma novads","Tukuma 2. vidusskola",64.07%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",63.48%
"Tukuma novads","Tukuma Raiņa ģimnāzija",72.26%
"Tukuma novads","Praviņu pamatskola",50.45%
"Tukuma novads","Pūres pamatskola",77.98%
"Tukuma novads","Sēmes pamatskola",62.93%
"Tukuma novads","Džūkstes vidusskola",51.61%
"Tukuma novads","Irlavas vidusskola",64.66%
"Tukuma novads","Tumes vidusskola",62.05%
"Tukuma novads","Zemgales vidusskola",52.34%
"Vaiņodes novads","Vaiņodes vidusskola",68.13%
"Vaiņodes novads","Vaiņodes internātpamatskola",57.11%
"Valkas novads","Valkas pamatskola",63.29%
"Valkas novads","Valkas ģimnāzija",77.31%
"Valkas novads","Ērģemes pamatskola",54.89%
"Valkas novads","Kārķu pamatskola",79.55%
"Valkas novads","Ozolu pamatskola",60.36%
"Valkas novads","Vijciema pamatskola",77.12%
"Valmieras novads","Jura Neikena Dikļu pamatskola",63.30%
"Valmieras novads","Kocēnu pamatskola",62.44%
"Valmieras novads","Rubenes pamatskola",66.46%
"Valmieras pilsēta","Valmieras 5. vidusskola",62.09%
"Valmieras pilsēta","Valmieras Viestura vidusskola",66.89%
"Valmieras pilsēta","Valmieras 2. vidusskola",50.48%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",67.91%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",72.11%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātpamatskola - attīstības centrs",56.46%
"Varakļānu novads","Varakļānu vidusskola",63.40%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",64.66%
"Varakļānu novads","Murmastienes pamatskola",68.18%
"Vārkavas novads","Vanagu pamatskola",72.84%
"Vārkavas novads","Vārkavas pamatskola",59.77%
"Vārkavas novads","Vārkavas vidusskola",62.35%
"Vecumnieku novads","Vecumnieku novada Domes Bārbeles pamatskola",69.70%
"Vecumnieku novads","Kurmenes pamatskola",56.52%
"Vecumnieku novads","Stelpes pamatskola",57.79%
"Vecumnieku novads","Skaistkalnes vidusskola",65.00%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",72.45%
"Vecumnieku novads","Vecumnieku vidusskola",62.39%
"Ventspils novads","Piltenes vidusskola",62.35%
"Ventspils novads","Ances pamatskola",64.89%
"Ventspils novads","Jūrkalnes pamatskola",59.61%
"Ventspils novads","Popes pamatskola",79.77%
"Ventspils novads","Puzes pamatskola",67.45%
"Ventspils novads","Tārgales pamatskola",71.56%
"Ventspils novads","Užavas pamatskola",59.09%
"Ventspils novads","Zlēku pamatskola",48.48%
"Ventspils novads","Zūru pamatskola",68.73%
"Ventspils pilsēta","Ventspils 1. pamatskola",71.76%
"Ventspils pilsēta","Ventspils 2. pamatskola",66.42%
"Ventspils pilsēta","Ventspils 4. vidusskola",71.70%
"Ventspils pilsēta","Ventspils 5. vidusskola",73.31%
"Ventspils pilsēta","Ventspils 6. vidusskola",71.20%
"Ventspils pilsēta","Ventspils vakara vidusskola",61.52%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",77.74%
"Viesītes novads","Viesītes vidusskola",67.55%
"Viesītes novads","Rites pamatskola",70.63%
"Viļakas novads","Viļakas Valsts ģimnāzija",67.86%
"Viļakas novads","Upītes pamatskola",57.73%
"Viļakas novads","Viduču pamatskola",72.18%
"Viļakas novads","Žīguru pamatskola",59.60%
"Viļakas novads","Rekavas vidusskola",72.25%
"Viļānu novads","Viļānu vidusskola",70.45%
"Viļānu novads","Dekšāru pamatskola",63.18%
"Zilupes novads","Zilupes vidusskola",56.73%
