"Novads","Skola","Kopvērtējums"
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",61.18%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",52.55%
"Varakļānu novads","Varakļānu vidusskola",65.12%
"Vārkavas novads","Vārkavas pamatskola",79.66%
"Vārkavas novads","Vārkavas vidusskola",65.21%
"Vecpiebalgas novads","Taurenes pamatskola",68.24%
"Vecpiebalgas novads","Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts",44.71%
"Vecpiebalgas novads","Dzērbenes vidusskola",66.35%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",62.76%
"Vecumnieku novads","Stelpes pamatskola",78.07%
"Vecumnieku novads","Misas vidusskola",57.29%
"Vecumnieku novads","Skaistkalnes vidusskola",69.59%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",56.71%
"Vecumnieku novads","Vecumnieku vidusskola",65.33%
"Ventspils novads","Ances pamatskola",61.18%
"Ventspils novads","Jūrkalnes pamatskola",63.73%
"Ventspils novads","Popes pamatskola",55.56%
"Ventspils novads","Puzes pamatskola",79.02%
"Ventspils novads","Užavas pamatskola",65.49%
"Ventspils novads","Zlēku pamatskola",65.00%
"Ventspils novads","Zūru pamatskola",59.61%
"Ventspils novads","Piltenes vidusskola",60.15%
"Ventspils novads","Ugāles vidusskola",71.00%
"Ventspils pilsēta","Ventspils 4. vidusskola",60.54%
"Ventspils pilsēta","Ventspils 5. vidusskola",67.48%
"Ventspils pilsēta","Ventspils 2. vidusskola",68.27%
"Ventspils pilsēta","Ventspils 6. vidusskola",63.98%
"Ventspils pilsēta","Ventspils vakara vidusskola",47.42%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",62.79%
"Viesītes novads","Rites pamatskola",62.21%
"Viesītes novads","Viesītes vidusskola",59.23%
"Viļakas novads","Kupravas pamatskola",58.53%
"Viļakas novads","Mežvidu pamatskola (Viļakas novads)",70.29%
"Viļakas novads","Viduču pamatskola",60.47%
"Viļakas novads","Žīguru pamatskola",56.86%
"Viļakas novads","Rekavas vidusskola",56.74%
"Viļakas novads","Viļakas Valsts ģimnāzija",63.94%
"Viļānu novads","Dekšāru pamatskola",68.37%
"Viļānu novads","Viļānu vidusskola",69.29%
"Zilupes novads","Zilupes vidusskola",64.30%
"Zilupes novads","Zilupes arodvidusskola",42.88%
