"Novads","Skola","Kopvērtējums"
"Balvu novads","Stacijas pamatskola",58.43%
"Balvu novads","Tilžas internātpamatskola",20.00%
"Balvu novads","Bērzpils vidusskola",52.62%
"Balvu novads","Tilžas vidusskola",48.87%
"Bauskas novads","Bauskas pilsētas Kristīgā pamatskola",31.08%
"Bauskas novads","Bauskas pilsētas pamatskola",56.65%
"Bauskas novads","Bauskas 1. vidusskola",57.63%
"Bauskas novads","Bauskas 2. vidusskola",55.97%
"Bauskas novads","Codes pamatskola",51.03%
"Bauskas novads","Griķu pamatskola",61.33%
"Bauskas novads","Mežgaļu pamatskola",47.05%
"Bauskas novads","Mežotnes pamatskola",40.89%
"Bauskas novads","Ozolaines pamatskola",49.05%
"Bauskas novads","Vecsaules pamatskola",49.67%
"Bauskas novads","Īslīces vidusskola",36.67%
"Bauskas novads","Uzvaras vidusskola",44.41%
"Bauskas novads","Mežotnes internātvidusskola",12.48%
"Beverīnas novads","J. Endzelīna Kauguru pamatskola",41.89%
"Beverīnas novads","Trikātas pamatskola",41.83%
"Brocēnu novads","Brocēnu vidusskola",42.11%
"Brocēnu novads","Blīdenes pamatskola",46.00%
"Brocēnu novads","Gaiķu pamatskola",52.30%
"Burtnieku novads","Ēveles pamatskola",49.67%
"Burtnieku novads","Matīšu pamatskola",45.80%
"Burtnieku novads","Rencēnu pamatskola",44.67%
"Burtnieku novads","Burtnieku Ausekļa vidusskola",54.06%
"Carnikavas novads","Carnikavas pamatskola",63.19%
"Cesvaines novads","Cesvaines vidusskola",37.74%
"Cesvaines novads","Cesvaines internātpamatskola",30.44%
"Cēsu novads","Cēsu 1. pamatskola",47.96%
"Cēsu novads","Cēsu 2. pamatskola",55.35%
"Cēsu novads","Cēsu pilsētas pamatskola",52.33%
"Cēsu novads","Cēsu pilsētas Vakara vidusskola",31.43%
"Cēsu novads","Cēsu 2. vakara (maiņu) vidusskola",27.69%
"Cēsu novads","Cēsu Valsts ģimnāzija",81.88%
"Cēsu novads","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija",68.36%
"Cēsu novads","Cēsu sanatorijas internātpamatskola",72.80%
"Cēsu novads","Līvu pamatskola",42.42%
"Cēsu novads","Rāmuļu pamatskola",50.37%
"Ciblas novads","Cirmas pamatskola",40.22%
"Ciblas novads","Pušmucovas pamatskola",44.72%
"Ciblas novads","Ciblas vidusskola",52.00%
"Dagdas novads","Dagdas vidusskola",54.78%
"Dagdas novads","Dagdas arodvidusskola",35.56%
"Dagdas novads","Andrupenes pamatskola",42.00%
"Dagdas novads","Andzeļu pamatskola",58.17%
"Dagdas novads","Asūnes pamatskola",64.95%
"Dagdas novads","Ezernieku vidusskola",46.56%
"Daugavpils novads","Naujenes pamatskola",52.81%
"Daugavpils novads","Nīcgales pamatskola",66.67%
"Daugavpils novads","Skrudalienas pamatskola",48.33%
"Daugavpils novads","Biķernieku pamatskola",48.78%
"Daugavpils novads","Birznieku pamatskola",41.33%
"Daugavpils novads","Randenes pamatskola",54.52%
"Daugavpils novads","Silenes pamatskola",67.33%
"Daugavpils novads","Tabores pamatskola",62.93%
"Daugavpils novads","Kalupes pamatskola",50.97%
"Daugavpils novads","Lāču pamatskola",57.76%
"Daugavpils novads","Špoģu vidusskola",60.09%
"Daugavpils novads","Vaboles vidusskola",50.85%
"Daugavpils novads","Salienas vidusskola",65.00%
"Daugavpils novads","Sventes vidusskola",66.17%
"Daugavpils novads","Zemgales vidusskola",55.81%
"Daugavpils novads","Medumu vidusskola",52.00%
"Daugavpils pilsēta","Daugavpils 11. pamatskola",39.87%
"Daugavpils pilsēta","Daugavpils 7. pamatskola",63.84%
"Daugavpils pilsēta","Daugavpils 8. pamatskola",47.73%
"Daugavpils pilsēta","Daugavpils 5. pamatskola",59.75%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",74.30%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",51.31%
"Daugavpils pilsēta","Daugavpils 10. vidusskola",49.14%
"Daugavpils pilsēta","Daugavpils 13. vidusskola",54.11%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",55.24%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",47.16%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",69.06%
"Daugavpils pilsēta","Daugavpils 9. vidusskola",64.31%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",43.48%
"Daugavpils pilsēta","Daugavpils 17. vidusskola",47.44%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",88.11%
"Daugavpils pilsēta","Daugavpils pilsētas Centra ģimnāzija",74.25%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",62.71%
"Daugavpils pilsēta","Daugavpils valsts poļu ģimnāzija",54.96%
"Daugavpils pilsēta","Daugavpils Mūzikas vidusskola",55.20%
"Daugavpils pilsēta","Daugavpils 1. arodvidusskola",45.06%
"Daugavpils pilsēta","Daugavpils 4. speciālā pamatskola",40.00%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",44.51%
"Dobeles novads","Dobeles Kristīgā pamatskola",37.63%
"Dobeles novads","Dobeles 1. vidusskola",29.99%
"Dobeles novads","Dobeles 2. vidusskola",23.82%
"Dobeles novads","Dobeles Valsts ģimnāzija",69.45%
"Dobeles novads","Bikstu pamatskola",27.58%
"Dobeles novads","Gardenes pamatskola",23.47%
"Dobeles novads","Mežinieku pamatskola",27.61%
"Dobeles novads","Naudītes pamatskola",47.56%
"Dobeles novads","Penkules pamatskola",30.13%
"Dobeles novads","Annenieku pamatskola",50.67%
"Dobeles novads","Krimūnu pamatskola",30.80%
"Dobeles novads","Lejasstrazdu pamatskola",14.67%
"Dobeles novads","Apguldes arodvidusskola",25.00%
"Dundagas novads","Kolkas pamatskola",67.67%
"Dundagas novads","Dundagas vidusskola",38.56%
"Durbes novads","Ata Kronvalda Durbes vidusskola",42.79%
"Durbes novads","A. Spāģa Dunalkas pamatskola",28.59%
"Durbes novads","Rāvas pamatskola",46.22%
"Durbes novads","Vecpils pamatskola",57.33%
"Engures novads","Lapmežciema pamatskola",41.07%
"Engures novads","Smārdes pamatskola",36.86%
"Engures novads","Engures vidusskola",48.86%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",42.07%
"Ērgļu novads","Ērgļu vidusskola",46.02%
"Garkalnes novads","Garkalnes-Berģu pamatskola",61.29%
"Grobiņas novads","Grobiņas vidusskola",49.05%
"Grobiņas novads","Grobiņas ģimnāzija",58.61%
"Grobiņas novads","Bārtas pamatskola",53.47%
"Grobiņas novads","Gaviezes pamatskola",30.96%
"Grobiņas novads","Kapsēdes pamatskola",58.67%
"Gulbenes novads","Gulbenes 2. vidusskola",47.08%
"Gulbenes novads","Gulbenes vidusskola",37.71%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",27.56%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",57.40%
"Gulbenes novads","Daukstes pamatskola",45.78%
"Gulbenes novads","Druvienas pamatskola",38.67%
"Gulbenes novads","Galgauskas pamatskola",45.33%
"Gulbenes novads","K. Valdemāra pamatskola",45.17%
"Gulbenes novads","Litenes pamatskola",53.56%
"Gulbenes novads","Ozolkalna pamatskola",46.83%
"Gulbenes novads","Rankas pamatskola",35.33%
"Gulbenes novads","Stāķu pamatskola",43.49%
"Gulbenes novads","Stāmerienas pamatskola",40.19%
"Gulbenes novads","Tirzas pamatskola",36.78%
"Gulbenes novads","Gulbīša vidusskola",42.57%
"Gulbenes novads","Lejasciema vidusskola",61.11%
"Gulbenes novads","Lizuma vidusskola",39.87%
"Gulbenes novads","Jaungulbenes arodvidusskola",10.67%
"Gulbenes novads","Rankas arodvidusskola",24.00%
"Iecavas novads","Dzimtmisas pamatskola",48.11%
"Iecavas novads","Iecavas internātpamatskola",38.19%
"Iecavas novads","Iecavas vidusskola",37.84%
"Ikšķiles novads","Ikšķiles vidusskola",55.82%
"Ikšķiles novads","Tīnūžu pamatskola",56.00%
"Ilūkstes novads","Subates pamatskola",44.24%
"Ilūkstes novads","Ilūkstes 1. vidusskola",62.36%
"Ilūkstes novads","Ilūkstes 2. vidusskola",40.24%
"Ilūkstes novads","Ilūkstes novada Neklātienes vidusskola",54.13%
"Ilūkstes novads","Eglaines pamatskola",56.00%
"Ilūkstes novads","Bebrenes vidusskola",67.69%
"Inčukalna novads","Vangažu vidusskola",50.57%
"Inčukalna novads","Inčukalna pamatskola",38.42%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",54.99%
"Jaunjelgavas novads","Daudzeses pamatskola",42.13%
"Jaunjelgavas novads","Seces pagasta pamatskola",36.86%
"Jaunjelgavas novads","Sunākstes pamatskola",37.50%
"Jaunpils novads","Jaunpils vidusskola",37.98%
"Jelgavas novads","Aizupes pamatskola",32.55%
"Jelgavas novads","Sesavas pamatskola",44.96%
"Jelgavas novads","Svētes pamatskola",27.14%
"Jelgavas novads","Šķibes pamatskola",37.45%
"Jelgavas novads","Vilces pamatskola",45.33%
"Jelgavas novads","Zaļenieku pamatskola",24.98%
"Jelgavas novads","Elejas vidusskola",41.24%
"Jelgavas novads","Kalnciema pilsētas vidusskola",55.43%
"Jelgavas novads","Kalnciema vidusskola",48.56%
"Jelgavas novads","Līvbērzes vidusskola",37.00%
"Jelgavas novads","Platones pamatskola",43.56%
"Jelgavas novads","Staļģenes vidusskola",43.86%
"Jelgavas novads","Vircavas vidusskola",40.62%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts",28.56%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts",14.51%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",32.00%
"Jelgavas pilsēta","Lazdiņas privātā vidusskola ""Punktiņš""",19.33%
"Jelgavas pilsēta","Jelgavas 2. pamatskola",62.93%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",42.82%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",53.99%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",15.24%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",39.70%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",55.58%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",51.60%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",34.67%
"Jelgavas pilsēta","Jelgavas 1. sanatorijas internātpamatskola",62.77%
"Jēkabpils novads","Ābeļu pamatskola",41.90%
"Jēkabpils novads","Bērzgala pamatskola",42.29%
"Jēkabpils novads","Dignājas pamatskola",50.06%
"Jēkabpils novads","Dunavas pamatskola",62.13%
"Jēkabpils novads","Rubenes pamatskola",67.83%
"Jēkabpils novads","Zasas vidusskola",39.59%
"Jēkabpils pilsēta","Jēkabpils Poļu pamatskola",43.56%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",45.07%
"Jēkabpils pilsēta","Jēkabpils 2. vidusskola",40.73%
"Jēkabpils pilsēta","Jēkabpils vakara vidusskola",31.72%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",40.74%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",63.44%
"Jūrmalas pilsēta","Majoru pamatskola",49.92%
"Jūrmalas pilsēta","Slokas pamatskola",50.22%
"Jūrmalas pilsēta","Pumpuru vidusskola",31.40%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",48.74%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",48.88%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",53.25%
"Jūrmalas pilsēta","Ķemeru vidusskola",52.31%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",51.33%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",39.91%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",58.22%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",55.80%
"Kandavas novads","Kandavas internātvidusskola",36.88%
"Kandavas novads","Cēres pamatskola",36.00%
"Kandavas novads","Matkules pamatskola",36.38%
"Kandavas novads","Vānes pamatskola",51.67%
"Kandavas novads","Kandavas novada Zantes pamatskola",33.14%
"Kandavas novads","Zemītes pamatskola",39.76%
"Kārsavas novads","Kārsavas vidusskola",61.10%
"Kārsavas novads","Mežvidu pamatskola",46.19%
"Kārsavas novads","Salnavas pamatskola",43.39%
"Kārsavas novads","Aizgāršas pamatskola",57.60%
"Kokneses novads","Bebru pamatskola",44.00%
"Kokneses novads","Pērses pamatskola",37.33%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",41.82%
"Kokneses novads","Bebru vispārizglītojošā internātpamatskola",43.84%
"Krāslavas novads","Krāslavas pamatskola",48.27%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",49.41%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",63.60%
"Krāslavas novads","Aulejas pamatskola",24.00%
"Krāslavas novads","Izvaltas pamatskola",48.85%
"Krāslavas novads","Skaistas pamatskola",46.18%
"Krāslavas novads","Kalniešu pamatskola",52.00%
"Krāslavas novads","Robežnieku pamatskola",66.15%
"Krāslavas novads","Indras vidusskola",46.67%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",60.71%
"Krimuldas novads","Turaidas pamatskola",33.33%
"Krimuldas novads","Krimuldas vidusskola",48.47%
"Krustpils novads","Liepenes pamatskola",21.78%
"Krustpils novads","Sūnu pamatskola",52.74%
"Krustpils novads","Krustpils pamatskola",35.84%
"Krustpils novads","Mežāres pamatskola",47.67%
"Krustpils novads","Vīpes pamatskola",47.26%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",58.52%
"Kuldīgas novads","Kuldīgas pamatskola",42.47%
"Kuldīgas novads","Kuldīgas 2. vidusskola",33.97%
"Kuldīgas novads","Kuldīgas Centra vidusskola",49.07%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",44.15%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",44.81%
"Kuldīgas novads","Kuldīgas Tehnoloģiju un tūrisma profesionālā vidusskola",28.80%
"Kuldīgas novads","Ēdoles pamatskola",46.00%
"Kuldīgas novads","Laidu pamatskola",44.00%
"Kuldīgas novads","Turlavas pamatskola",42.56%
"Kuldīgas novads","Vārmes pamatskola",52.00%
"Kuldīgas novads","Vilgāles pamatskola",33.89%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",45.19%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",61.80%
"Ķeguma novads","Birzgales pamatskola",48.72%
"Ķekavas novads","Baložu vidusskola",32.13%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",74.67%
"Ķekavas novads","Daugmales pamatskola",48.33%
"Ķekavas novads","Ķekavas vidusskola",46.78%
"Lielvārdes novads","Kaibalas pamatskola",27.50%
"Lielvārdes novads","Lielvārdes pamatskola",40.98%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",53.18%
"Lielvārdes novads","Lēdmanes pamatskola",50.13%
"Lielvārdes novads","Jumpravas vidusskola",42.00%
"Liepājas pilsēta","Liepājas 3. pamatskola",51.98%
"Liepājas pilsēta","Liepājas internātpamatskola",43.85%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",53.04%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",44.73%
"Liepājas pilsēta","Liepājas 15. vidusskola",37.37%
"Liepājas pilsēta","Liepājas 8. vidusskola",54.27%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",45.29%
"Liepājas pilsēta","Liepājas 7. vidusskola",52.43%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",63.80%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",58.06%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",39.89%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",57.42%
"Limbažu novads","Limbažu 1. vidusskola",42.64%
"Limbažu novads","Limbažu 2. vidusskola",17.60%
"Limbažu novads","Limbažu 3. vidusskola",56.17%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",20.89%
"Limbažu novads","Limbažu Profesionālā vidusskola",34.83%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",54.53%
"Limbažu novads","Friča Bārdas Pociema pamatskola",34.44%
"Limbažu novads","Lādezera pamatskola",35.56%
"Limbažu novads","Pāles pamatskola",32.15%
"Limbažu novads","Umurgas pamatskola",54.67%
"Limbažu novads","Vidrižu pamatskola",40.94%
"Līvānu novads","Līvānu 1. vidusskola",59.53%
"Līvānu novads","Līvānu 2. vidusskola",46.67%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",26.93%
"Līvānu novads","Jaunsilavas pamatskola",45.96%
"Līvānu novads","Jersikas pamatskola",63.00%
"Līvānu novads","Rožupes pamatskola",52.19%
"Līvānu novads","Sutru pamatskola",40.44%
"Līvānu novads","Rudzātu vidusskola",69.73%
"Lubānas novads","Lubānas vidusskola",40.89%
"Lubānas novads","Meirānu Kalpaka pamatskola",39.24%
"Ludzas novads","Ludzas 2. vidusskola",59.57%
"Ludzas novads","Ludzas novada vakara vidusskola",37.67%
"Ludzas novads","Ludzas pilsētas ģimnāzija",62.44%
"Ludzas novads","Nirzas pamatskola",37.09%
"Ludzas novads","Ņukšu pamatskola",44.00%
"Ludzas novads","Pildas pamatskola",46.48%
"Ludzas novads","Istras vidusskola",60.93%
"Madonas novads","Madonas pilsētas 1. vidusskola",48.75%
"Madonas novads","Madonas pilsētas 2. vidusskola",36.81%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",21.22%
"Madonas novads","Madonas Valsts ģimnāzija",74.71%
"Madonas novads","Barkavas pamatskola",63.83%
"Madonas novads","Bērzaunes pamatskola",42.92%
"Madonas novads","Degumnieku pamatskola",47.08%
"Madonas novads","Dzelzavas pamatskola",56.51%
"Madonas novads","Kalsnavas pamatskola",41.21%
"Madonas novads","Kusas pamatskola",57.81%
"Madonas novads","Lazdonas pamatskola",31.43%
"Madonas novads","Liezēres pamatskola",59.84%
"Madonas novads","Mārcienas pamatskola",31.33%
"Madonas novads","Mētrienas pamatskola",50.17%
"Madonas novads","Praulienas pamatskola",52.55%
"Madonas novads","Sarkaņu pamatskola",55.50%
"Madonas novads","Vestienas pamatskola",42.00%
"Madonas novads","Ļaudonas vidusskola",42.56%
"Madonas novads","Barkavas arodvidusskola",33.10%
"Mazsalacas novads","Mazsalacas vidusskola",39.19%
"Mālpils novads","Mālpils internātpamatskola",25.82%
"Mālpils novads","Sidgundas pamatskola",45.22%
"Mālpils novads","Mālpils vidusskola",48.69%
"Mārupes novads","Mārupes vidusskola",49.00%
"Naukšēnu novads","Naukšēnu vidusskola",38.03%
"Naukšēnu novads","Sociālās korekcijas izglītības iestāde ""Naukšēni""",41.33%
"Neretas novads","Mazzalves pamatskola",33.33%
"Neretas novads","Sproģu pamatskola",39.62%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",42.26%
"Nīcas novads","Rudes pamatskola",49.58%
"Nīcas novads","Nīcas vidusskola",53.93%
"Ogres novads","Ogres Sv. Meinarda katoļu pamatskola",42.00%
"Ogres novads","Jaunogres vidusskola",57.98%
"Ogres novads","Mazozolu pamatskola",41.63%
"Ogres novads","Ogresgala pamatskola",37.92%
"Olaines novads","Olaines 2. vidusskola",40.21%
"Olaines novads","Olaines 1. vidusskola",48.54%
"Ozolnieku novads","Garozas pamatskola",54.81%
"Ozolnieku novads","Salgales pamatskola",37.78%
"Ozolnieku novads","Teteles pamatskola",55.07%
"Ozolnieku novads","Ozolnieku vidusskola",44.40%
"Pāvilostas novads","Pāvilostas vidusskola",55.65%
"Pāvilostas novads","Vērgales pamatskola",53.42%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",50.65%
"Preiļu novads","Preiļu 1. pamatskola",52.50%
"Preiļu novads","Preiļu 2. vidusskola",53.11%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",33.67%
"Preiļu novads","Aizkalnes pamatskola",41.50%
"Preiļu novads","Pelēču pamatskola",58.42%
"Preiļu novads","Priekuļu pamatskola",55.26%
"Preiļu novads","Salas pamatskola",46.83%
"Priekules novads","Priekules vidusskola",46.74%
"Priekules novads","Gramzdas pamatskola",38.33%
"Priekules novads","Kalētu pamatskola",60.00%
"Priekules novads","Krotes Kronvalda Ata pamatskola",43.85%
"Priekules novads","Virgas pamatskola",29.33%
"Rēzeknes novads","Gaigalavas pamatskola",46.03%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",67.67%
"Rēzeknes novads","Rēznas pamatskola",60.00%
"Rēzeknes novads","Maltas 2. vidusskola",40.95%
"Rēzeknes novads","Feimaņu pamatskola",43.00%
"Rēzeknes novads","Jaunstrūžānu pamatskola",56.72%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",34.32%
"Rēzeknes novads","Verēmu pamatskola",54.46%
"Rēzeknes novads","Dricānu vidusskola",46.89%
"Rēzeknes novads","Makašānu Amatu vidusskola",44.63%
"Rēzeknes novads","Maltas 1. vidusskola",40.05%
"Rēzeknes novads","Nautrēnu vidusskola",50.44%
"Rēzeknes novads","Audriņu vidusskola",52.89%
"Rēzeknes novads","Maltas 2.vidusskolas filiāle",50.00%
"Rēzeknes novads","Tiskādu vidusskola",50.94%
"Rēzeknes novads","Kaunatas vidusskola",40.29%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",57.38%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",54.95%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",60.17%
"Rēzeknes pilsēta","Rēzeknes poļu vidusskola",54.91%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",66.07%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",71.22%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",49.78%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",57.33%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",40.59%
"Riebiņu novads","Dravnieku pamatskola",62.89%
"Riebiņu novads","Galēnu pamatskola",32.89%
"Riebiņu novads","Rušonas pamatskola",50.37%
"Riebiņu novads","Silajāņu pamatskola",39.81%
"Riebiņu novads","Riebiņu vidusskola",60.07%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",40.17%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",60.76%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",61.78%
"Rīgas pilsēta (Centra raj.)","Rīgas pilsētas 3. ģimnāzija",67.37%
"Rīgas pilsēta (Centra raj.)","Rīgas 99. vidusskola",39.87%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",61.33%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",57.70%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",59.84%
"Rīgas pilsēta (Centra raj.)","Rīgas M. Lomonosova krievu vidusskola",56.00%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",31.89%
"Rīgas pilsēta (Centra raj.)","Natālijas Draudziņas ģimnāzija",41.94%
"Rīgas pilsēta (Centra raj.)","Privātā Rīgas Tehnolingvistiskā ģimnāzija",68.53%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",94.13%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",44.57%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",34.46%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",48.12%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",40.93%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",37.52%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",55.53%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Doma kora skola",61.26%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",44.31%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",52.18%
