"Novads","Skola","Kopvērtējums"
"Garkalnes novads","Garkalnes vidusskola",55.25%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",60.06%
"Grobiņas novads","Grobiņas vidusskola",62.41%
"Grobiņas novads","Bārtas pamatskola",52.55%
"Grobiņas novads","Gaviezes pamatskola",72.67%
"Grobiņas novads","Kapsēdes pamatskola",58.18%
"Gulbenes novads","Gulbenes 2. vidusskola",59.08%
"Gulbenes novads","Gulbenes vidusskola",46.26%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",40.17%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",65.86%
"Gulbenes novads","Daukstes pamatskola",76.43%
"Gulbenes novads","Druvienas pamatskola",58.13%
"Gulbenes novads","Galgauskas pamatskola",47.83%
"Gulbenes novads","K. Valdemāra pamatskola",59.08%
"Gulbenes novads","Litenes pamatskola",66.38%
"Gulbenes novads","Ozolkalna pamatskola",50.38%
"Gulbenes novads","Rankas pamatskola",68.78%
"Gulbenes novads","Stāķu pamatskola",56.64%
"Gulbenes novads","Stāmerienas pamatskola",63.53%
"Gulbenes novads","Tirzas pamatskola",62.73%
"Gulbenes novads","Gulbīša vidusskola",56.56%
"Gulbenes novads","Lejasciema vidusskola",77.54%
"Gulbenes novads","Lizuma vidusskola",55.56%
"Gulbenes novads","Rankas arodvidusskola",48.50%
"Iecavas novads","Dzimtmisas pamatskola",66.88%
"Iecavas novads","Iecavas vidusskola",60.71%
"Iecavas novads","Iecavas internātpamatskola",44.00%
"Ikšķiles novads","Ikšķiles vidusskola",65.60%
"Ikšķiles novads","Tīnūžu pamatskola",51.27%
"Ilūkstes novads","Subates pamatskola",49.67%
"Ilūkstes novads","Ilūkstes 1. vidusskola",72.02%
"Ilūkstes novads","Ilūkstes Sadraudzības vidusskola",67.94%
"Ilūkstes novads","Eglaines pamatskola (Ilūkstes)",54.33%
"Ilūkstes novads","Bebrenes vidusskola",67.63%
"Inčukalna novads","Vangažu vidusskola",52.57%
"Inčukalna novads","Inčukalna pamatskola",51.89%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",67.50%
"Jaunjelgavas novads","Daudzeses pamatskola",71.67%
"Jaunjelgavas novads","Seces pagasta pamatskola",56.41%
"Jaunjelgavas novads","Sunākstes pamatskola",57.83%
"Jaunpiebalgas novads","Piebalgas pamatskola",37.18%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",45.42%
"Jaunpils novads","Jaunpils vidusskola",56.79%
"Jelgavas novads","Kalnciema pagasta vidusskola",58.18%
"Jelgavas novads","Aizupes pamatskola",56.18%
"Jelgavas novads","Sesavas pamatskola",59.64%
"Jelgavas novads","Svētes pamatskola",62.31%
"Jelgavas novads","Šķibes pamatskola",61.56%
"Jelgavas novads","Vilces pamatskola",41.38%
"Jelgavas novads","Zaļenieku pamatskola",60.09%
"Jelgavas novads","Kalnciema vidusskola",55.69%
"Jelgavas novads","Līvbērzes vidusskola",64.60%
"Jelgavas novads","Platones pamatskola",45.80%
"Jelgavas novads","Staļģenes vidusskola",55.56%
"Jelgavas novads","Vircavas vidusskola",40.56%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts",48.00%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts",39.38%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",60.67%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",71.11%
"Jelgavas pilsēta","Jelgavas 5. vidusskola",55.74%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",57.82%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",48.96%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",63.22%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",65.85%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",59.56%
"Jelgavas pilsēta","Jelgavas speciālā internātpamatskola",72.75%
"Jēkabpils novads","Ābeļu pamatskola",66.33%
"Jēkabpils novads","Bērzgala pamatskola",75.71%
"Jēkabpils novads","Dignājas pamatskola",47.64%
"Jēkabpils novads","Dunavas pamatskola",55.40%
"Jēkabpils novads","Rubenes pamatskola",66.62%
"Jēkabpils novads","Zasas vidusskola",71.54%
"Jēkabpils pilsēta","Krustpils pamatskola",69.47%
"Jēkabpils pilsēta","Jēkabpils Poļu pamatskola",66.00%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",56.79%
"Jēkabpils pilsēta","Jēkabpils 2. vidusskola",57.76%
"Jēkabpils pilsēta","Jēkabpils vakara vidusskola",61.77%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",72.18%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",72.35%
"Jūrmalas pilsēta","Majoru pamatskola",63.14%
"Jūrmalas pilsēta","Slokas pamatskola",54.61%
"Jūrmalas pilsēta","Vaivaru pamatskola",58.63%
"Jūrmalas pilsēta","Ķemeru vidusskola",61.62%
"Jūrmalas pilsēta","Pumpuru vidusskola",58.93%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",54.19%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",58.70%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",50.16%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",77.00%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",49.71%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",61.06%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",54.71%
"Kandavas novads","Kandavas internātvidusskola",56.61%
"Kandavas novads","Cēres pamatskola",65.18%
"Kandavas novads","Kandavas novada Zantes pamatskola",59.57%
"Kandavas novads","Vānes pamatskola",65.25%
"Kandavas novads","Zemītes pamatskola",50.73%
"Kārsavas novads","Kārsavas vidusskola",59.23%
"Kārsavas novads","Salnavas pamatskola",79.90%
"Kokneses novads","Bebru pamatskola",71.42%
"Kokneses novads","Pērses pamatskola",54.25%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",59.98%
"Kokneses novads","Bebru vispārizglītojošā internātpamatskola",71.58%
"Krāslavas novads","Krāslavas pamatskola",57.63%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",69.00%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",54.39%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",66.33%
"Krāslavas novads","Aulejas pamatskola",64.67%
"Krāslavas novads","Izvaltas pamatskola",58.14%
"Krāslavas novads","Skaistas pamatskola",68.29%
"Krāslavas novads","Kalniešu pamatskola",56.43%
"Krāslavas novads","Robežnieku pamatskola",53.44%
"Krāslavas novads","Indras vidusskola",52.43%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",60.29%
"Krimuldas novads","Turaidas pamatskola",61.40%
"Krimuldas novads","Krimuldas vidusskola",65.27%
"Krustpils novads","Liepenes pamatskola",55.00%
"Krustpils novads","Sūnu pamatskola",69.00%
"Krustpils novads","Mežāres pamatskola",70.89%
"Krustpils novads","Vīpes pamatskola",56.56%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",59.63%
"Kuldīgas novads","Kuldīgas pamatskola",47.19%
"Kuldīgas novads","Kuldīgas 2. vidusskola",49.35%
"Kuldīgas novads","Kuldīgas Centra vidusskola",56.28%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",55.80%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",50.45%
"Kuldīgas novads","Ēdoles pamatskola",57.70%
"Kuldīgas novads","Laidu pamatskola",62.25%
"Kuldīgas novads","Turlavas pamatskola",50.75%
"Kuldīgas novads","Vārmes pamatskola",70.45%
"Kuldīgas novads","Vilgāles pamatskola",58.88%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",60.92%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",74.06%
"Ķeguma novads","Birzgales pamatskola",53.77%
"Ķekavas novads","Baložu vidusskola",71.20%
"Ķekavas novads","Ķekavas vidusskola",53.54%
"Lielvārdes novads","Jumpravas vidusskola",60.00%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",67.29%
"Liepājas pilsēta","Liepājas 3. pamatskola",60.14%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",66.31%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",58.21%
"Liepājas pilsēta","Liepājas 15. vidusskola",56.09%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",58.97%
"Liepājas pilsēta","Liepājas 7. vidusskola",58.75%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",63.24%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",56.33%
"Liepājas pilsēta","Liepājas 8. vidusskola",65.37%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",54.05%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",68.85%
"Liepājas pilsēta","Liepājas Valsts tehnikums",53.75%
"Liepājas pilsēta","Liepājas internātpamatskola",51.70%
"Līgatnes novads","Līgatnes novada vidusskola",53.89%
"Līvānu novads","Līvānu 1. vidusskola",68.06%
"Līvānu novads","Līvānu 2. vidusskola",59.06%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",56.00%
"Līvānu novads","Jaunsilavas pamatskola",59.43%
"Līvānu novads","Jersikas pamatskola",56.50%
"Līvānu novads","Rožupes pamatskola",63.86%
"Līvānu novads","Sutru pamatskola",81.00%
"Līvānu novads","Rudzātu vidusskola",76.30%
"Lubānas novads","Lubānas vidusskola",62.18%
"Lubānas novads","Meirānu Kalpaka pamatskola",33.78%
"Ludzas novads","Ludzas 2. vidusskola",64.13%
"Ludzas novads","Ludzas novada vakara vidusskola",36.60%
"Ludzas novads","Ludzas pilsētas ģimnāzija",60.55%
"Ludzas novads","Nirzas pamatskola",58.00%
"Ludzas novads","Ņukšu pamatskola",58.60%
"Ludzas novads","Pildas pamatskola",52.33%
"Ludzas novads","Istras vidusskola",48.78%
"Madonas novads","Madonas pilsētas 1. vidusskola",59.33%
"Madonas novads","Madonas pilsētas 2. vidusskola",54.72%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",48.50%
"Madonas novads","Madonas Valsts ģimnāzija",73.32%
"Madonas novads","Barkavas pamatskola",63.78%
"Madonas novads","Bērzaunes pamatskola",49.30%
"Madonas novads","Degumnieku pamatskola",64.20%
"Madonas novads","Dzelzavas pamatskola",63.19%
"Madonas novads","Kalsnavas pamatskola",56.00%
"Madonas novads","Liezēres pamatskola",62.67%
"Madonas novads","Mārcienas pamatskola",51.43%
"Madonas novads","Praulienas pamatskola",69.50%
"Madonas novads","Sarkaņu pamatskola",44.50%
"Madonas novads","Vestienas pamatskola",58.17%
"Madonas novads","Ļaudonas vidusskola",57.77%
"Madonas novads","Barkavas arodvidusskola",55.00%
"Mazsalacas novads","Mazsalacas vidusskola",62.07%
"Mālpils novads","Mālpils vidusskola",61.57%
"Mālpils novads","Mālpils internātpamatskola",57.46%
"Mālpils novads","Sidgundas pamatskola",66.11%
"Mārupes novads","Mārupes pamatskola",69.94%
"Mārupes novads","Mārupes vidusskola",55.60%
"Naukšēnu novads","Naukšēnu novada vidusskola",56.67%
"Neretas novads","Mazzalves pamatskola",54.40%
"Neretas novads","Sproģu pamatskola",68.43%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",55.71%
"Ogres novads","Ogres Sv. Meinarda katoļu pamatskola",63.00%
"Ogres novads","Ogres 1. vidusskola",61.97%
"Ogres novads","Ogres Vakara vidusskola",49.53%
"Ogres novads","Ogres Valsts ģimnāzija",68.56%
"Ogres novads","Krapes pamatskola",48.00%
"Ogres novads","Ķeipenes pamatskola",76.69%
"Ogres novads","Lauberes pamatskola",45.67%
"Ogres novads","Mazozolu pamatskola",72.00%
"Ogres novads","Meņģeles pamatskola",51.00%
"Ogres novads","Ogresgala pamatskola",58.60%
"Ogres novads","Madlienas vidusskola",66.11%
"Ogres novads","Suntažu vidusskola",62.76%
"Ogres novads","Taurupes vidusskola",50.63%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",59.86%
"Olaines novads","Olaines 2. vidusskola",63.14%
"Olaines novads","Olaines 1. vidusskolaOlaines 1. vidusskola",54.92%
"Ozolnieku novads","Garozas pamatskola",55.87%
"Ozolnieku novads","Salgales pamatskola",52.00%
"Ozolnieku novads","Teteles pamatskola",55.56%
"Ozolnieku novads","Ozolnieku vidusskola",54.93%
"Pārgaujas novads","Straupes pamatskola",58.00%
"Pārgaujas novads","Stalbes vidusskola",56.20%
"Pārgaujas novads","Raiskuma speciālā internātpamatskola – rehabilitācijas centrs",79.00%
"Pāvilostas novads","Pāvilostas vidusskola",67.65%
"Pāvilostas novads","Vērgales pamatskola",56.30%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",57.93%
"Preiļu novads","Preiļu 1. pamatskola",64.26%
"Preiļu novads","Preiļu 2. vidusskola",78.35%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",37.86%
"Preiļu novads","Pelēču pamatskola",45.00%
"Preiļu novads","Priekuļu pamatskola",76.11%
"Preiļu novads","Salas pamatskola",59.00%
"Priekules novads","Gramzdas pamatskola",71.20%
"Priekules novads","Kalētu pamatskola",49.43%
"Priekules novads","Krotes Kronvalda Ata pamatskola",53.27%
"Priekules novads","Virgas pamatskola",51.50%
"Priekuļu novads","Liepas pamatskola",49.06%
"Priekuļu novads","Priekuļu vidusskola",60.03%
"Raunas novads","Raunas vidusskola",59.81%
"Rēzeknes novads","Kruķu pamatskola",67.00%
"Rēzeknes novads","Rikavas pamatskola",40.33%
"Rēzeknes novads","Gaigalavas pamatskola",54.08%
"Rēzeknes novads","Jaunstrūžānu pamatskola",61.00%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",69.40%
"Rēzeknes novads","Rēznas pamatskola",57.23%
"Rēzeknes novads","Feimaņu pamatskola",46.00%
"Rēzeknes novads","Verēmu pamatskola",74.29%
"Rēzeknes novads","Dricānu vidusskola",54.50%
"Rēzeknes novads","Makašānu Amatu vidusskola",58.93%
"Rēzeknes novads","Maltas 1. vidusskola",56.97%
"Rēzeknes novads","Nautrēnu vidusskola",72.27%
"Rēzeknes novads","Tiskādu vidusskola",74.25%
"Rēzeknes novads","Kaunatas vidusskola",56.48%
"Rēzeknes novads","Maltas 2. vidusskola",62.90%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",70.08%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",65.76%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",61.24%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",68.07%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",66.23%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",70.04%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",58.62%
"Riebiņu novads","Dravnieku pamatskola",67.75%
"Riebiņu novads","Galēnu pamatskola",67.11%
"Riebiņu novads","Rušonas pamatskola",56.00%
"Riebiņu novads","Sīļukalna pamatskola",78.56%
"Riebiņu novads","Riebiņu vidusskola",61.64%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",73.14%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",69.55%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",73.95%
"Rīgas pilsēta (Centra raj.)","Rīgas 99. vidusskola",49.07%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",67.01%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",65.68%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",69.13%
"Rīgas pilsēta (Centra raj.)","Rīgas M. Lomonosova krievu vidusskola",61.00%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",46.77%
"Rīgas pilsēta (Centra raj.)","Natālijas Draudziņas ģimnāzija",57.47%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",77.81%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",66.28%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",53.62%
"Rīgas pilsēta (Latgales priekšp.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",59.76%
"Rīgas pilsēta (Latgales priekšp.)","Privātā pamatskola ""Maksima""",69.33%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Baltkrievu pamatskola",68.89%
"Rīgas pilsēta (Latgales priekšp.)","Kārļa Videnieka Rīgas 77. vidusskola",55.89%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",65.24%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",66.84%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 62. vidusskola",67.46%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",61.41%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",55.56%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",66.04%
"Rīgas pilsēta (Latgales priekšp.)","SIA „Rīgas Tālmācības vidusskola”",48.11%
"Rīgas pilsēta (Latgales priekšp.)","Habad Ebreju privātā vidusskola",74.13%
"Rīgas pilsēta (Latgales priekšp.)","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",67.09%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",57.40%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",53.86%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",74.29%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",73.03%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 72. vidusskola",66.91%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",52.67%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 86. vidusskola",68.50%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",61.55%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 92. vidusskola",51.41%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Krievu vidusskola",50.75%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola",66.69%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Universālā vidusskola",68.31%
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""Laisma""",62.67%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ukraiņu vidusskola",85.33%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",45.96%
"Rīgas pilsēta (Latgales priekšp.)","Humanitārā privātģimnāzija",55.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",58.79%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 3. arodskola",55.88%
