"Novads","Skola","Kopvērtējums"
"Ciblas novads","Pušmucovas pamatskola",52.33%
"Dagdas novads","Šķaunes pamatskola",56.00%
"Dagdas novads","Andrupenes pamatskola",56.44%
"Dagdas novads","Andzeļu pamatskola",47.26%
"Dagdas novads","Asūnes pamatskola",70.33%
"Dagdas novads","Ezernieku vidusskola",53.78%
"Dagdas novads","Dagdas vidusskola",51.80%
"Daugavpils novads","Naujenes pamatskola",44.73%
"Daugavpils novads","Nīcgales pamatskola",50.00%
"Daugavpils novads","Skrudalienas pamatskola",60.67%
"Daugavpils novads","Biķernieku pamatskola",62.86%
"Daugavpils novads","Birznieku pamatskola",41.33%
"Daugavpils novads","Randenes pamatskola",68.95%
"Daugavpils novads","Tabores pamatskola",54.40%
"Daugavpils novads","Kalupes pamatskola",50.22%
"Daugavpils novads","Lāču pamatskola",45.94%
"Daugavpils novads","Vaboles vidusskola",61.45%
"Daugavpils novads","Zemgales vidusskola (Daugavpils nov.)",53.16%
"Daugavpils pilsēta","Daugavpils Vienības pamatskola",56.26%
"Daugavpils pilsēta","Daugavpils 11. pamatskola",36.61%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",72.93%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",55.67%
"Daugavpils pilsēta","Daugavpils 10. vidusskola",56.48%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",58.67%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",78.13%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",57.02%
"Daugavpils pilsēta","Daugavpils Centra vidusskola",60.23%
"Daugavpils pilsēta","Daugavpils 13. vidusskola",60.99%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",59.13%
"Daugavpils pilsēta","Daugavpils 17. vidusskola",44.58%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",66.04%
"Daugavpils pilsēta","Daugavpils 9. vidusskola",62.42%
"Daugavpils pilsēta","J.Pilsudska Daugavpils valsts poļu ģimnāzija",79.08%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",75.31%
"Daugavpils pilsēta","Daugavpils Celtnieku profesionālā vidusskola",35.14%
"Daugavpils pilsēta","Daugavpils Mūzikas vidusskola",72.53%
"Daugavpils pilsēta","Daugavpils Valsts tehnikums",32.44%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",47.71%
"Dobeles novads","Dobeles Kristīgā pamatskola",53.67%
"Dobeles novads","Bikstu pamatskola",67.88%
"Dobeles novads","Gardenes pamatskola",27.83%
"Dobeles novads","Krimūnu pamatskola",45.87%
"Dobeles novads","Naudītes pamatskola",34.00%
"Dobeles novads","Penkules pamatskola",41.93%
"Dobeles novads","Annenieku pamatskola",39.41%
"Dobeles novads","Lejasstrazdu pamatskola",37.07%
"Dobeles novads","Dobeles 1. vidusskola",39.56%
"Dobeles novads","Dobeles Valsts ģimnāzija",70.81%
"Dobeles novads","Dobeles Amatniecības un vispārizglītojošā vidusskola",43.67%
"Dobeles novads","Apguldes Profesionālā vidusskola",38.67%
"Dundagas novads","Kolkas pamatskola",48.11%
"Dundagas novads","Dundagas vidusskola",49.01%
"Durbes novads","Ata Kronvalda Durbes vidusskola",53.67%
"Engures novads","Lapmežciema pamatskola",55.38%
"Engures novads","Smārdes pamatskola",56.62%
"Engures novads","Engures vidusskola",52.83%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",59.78%
"Ērgļu novads","Ērgļu vidusskola",53.14%
"Garkalnes novads","Garkalnes vidusskola",71.85%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",46.48%
"Grobiņas novads","Bārtas pamatskola",49.09%
"Grobiņas novads","Gaviezes pamatskola",41.63%
"Grobiņas novads","Kapsēdes pamatskola",44.57%
"Grobiņas novads","Grobiņas pamatskola",54.35%
"Grobiņas novads","Grobiņas ģimnāzija",71.25%
"Gulbenes novads","Daukstes pamatskola",45.73%
"Gulbenes novads","Druvienas pamatskola",74.40%
"Gulbenes novads","Galgauskas pamatskola",33.19%
"Gulbenes novads","K. Valdemāra pamatskola",34.10%
"Gulbenes novads","Litenes pamatskola",72.57%
"Gulbenes novads","Rankas pamatskola",45.52%
"Gulbenes novads","Stāķu pamatskola",54.91%
"Gulbenes novads","Stāmerienas pamatskola",42.55%
"Gulbenes novads","Tirzas pamatskola",45.45%
"Gulbenes novads","Gulbenes 2. vidusskola",52.00%
"Gulbenes novads","Gulbenes vidusskola",52.86%
"Gulbenes novads","Gulbīša vidusskola",40.97%
"Gulbenes novads","Lejasciema vidusskola",53.50%
"Gulbenes novads","Lizuma vidusskola",49.89%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",41.33%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",62.10%
"Gulbenes novads","Rankas Profesionālā vidusskola",24.67%
"Iecavas novads","Dzimtmisas pamatskola",47.47%
"Iecavas novads","Iecavas vidusskola",53.15%
"Iecavas novads","Iecavas internātpamatskola",39.85%
"Ikšķiles novads","Tīnūžu pamatskola",66.58%
"Ikšķiles novads","Ikšķiles vidusskola",54.86%
"Ilūkstes novads","Subates pamatskola",47.20%
"Ilūkstes novads","Eglaines pamatskola",57.17%
"Ilūkstes novads","Ilūkstes 1. vidusskola",63.61%
"Ilūkstes novads","Bebrenes vidusskola",79.67%
"Ilūkstes novads","Ilūkstes Sadraudzības vidusskola",51.85%
"Inčukalna novads","Inčukalna pamatskola",55.56%
"Inčukalna novads","Vangažu vidusskola",50.48%
"Jaunjelgavas novads","Daudzeses pamatskola",44.44%
"Jaunjelgavas novads","Seces pagasta pamatskola",47.64%
"Jaunjelgavas novads","Sunākstes pamatskola",13.33%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",67.73%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",56.86%
"Jaunpils novads","Jaunpils vidusskola",50.42%
"Jelgavas novads","Platones pamatskola",50.00%
"Jelgavas novads","Aizupes pamatskola",48.35%
"Jelgavas novads","Sesavas pamatskola",52.00%
"Jelgavas novads","Svētes pamatskola",42.67%
"Jelgavas novads","Vilces pamatskola",31.83%
"Jelgavas novads","Zaļenieku pamatskola",53.24%
"Jelgavas novads","Šķibes pamatskola",44.33%
"Jelgavas novads","Elejas vidusskola",58.00%
"Jelgavas novads","Kalnciema vidusskola",53.11%
"Jelgavas novads","Līvbērzes vidusskola",47.05%
"Jelgavas novads","Staļģenes vidusskola",47.86%
"Jelgavas novads","Vircavas vidusskola",41.73%
"Jelgavas novads","Kalnciema pagasta vidusskola",43.33%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",16.00%
"Jelgavas pilsēta","Jelgavas 2. pamatskola",57.93%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",46.69%
"Jelgavas pilsēta","Jelgavas 5. vidusskola",63.24%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",57.38%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",36.48%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",48.05%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",65.96%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",51.16%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",38.98%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",67.20%
"Jēkabpils novads","Ābeļu pamatskola",45.14%
"Jēkabpils novads","Bērzgala pamatskola",57.78%
"Jēkabpils novads","Dignājas pamatskola",44.83%
"Jēkabpils novads","Dunavas pamatskola",40.00%
"Jēkabpils novads","Rubeņu pamatskola",50.52%
"Jēkabpils novads","Zasas vidusskola",43.90%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",49.21%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",54.28%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",65.44%
"Jūrmalas pilsēta","Slokas pamatskola",53.97%
"Jūrmalas pilsēta","Vaivaru pamatskola",43.88%
"Jūrmalas pilsēta","Ķemeru vidusskola",68.00%
"Jūrmalas pilsēta","Pumpuru vidusskola",51.22%
"Jūrmalas pilsēta","Majoru vidusskola",56.69%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",52.33%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",46.76%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",47.93%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",45.58%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",36.89%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",45.58%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",65.04%
"Kandavas novads","Cēres pamatskola",46.86%
"Kandavas novads","Kandavas novada Zantes pamatskola",51.73%
"Kandavas novads","Zemītes pamatskola",54.13%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",57.69%
"Kandavas novads","Kandavas internātvidusskola",51.43%
"Kārsavas novads","Mērdzenes pamatskola",52.59%
"Kārsavas novads","Salnavas pamatskola",49.17%
"Kārsavas novads","Kārsavas vidusskola",60.97%
"Kokneses novads","Bebru pamatskola",38.33%
"Kokneses novads","Pērses pamatskola",44.00%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",56.32%
"Kokneses novads","Bebru internātvidusskola",55.41%
"Krāslavas novads","Krāslavas pamatskola",55.88%
"Krāslavas novads","Aulejas pamatskola",64.00%
"Krāslavas novads","Izvaltas pamatskola",39.33%
"Krāslavas novads","Robežnieku pamatskola",57.00%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",40.00%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",54.13%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",56.53%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",65.33%
"Krimuldas novads","Turaidas pamatskola",29.52%
"Krimuldas novads","Krimuldas vidusskola",65.75%
"Krustpils novads","Krustpils pamatskola",49.97%
"Krustpils novads","Liepenes pamatskola",57.33%
"Krustpils novads","Sūnu pamatskola",47.78%
"Krustpils novads","Mežāres pamatskola",39.24%
"Krustpils novads","Vīpes pamatskola",53.78%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",66.67%
"Kuldīgas novads","Kuldīgas pamatskola",45.82%
"Kuldīgas novads","Ēdoles pamatskola",55.44%
"Kuldīgas novads","Laidu pamatskola",55.24%
"Kuldīgas novads","Turlavas pamatskola",47.60%
"Kuldīgas novads","Vārmes pamatskola",61.11%
"Kuldīgas novads","Vilgāles pamatskola",38.17%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",48.80%
"Kuldīgas novads","Kuldīgas 2. vidusskola",56.41%
"Kuldīgas novads","Kuldīgas Centra vidusskola",54.83%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",49.33%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",60.61%
"Ķeguma novads","Birzgales pamatskola",42.48%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",51.05%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",79.43%
"Ķekavas novads","Baložu vidusskola",54.73%
"Lielvārdes novads","Lēdmanes pamatskola",51.07%
"Lielvārdes novads","Lielvārdes pamatskola",49.25%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",56.75%
"Lielvārdes novads","Jumpravas vidusskola",44.82%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",54.48%
"Liepājas pilsēta","Liepājas 3. pamatskola",54.16%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",60.89%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",54.32%
"Liepājas pilsēta","Liepājas 15. vidusskola",45.93%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",47.76%
"Liepājas pilsēta","Liepājas 7. vidusskola",57.47%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",70.67%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",58.29%
"Liepājas pilsēta","Liepājas 8. vidusskola",56.47%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",44.73%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",65.86%
"Liepājas pilsēta","Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",41.65%
"Liepājas pilsēta","Liepājas internātpamatskola",35.62%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",64.53%
"Limbažu novads","Lādezera pamatskola",59.05%
"Limbažu novads","Pāles pamatskola",41.00%
"Limbažu novads","Umurgas pamatskola",59.50%
"Limbažu novads","Vidrižu pamatskola",43.88%
"Limbažu novads","Limbažu 3. vidusskola",58.46%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",27.78%
"Limbažu novads","Limbažu novada ģimnāzija",67.17%
"Limbažu novads","Limbažu Profesionālā vidusskola",35.11%
"Līgatnes novads","Līgatnes novada vidusskola",54.71%
"Līvānu novads","Jaunsilavas pamatskola",53.04%
"Līvānu novads","Jersikas pamatskola",46.96%
"Līvānu novads","Rožupes pamatskola",42.53%
"Līvānu novads","Sutru pamatskola",56.00%
"Līvānu novads","Līvānu 1. vidusskola",65.18%
"Līvānu novads","Rudzātu vidusskola",74.67%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",50.40%
"Lubānas novads","Meirānu Kalpaka pamatskola",38.83%
"Lubānas novads","Lubānas vidusskola",45.09%
"Ludzas novads","Nirzas pamatskola",51.33%
"Ludzas novads","Pildas pamatskola",48.44%
"Ludzas novads","Ludzas 2. vidusskola",62.44%
"Ludzas novads","Istras vidusskola",45.45%
"Ludzas novads","Ludzas pilsētas ģimnāzija",54.64%
"Madonas novads","Barkavas pamatskola",60.00%
"Madonas novads","Bērzaunes pamatskola",46.52%
"Madonas novads","Degumnieku pamatskola",57.90%
"Madonas novads","Dzelzavas pamatskola",57.26%
"Madonas novads","Kalsnavas pamatskola",43.11%
"Madonas novads","Kristiāna Dāvida pamatskola",42.67%
"Madonas novads","Kusas pamatskola",48.00%
"Madonas novads","Lazdonas pamatskola",36.00%
"Madonas novads","Liezēres pamatskola",54.79%
"Madonas novads","Mārcienas pamatskola",45.56%
"Madonas novads","Mētrienas pamatskola",73.14%
"Madonas novads","Praulienas pamatskola",62.05%
"Madonas novads","Sarkaņu pamatskola",48.00%
"Madonas novads","Vestienas pamatskola",53.48%
"Madonas novads","Madonas pilsētas 1. vidusskola",57.53%
"Madonas novads","Andreja Eglīša Ļaudonas vidusskola",51.76%
"Madonas novads","Madonas pilsētas 2. vidusskola",50.90%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",26.48%
"Madonas novads","Madonas Valsts ģimnāzija",73.05%
"Madonas novads","Barkavas Profesionālā vidusskola",27.67%
"Mazsalacas novads","Mazsalacas vidusskola",53.37%
"Mālpils novads","Sidgundas pamatskola",61.11%
"Mālpils novads","Mālpils vidusskola",56.67%
"Mālpils novads","Mālpils internātpamatskola",43.70%
"Mārupes novads","Mārupes pamatskola",37.87%
"Mārupes novads","Mārupes vidusskola",59.38%
"Naukšēnu novads","Naukšēnu novada vidusskola",52.41%
"Naukšēnu novads","Sociālās korekcijas izglītības iestāde ""Naukšēni""",33.56%
"Neretas novads","Mazzalves pamatskola",44.29%
"Neretas novads","Sproģu pamatskola",49.07%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",56.30%
"Nīcas novads","Nīcas vidusskola",53.47%
"Ogres novads","Ķeipenes pamatskola",55.27%
"Ogres novads","Ogresgala pamatskola",48.38%
"Ogres novads","Ogres 1. vidusskola",55.72%
"Ogres novads","Madlienas vidusskola",49.84%
"Ogres novads","Suntažu vidusskola",49.26%
"Ogres novads","Taurupes vidusskola",52.62%
"Ogres novads","Ogres 1.vidusskolas vakara un neklātienes nodaļa",35.83%
"Ogres novads","Ogres Valsts ģimnāzija",66.56%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",41.47%
"Olaines novads","Olaines 2. vidusskola",57.97%
"Olaines novads","Olaines 1. vidusskola",53.74%
"Ozolnieku novads","Garozas pamatskola",34.93%
"Ozolnieku novads","Teteles pamatskola",59.83%
"Ozolnieku novads","Ozolnieku vidusskola",59.23%
"Pārgaujas novads","Straupes pamatskola",57.17%
"Pārgaujas novads","Stalbes vidusskolas struktūrvienība",56.00%
"Pārgaujas novads","Stalbes vidusskola",47.00%
"Pāvilostas novads","Vērgales pamatskola",39.60%
"Pāvilostas novads","Pāvilostas vidusskola",51.41%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",58.19%
"Preiļu novads","Preiļu 1. pamatskola",55.70%
"Preiļu novads","Pelēču pamatskola",60.53%
"Preiļu novads","Priekuļu pamatskola",63.47%
"Preiļu novads","Salas pamatskola",62.00%
"Preiļu novads","Preiļu 2. vidusskola",46.57%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",39.81%
"Priekules novads","Gramzdas pamatskola",38.81%
"Priekules novads","Kalētu pamatskola",52.38%
"Priekules novads","Krotes Kronvalda Ata pamatskola",45.19%
"Priekules novads","Virgas pamatskola",41.00%
"Priekules novads","Priekules vidusskola",53.14%
"Priekuļu novads","Mārsnēnu pamatskola",56.80%
"Priekuļu novads","Liepas pamatskola",49.57%
"Priekuļu novads","Priekuļu vidusskola",43.39%
"Raunas novads","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",37.33%
"Raunas novads","Drustu pamatskola",46.00%
"Raunas novads","Raunas vidusskola",63.33%
"Rēzeknes novads","Bērzgales pamatskola",28.00%
"Rēzeknes novads","Gaigalavas pamatskola",59.43%
"Rēzeknes novads","Jaunstrūžānu pamatskola",45.50%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",56.22%
"Rēzeknes novads","Verēmu pamatskola",69.07%
"Rēzeknes novads","Audriņu pamatskola",53.93%
"Rēzeknes novads","Rikavas pamatskola",69.00%
"Rēzeknes novads","Zarečnajas pamatskola",63.33%
"Rēzeknes novads","Feimaņu pamatskola",61.04%
"Rēzeknes novads","Rēznas pamatskola",48.40%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",43.19%
"Rēzeknes novads","Dricānu vidusskola",48.50%
"Rēzeknes novads","Lūcijas Rancānes Makašānu Amatu vidusskola",49.33%
"Rēzeknes novads","Maltas 1. vidusskola",37.15%
"Rēzeknes novads","Nautrēnu vidusskola",49.42%
"Rēzeknes novads","Liepu pamatskola",54.48%
"Rēzeknes novads","Tiskādu vidusskola",51.90%
"Rēzeknes novads","Kaunatas vidusskola",45.28%
"Rēzeknes novads","Kruķu pamatskola",44.67%
"Rēzeknes novads","Maltas 2. vidusskola",45.90%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",59.05%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",50.16%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",50.33%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",62.11%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",55.51%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",58.26%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",62.67%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",48.00%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",60.83%
"Riebiņu novads","Dravnieku pamatskola",54.67%
"Riebiņu novads","Galēnu pamatskola",65.83%
"Riebiņu novads","Rušonas pamatskola",53.78%
"Riebiņu novads","Sīļukalna pamatskola",62.44%
"Riebiņu novads","Silajāņu pamatskola",52.00%
"Riebiņu novads","Riebiņu vidusskola",59.93%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",54.67%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",61.10%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",56.42%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",68.48%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",57.11%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",66.03%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",64.77%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",25.52%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",92.27%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",71.19%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",51.75%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",42.85%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",52.59%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",38.84%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",40.71%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",44.07%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",49.74%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",74.07%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",43.28%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",70.10%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",43.83%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",52.68%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",54.75%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",57.53%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Templum""",54.67%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",52.10%
