"Novads","Skola","Kopvērtējums"
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""INNOVA""",72.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",45.50%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",57.95%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",67.88%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 72. vidusskola",57.55%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",60.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 86. vidusskola",67.50%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",65.05%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola",68.26%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Universālā vidusskola",63.09%
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""Laisma""",80.17%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",50.32%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 92. vidusskola",53.92%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Krievu vidusskola",47.29%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ukraiņu vidusskola",70.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",49.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",73.03%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 3. arodskola",58.40%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola (š.cietums)",36.86%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lastādijas internātpamatskola",44.50%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",66.85%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",78.98%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",73.69%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",74.64%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",80.22%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 93. vidusskola",70.26%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Ezerkrastu vidusskola",60.77%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Hanzas vidusskola",74.33%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",76.91%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",78.26%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 60. vidusskola",73.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 63. vidusskola",52.48%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",68.30%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Purvciema vidusskola",74.77%
"Rīgas pilsēta (Vidzemes priekšp.)","Š. Dubnova Rīgas Ebreju vidusskola",72.11%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",81.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",81.70%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 21. vidusskola",65.19%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",69.40%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 89. vidusskola",71.13%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Itas Kozakēvičas Poļu vidusskola",60.82%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",55.91%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Klasiskā ģimnāzija",78.91%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",64.00%
"Rīgas pilsēta (Zemgales priekšp.)","Friča Brīvzemnieka pamatskola",74.07%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Pārdaugavas pamatskola",51.07%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Igauņu pamatskola",83.18%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",61.72%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 53. vidusskola",55.47%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 61. vidusskola",51.71%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 95. vidusskola",66.44%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",74.21%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",86.53%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",73.70%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Zolitūdes ģimnāzija",76.70%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Doma kora skola",76.74%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Mūzikas internātvidusskola",66.33%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 7. pamatskola",71.75%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",67.75%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",66.80%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",75.13%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",77.11%
"Rīgas pilsēta (Ziemeļu raj.)","Puškina licejs",70.88%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 10. vidusskola",78.91%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 29. vidusskola",54.71%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 46. vidusskola",53.82%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",59.86%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",65.73%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 37. vidusskola",58.74%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",53.13%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Valsts 2.ģimnāzija",84.77%
"Rojas novads","Mērsraga vidusskola",62.82%
"Rojas novads","Rojas vidusskola",67.83%
"Ropažu novads","Zaķumuižas pamatskola",58.60%
"Ropažu novads","Ropažu vidusskola",58.95%
"Rucavas novads","Rucavas pamatskola",66.33%
"Rucavas novads","Sikšņu pamatskola",48.75%
"Rugāju novads","Eglaines pamatskola",48.00%
"Rugāju novads","Rugāju novada vidusskola",63.92%
"Rundāles novads","Pilsrundāles vidusskola",63.50%
"Rūjienas novads","Jeru pamatskola",67.33%
"Rūjienas novads","Rūjienas vidusskola",69.35%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",82.43%
"Salacgrīvas novads","Salacgrīvas vidusskola",70.39%
"Salacgrīvas novads","Liepupes vidusskola",66.89%
"Salas novads","Biržu internātpamatskola",46.43%
"Salas novads","Biržu pamatskola",59.33%
"Salas novads","Salas vidusskola",70.50%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",69.73%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",53.09%
"Saldus novads","Saldus pamatskola",76.42%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",57.45%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",48.80%
"Saldus novads","Saldus novada pašvaldības Kurzemītes pamatskola",57.40%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",49.60%
"Saldus novads","Saldus novada pašvaldības Nīgrandes pamatskola",54.90%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",53.00%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",35.33%
"Saldus novads","Saldus novada pašvaldības Sātiņu pamatskola",52.08%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",68.80%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",64.33%
"Saldus novads","Saldus 2. vidusskola",61.93%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",72.06%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",55.75%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",52.22%
"Saldus novads","Saldus Vakara vidusskola",40.00%
"Saldus novads","Saldus ģimnāzija",75.11%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",50.08%
"Saulkrastu novads","Saulkrastu vidusskola",68.05%
"Saulkrastu novads","Zvejniekciema vidusskola",72.86%
"Sējas novads","Sējas pamatskola",49.75%
"Sējas novads","Murjāņu sporta ģimnāzija",72.30%
"Siguldas novads","Siguldas 1. pamatskola",63.39%
"Siguldas novads","Allažu pamatskola",53.89%
"Siguldas novads","Siguldas novada vidusskola",62.00%
"Siguldas novads","Siguldas pilsētas vidusskola",55.67%
"Siguldas novads","Siguldas Valsts ģimnāzija",77.63%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",71.63%
"Skrundas novads","Nīkrāces pamatskola",53.40%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",52.33%
"Skrundas novads","Skrundas vidusskola",63.37%
"Skrundas novads","Skrundas arodvidusskola",52.50%
"Smiltenes novads","Bilskas pamatskola",66.00%
"Smiltenes novads","Blomes pamatskola",54.44%
"Smiltenes novads","Grundzāles pamatskola",60.83%
"Smiltenes novads","Palsmanes pamatskola",64.50%
"Smiltenes novads","Variņu pamatskola",66.38%
"Smiltenes novads","Smiltenes Centra vidusskola",63.07%
"Smiltenes novads","Smiltenes ģimnāzija",66.45%
"Stopiņu novads","Stopiņu pamatskola",56.44%
"Stopiņu novads","Ulbrokas vidusskola",70.93%
"Stopiņu novads","Upesleju internātpamatskola – rehabilitācijas centrs",51.09%
"Talsu novads","Stendes pamatskola",55.40%
"Talsu novads","Talsu pamatskola",69.14%
"Talsu novads","Laucienes pamatskola",52.91%
"Talsu novads","Laucienes pamatskolas filiāle",69.71%
"Talsu novads","Pastendes pamatskola",57.92%
"Talsu novads","Pūņu pamatskola",73.44%
"Talsu novads","Virbu pamatskola",71.10%
"Talsu novads","Vandzenes pamatskola",60.00%
"Talsu novads","Sabiles vidusskola",64.22%
"Talsu novads","Talsu 2. vidusskola",65.85%
"Talsu novads","Talsu Kristīgā vidusskola",71.31%
"Talsu novads","Valdemārpils vidusskola",60.63%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",46.00%
"Talsu novads","Talsu Valsts ģimnāzija",75.17%
"Tērvetes novads","Bukaišu pamatskola",54.50%
"Tērvetes novads","Tērvetes pamatskola",57.75%
"Tērvetes novads","Annas Brigaderes pamatskola",79.57%
"Tērvetes novads","Augstkalnes vidusskola",60.44%
"Tukuma novads","Tukuma 2. pamatskola",67.65%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",69.74%
"Tukuma novads","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola, ""Dzīvā skola""",48.25%
"Tukuma novads","Pūres pamatskola",62.63%
"Tukuma novads","Tukuma 3. pamatskola",61.36%
"Tukuma novads","Tukuma 2. vidusskola",71.24%
"Tukuma novads","Džūkstes pamatskola",64.25%
"Tukuma novads","Irlavas vidusskola",51.20%
"Tukuma novads","Tumes vidusskola",64.00%
"Tukuma novads","Zemgales vidusskola",57.40%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",52.30%
"Tukuma novads","Tukuma Raiņa ģimnāzija",76.86%
"Vaiņodes novads","Vaiņodes vidusskola",58.79%
"Vaiņodes novads","Vaiņodes internātpamatskola",45.83%
"Valkas novads","Ērģemes pamatskola",56.60%
"Valkas novads","Kārķu pamatskola",64.50%
"Valkas novads","Ozolu pamatskola",49.00%
"Valkas novads","Vijciema pamatskola",57.40%
"Valkas novads","Valkas pamatskola",70.54%
"Valkas novads","Valkas ģimnāzija",78.27%
"Valmieras novads","Jaunburtnieku pamatskola",30.00%
"Valmieras novads","Jura Neikena Dikļu pamatskola",60.33%
"Valmieras novads","Kocēnu pamatskola",64.20%
"Valmieras novads","Rubenes pamatskola",71.11%
"Valmieras pilsēta","Valmieras 5. vidusskola",58.74%
"Valmieras pilsēta","Valmieras Viestura vidusskola",71.50%
"Valmieras pilsēta","Valmieras 2. vidusskola",62.05%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",42.83%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",70.55%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",73.54%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",35.20%
"Varakļānu novads","Murmastienes pamatskola",69.60%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",53.00%
"Varakļānu novads","Varakļānu vidusskola",61.48%
"Vārkavas novads","Vanagu pamatskola",73.50%
"Vārkavas novads","Vārkavas pamatskola",76.00%
"Vārkavas novads","Vārkavas vidusskola",69.33%
"Vecpiebalgas novads","Inešu pamatskola",60.75%
"Vecpiebalgas novads","Taurenes pamatskola",64.75%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",69.11%
"Vecumnieku novads","Vecumnieku novada Domes Bārbeles pamatskola",74.00%
"Vecumnieku novads","Misas vidusskola",64.27%
"Vecumnieku novads","Skaistkalnes vidusskola",64.35%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",64.73%
"Vecumnieku novads","Vecumnieku vidusskola",69.47%
"Ventspils novads","Ances pamatskola",40.50%
"Ventspils novads","Jūrkalnes pamatskola",53.00%
"Ventspils novads","Popes pamatskola",62.00%
"Ventspils novads","Puzes pamatskola",59.00%
"Ventspils novads","Tārgales pamatskola",62.57%
"Ventspils novads","Užavas pamatskola",62.29%
"Ventspils novads","Zlēku pamatskola",70.14%
"Ventspils novads","Zūru pamatskola",69.50%
"Ventspils novads","Piltenes vidusskola",61.33%
"Ventspils novads","Ugāles vidusskola",57.84%
"Ventspils pilsēta","Ventspils 1. pamatskola",69.59%
"Ventspils pilsēta","Ventspils 2. pamatskola",70.81%
"Ventspils pilsēta","Ventspils 4. vidusskola",78.45%
"Ventspils pilsēta","Ventspils 5. vidusskola",63.56%
"Ventspils pilsēta","Ventspils 2. vidusskola",67.50%
"Ventspils pilsēta","Ventspils 3. vidusskola",64.77%
"Ventspils pilsēta","Ventspils 6. vidusskola",65.30%
"Ventspils pilsēta","Ventspils vakara vidusskola",39.09%
"Viesītes novads","Viesītes vidusskola",63.90%
"Viļānu novads","Dekšāru pamatskola",56.83%
"Viļānu novads","Viļānu vidusskola",64.57%
"Zilupes novads","Zilupes vidusskola",52.63%
"Rīgas pilsēta (Latgales priekšp.)","Tālmācības vidusskola ""Rīgas Komercskola""",77.50%
