"Novads","Skola","Kopvērtējums"
"Balvu novads","Bērzpils vidusskola",69.84%
"Balvu novads","Tilžas vidusskola",67.41%
"Balvu novads","Tilžas vidusskolas filiāle",74.90%
"Balvu novads","Balvu Valsts ģimnāzija",74.76%
"Balvu novads","Tilžas internātpamatskola",48.24%
"Bauskas novads","Bauskas pilsētas pamatskola",74.42%
"Bauskas novads","Codes pamatskola",60.00%
"Bauskas novads","Griķu pamatskola",60.49%
"Bauskas novads","Mežgaļu pamatskola",88.24%
"Bauskas novads","Mežotnes pamatskola",63.09%
"Bauskas novads","Ozolaines pamatskola",61.85%
"Bauskas novads","Vecsaules pamatskola",73.61%
"Bauskas novads","Bauskas Valsts ģimnāzija",76.44%
"Bauskas novads","Īslīces vidusskola",66.19%
"Bauskas novads","Uzvaras vidusskola",73.15%
"Bauskas novads","Bauskas 2. vidusskola",58.18%
"Bauskas novads","Mežotnes internātvidusskola",79.76%
"Beverīnas novads","J. Endzelīna Kauguru pamatskola",75.10%
"Beverīnas novads","Trikātas pamatskola",68.74%
"Brocēnu novads","Blīdenes pamatskola",53.95%
"Brocēnu novads","Gaiķu pamatskola",58.49%
"Brocēnu novads","Remtes pamatskola",74.71%
"Brocēnu novads","Brocēnu vidusskola",66.78%
"Burtnieku novads","Ēveles pamatskola",47.50%
"Burtnieku novads","Matīšu pamatskola",60.98%
"Burtnieku novads","Rencēnu pamatskola",52.41%
"Burtnieku novads","Burtnieku Ausekļa vidusskola",68.94%
"Cesvaines novads","Cesvaines vidusskola",63.61%
"Cesvaines novads","Cesvaines internātpamatskola",46.12%
"Cēsu novads","Cēsu 1. pamatskola",63.70%
"Cēsu novads","Cēsu pilsētas pamatskola",64.33%
"Cēsu novads","Līvu pamatskola",59.66%
"Cēsu novads","Rāmuļu pamatskola",46.76%
"Cēsu novads","Cēsu 2. vidusskola",58.82%
"Cēsu novads","Cēsu 2. vakara (maiņu) vidusskola",52.94%
"Cēsu novads","Cēsu Valsts ģimnāzija",75.37%
"Cēsu novads","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija",78.13%
"Cēsu novads","Cēsu internātpamatskola - rehabilitācijas centrs",66.27%
"Ciblas novads","Cirmas pamatskola",60.59%
"Ciblas novads","Pušmucovas pamatskola",69.61%
"Ciblas novads","Ciblas vidusskola",53.53%
"Dagdas novads","Andrupenes pamatskola",71.76%
"Dagdas novads","Andzeļu pamatskola",77.43%
"Dagdas novads","Asūnes pamatskola",60.88%
"Dagdas novads","Ezernieku vidusskola",75.29%
"Dagdas novads","Dagdas vidusskola",71.46%
"Daugavpils novads","Naujenes pamatskola",70.22%
"Daugavpils novads","Nīcgales pamatskola",67.06%
"Daugavpils novads","Skrudalienas pamatskola",62.55%
"Daugavpils novads","Biķernieku pamatskola",58.82%
"Daugavpils novads","Birznieku pamatskola",70.29%
"Daugavpils novads","Tabores pamatskola",62.94%
"Daugavpils novads","Lāču pamatskola",66.80%
"Daugavpils novads","Medumu vidusskola",73.99%
"Daugavpils novads","Vaboles vidusskola",65.10%
"Daugavpils novads","Zemgales vidusskola",63.74%
"Daugavpils novads","Salienas vidusskola",68.12%
"Daugavpils novads","Sventes vidusskola",76.13%
"Daugavpils novads","Špoģu vidusskola",74.24%
"Daugavpils pilsēta","Daugavpils Vienības pamatskola",69.51%
"Daugavpils pilsēta","Daugavpils 11. pamatskola",50.54%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",79.31%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",75.66%
"Daugavpils pilsēta","Daugavpils 10. vidusskola",72.50%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",67.60%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",83.45%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",60.46%
"Daugavpils pilsēta","Daugavpils 13. vidusskola",66.75%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",70.32%
"Daugavpils pilsēta","Daugavpils 17. vidusskola",64.80%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",66.03%
"Daugavpils pilsēta","Daugavpils 9. vidusskola",74.50%
"Daugavpils pilsēta","Daugavpils pilsētas Centra ģimnāzija",72.46%
"Daugavpils pilsēta","J.Pilsudska Daugavpils valsts poļu ģimnāzija",79.71%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",77.65%
"Daugavpils pilsēta","Daugavpils Celtnieku profesionālā vidusskola",63.18%
"Daugavpils pilsēta","Daugavpils Mūzikas vidusskola",76.86%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",53.86%
"Dobeles novads","Dobeles Kristīgā pamatskola",64.76%
"Dobeles novads","Bikstu pamatskola",71.67%
"Dobeles novads","Gardenes pamatskola",58.24%
"Dobeles novads","Krimūnu pamatskola",53.45%
"Dobeles novads","Mežinieku pamatskola",70.05%
"Dobeles novads","Naudītes pamatskola",63.53%
"Dobeles novads","Penkules pamatskola",66.47%
"Dobeles novads","Lejasstrazdu pamatskola",18.82%
"Dobeles novads","Dobeles 1. vidusskola",54.53%
"Dobeles novads","Dobeles Valsts ģimnāzija",81.11%
"Dobeles novads","Dobeles Amatniecības un vispārizglītojošā vidusskola",52.94%
"Dundagas novads","Kolkas pamatskola",71.62%
"Dundagas novads","Dundagas vidusskola",71.47%
"Durbes novads","A. Spāģa Dunalkas pamatskola",54.12%
"Durbes novads","Rāvas pamatskola",72.59%
"Durbes novads","Ata Kronvalda Durbes vidusskola",58.82%
"Engures novads","Lapmežciema pamatskola",79.31%
"Engures novads","Smārdes pamatskola",51.12%
"Engures novads","Engures vidusskola",61.89%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",63.76%
"Ērgļu novads","Ērgļu vidusskola",68.80%
"Garkalnes novads","Garkalnes vidusskola",75.48%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",66.05%
"Grobiņas novads","Bārtas pamatskola",60.24%
"Grobiņas novads","Gaviezes pamatskola",61.85%
"Grobiņas novads","Kapsēdes pamatskola",66.22%
"Grobiņas novads","Grobiņas pamatskola",60.74%
"Gulbenes novads","Daukstes pamatskola",72.65%
"Gulbenes novads","Druvienas pamatskola",66.22%
"Gulbenes novads","Galgauskas pamatskola",84.17%
"Gulbenes novads","K. Valdemāra pamatskola",53.65%
"Gulbenes novads","Litenes pamatskola",55.42%
"Gulbenes novads","Ozolkalna pamatskola",59.90%
"Gulbenes novads","Rankas pamatskola",71.76%
"Gulbenes novads","Stāķu pamatskola",72.94%
"Gulbenes novads","Stāmerienas pamatskola",72.51%
"Gulbenes novads","Tirzas pamatskola",58.63%
"Gulbenes novads","Gulbenes 2. vidusskola",67.63%
"Gulbenes novads","Gulbenes vidusskola",58.98%
"Gulbenes novads","Gulbīša vidusskola",73.28%
"Gulbenes novads","Lejasciema vidusskola",71.95%
"Gulbenes novads","Lizuma vidusskola",66.67%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",38.82%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",70.91%
"Gulbenes novads","Rankas arodvidusskola",43.64%
"Iecavas novads","Dzimtmisas pamatskola",55.83%
"Iecavas novads","Iecavas vidusskola",68.00%
"Iecavas novads","Rīgas Tālmācības vidusskola",77.29%
"Iecavas novads","Iecavas internātpamatskola",62.03%
"Ilūkstes novads","Subates pamatskola",59.14%
"Ilūkstes novads","Eglaines pamatskola",62.89%
"Ilūkstes novads","Ilūkstes 1. vidusskola",66.02%
"Ilūkstes novads","Bebrenes vidusskola",65.66%
"Ilūkstes novads","Ilūkstes Sadraudzības vidusskola",67.37%
"Inčukalna novads","Inčukalna pamatskola",56.56%
"Inčukalna novads","Vangažu vidusskola",66.20%
"Jaunjelgavas novads","Daudzeses pamatskola",66.00%
"Jaunjelgavas novads","Seces pagasta pamatskola",67.45%
"Jaunjelgavas novads","Sunākstes pamatskola",60.11%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",66.42%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",59.96%
"Jaunpils novads","Jaunpils vidusskola",67.35%
"Jelgavas novads","Platones pamatskola",55.92%
"Jelgavas novads","Aizupes pamatskola",73.33%
"Jelgavas novads","Sesavas pamatskola",65.20%
"Jelgavas novads","Svētes pamatskola",57.29%
"Jelgavas novads","Vilces pamatskola",77.84%
"Jelgavas novads","Zaļenieku pamatskola",56.05%
"Jelgavas novads","Šķibes pamatskola",50.59%
"Jelgavas novads","Elejas vidusskola",77.48%
"Jelgavas novads","Kalnciema vidusskola",55.22%
"Jelgavas novads","Līvbērzes vidusskola",70.03%
"Jelgavas novads","Staļģenes vidusskola",60.07%
"Jelgavas novads","Vircavas vidusskola",42.09%
"Jelgavas novads","Kalnciema pagasta vidusskola",49.30%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts",59.29%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts",41.08%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola Jelgavas cietums",54.56%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",59.85%
"Jelgavas pilsēta","Jelgavas 5. vidusskola",60.96%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",61.86%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",65.62%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",53.52%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",71.76%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",65.75%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",61.49%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",59.46%
"Jēkabpils novads","Ābeļu pamatskola",69.08%
"Jēkabpils novads","Bērzgala pamatskola",78.53%
"Jēkabpils novads","Dignājas pamatskola",63.27%
"Jēkabpils novads","Dunavas pamatskola",59.02%
"Jēkabpils novads","Rubenes pamatskola",70.74%
"Jēkabpils novads","Zasas vidusskola",59.53%
"Jēkabpils pilsēta","Jēkabpils pamatskola",80.00%
"Jēkabpils pilsēta","Krustpils pamatskola",73.63%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",59.90%
"Jēkabpils pilsēta","Jēkabpils 2. vidusskola",59.29%
"Jēkabpils pilsēta","Jēkabpils vakara vidusskola",51.51%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",72.03%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",85.52%
"Jūrmalas pilsēta","Slokas pamatskola",62.71%
"Jūrmalas pilsēta","Vaivaru pamatskola",49.92%
"Jūrmalas pilsēta","Ķemeru vidusskola",52.94%
"Jūrmalas pilsēta","Pumpuru vidusskola",62.09%
"Jūrmalas pilsēta","Majoru vidusskola",68.34%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",59.57%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",67.33%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",70.85%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",78.28%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",59.94%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",70.80%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",67.62%
"Kandavas novads","Cēres pamatskola",64.79%
"Kandavas novads","Kandavas novada Zantes pamatskola",73.68%
"Kandavas novads","Vānes pamatskola",68.92%
"Kandavas novads","Zemītes pamatskola",59.33%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",63.01%
"Kandavas novads","Kandavas internātvidusskola",71.97%
"Kokneses novads","Bebru pamatskola",67.58%
"Kokneses novads","Pērses pamatskola",67.94%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",66.01%
"Kokneses novads","Bebru internātvidusskola",69.06%
"Krāslavas novads","Krāslavas pamatskola",67.33%
"Krāslavas novads","Izvaltas pamatskola",59.61%
"Krāslavas novads","Robežnieku pamatskola",65.23%
"Krāslavas novads","Skaistas pamatskola",61.47%
"Krāslavas novads","Kalniešu pamatskola",72.35%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",78.24%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",62.75%
"Krāslavas novads","Indras vidusskola",56.82%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",72.98%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",72.50%
"Krimuldas novads","Turaidas pamatskola",57.29%
"Krimuldas novads","Krimuldas vidusskola",66.54%
"Krustpils novads","Liepenes pamatskola",57.14%
"Krustpils novads","Sūnu pamatskola",72.75%
"Krustpils novads","Mežāres pamatskola",60.78%
"Krustpils novads","Vīpes pamatskola",53.95%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",82.35%
"Kuldīgas novads","Kuldīgas pamatskola",48.29%
"Kuldīgas novads","Ēdoles pamatskola",74.59%
"Kuldīgas novads","Laidu pamatskola",60.00%
"Kuldīgas novads","Turlavas pamatskola",51.76%
"Kuldīgas novads","Vārmes pamatskola",64.58%
"Kuldīgas novads","Vilgāles pamatskola",54.33%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",58.17%
"Kuldīgas novads","Kuldīgas 2. vidusskola",53.89%
"Kuldīgas novads","Kuldīgas Centra vidusskola",60.48%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",53.75%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",60.16%
"Ķeguma novads","Birzgales pamatskola",63.27%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",68.94%
"Ķekavas novads","Daugmales pamatskola",70.39%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",74.41%
"Ķekavas novads","Baložu vidusskola",66.85%
"Lielvārdes novads","Lēdmanes pamatskola",65.65%
"Lielvārdes novads","Lielvārdes pamatskola",66.22%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",60.94%
"Lielvārdes novads","Jumpravas vidusskola",62.35%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",78.82%
"Liepājas pilsēta","Liepājas 3. pamatskola",58.64%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",62.49%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",62.85%
"Liepājas pilsēta","Liepājas 15. vidusskola",65.73%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",67.04%
"Liepājas pilsēta","Liepājas 7. vidusskola",65.01%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",65.82%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",64.12%
"Liepājas pilsēta","Liepājas 8. vidusskola",72.35%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",50.47%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",70.98%
"Liepājas pilsēta","Liepājas internātpamatskola",43.27%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",62.65%
"Limbažu novads","Lādezera pamatskola",73.11%
"Limbažu novads","Pāles pamatskola",70.33%
"Limbažu novads","Umurgas pamatskola",74.96%
"Limbažu novads","Vidrižu pamatskola",72.45%
"Limbažu novads","Limbažu 3. vidusskola",65.13%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",58.47%
"Limbažu novads","Limbažu novada ģimnāzija",70.45%
"Limbažu novads","Limbažu Profesionālā vidusskola",60.71%
"Līgatnes novads","Līgatnes novada vidusskola",47.79%
"Lubānas novads","Meirānu Kalpaka pamatskola",65.55%
"Lubānas novads","Lubānas vidusskola",58.57%
"Ludzas novads","Nirzas pamatskola",57.22%
"Ludzas novads","Pildas pamatskola",72.25%
"Ludzas novads","Ludzas 2. vidusskola",61.61%
"Ludzas novads","Istras vidusskola",54.87%
"Ludzas novads","Ludzas pilsētas ģimnāzija",68.41%
"Madonas novads","Barkavas pamatskola",82.09%
"Madonas novads","Bērzaunes pamatskola",58.43%
"Madonas novads","Degumnieku pamatskola",59.02%
"Madonas novads","Dzelzavas pamatskola",60.74%
"Madonas novads","Kalsnavas pamatskola",54.53%
"Madonas novads","Kristiāna Dāvida pamatskola",61.41%
"Madonas novads","Kusas pamatskola",65.88%
"Madonas novads","Lazdonas pamatskola",60.20%
"Madonas novads","Liezēres pamatskola",61.85%
"Madonas novads","Mārcienas pamatskola",56.99%
"Madonas novads","Mētrienas pamatskola",81.18%
"Madonas novads","Praulienas pamatskola",64.29%
"Madonas novads","Sarkaņu pamatskola",54.90%
"Madonas novads","Vestienas pamatskola",57.65%
"Madonas novads","Madonas pilsētas 1. vidusskola",52.97%
"Madonas novads","Ļaudonas vidusskola",65.53%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",47.19%
"Madonas novads","Madonas Valsts ģimnāzija",73.87%
"Madonas novads","Barkavas arodvidusskola",61.96%
"Mazsalacas novads","Mazsalacas vidusskola",56.99%
"Mālpils novads","Sidgundas pamatskola",81.06%
"Mālpils novads","Mālpils vidusskola",62.89%
"Mālpils novads","Mālpils internātpamatskola",53.95%
"Mārupes novads","Mārupes pamatskola",59.08%
"Mārupes novads","Mārupes vidusskola",66.46%
"Naukšēnu novads","Naukšēnu novada vidusskola",60.98%
"Naukšēnu novads","Sociālās korekcijas izglītības iestāde ""Naukšēni""",55.76%
"Neretas novads","Mazzalves pamatskola",60.71%
"Neretas novads","Sproģu pamatskola",58.59%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",63.67%
"Nīcas novads","Rudes pamatskola",65.69%
"Nīcas novads","Nīcas vidusskola",75.97%
"Ogres novads","Ķeipenes pamatskola",68.53%
"Ogres novads","Lauberes pamatskola",67.56%
"Ogres novads","Meņģeles pamatskola",74.90%
"Ogres novads","Ogresgala pamatskola",61.57%
"Ogres novads","Ogres 1. vidusskola",67.32%
"Ogres novads","Madlienas vidusskola",66.93%
"Ogres novads","Suntažu vidusskola",62.60%
"Ogres novads","Taurupes vidusskola",60.26%
"Ogres novads","Jaunogres vidusskola",55.27%
"Ogres novads","Ogres Valsts ģimnāzija",70.41%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",65.00%
"Olaines novads","Olaines 2. vidusskola",68.40%
"Olaines novads","Olaines 1. vidusskola",67.51%
"Ozolnieku novads","Garozas pamatskola",46.27%
"Ozolnieku novads","Salgales pamatskola",59.83%
"Ozolnieku novads","Teteles pamatskola",46.13%
"Ozolnieku novads","Ozolnieku vidusskola",68.00%
"Pārgaujas novads","Raiskuma pamatskola",78.49%
"Pārgaujas novads","Straupes pamatskola",75.61%
"Pārgaujas novads","Stalbes vidusskola",67.79%
"Pārgaujas novads","Raiskuma speciālā internātpamatskola – rehabilitācijas centrs",68.94%
"Pāvilostas novads","Vērgales pamatskola",75.65%
"Pāvilostas novads","Pāvilostas vidusskola",76.84%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",62.77%
"Preiļu novads","Pelēču pamatskola",64.90%
"Preiļu novads","Priekuļu pamatskola",75.82%
"Preiļu novads","Salas pamatskola",75.69%
"Preiļu novads","Preiļu 1. pamatskola",69.47%
"Preiļu novads","Preiļu 2. vidusskola",77.12%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",47.45%
"Priekules novads","Gramzdas pamatskola",53.24%
"Priekules novads","Kalētu pamatskola",54.12%
"Priekules novads","Krotes Kronvalda Ata pamatskola",61.93%
"Priekules novads","Virgas pamatskola",63.18%
"Priekules novads","Priekules vidusskola",59.31%
"Priekuļu novads","Mārsnēnu pamatskola",48.82%
"Priekuļu novads","Liepas pamatskola",53.82%
"Priekuļu novads","Priekuļu vidusskola",60.84%
"Raunas novads","Drustu pamatskola",76.32%
"Raunas novads","Raunas vidusskola",58.71%
"Rēzeknes novads","Bērzgales pamatskola",63.27%
"Rēzeknes novads","Gaigalavas pamatskola",66.61%
"Rēzeknes novads","Jaunstrūžānu pamatskola",67.71%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",69.88%
"Rēzeknes novads","Verēmu pamatskola",63.01%
"Rēzeknes novads","Liepu pamatskola",72.71%
"Rēzeknes novads","Audriņu pamatskola",70.05%
"Rēzeknes novads","Kruķu pamatskola",70.59%
"Rēzeknes novads","Rikavas pamatskola",56.34%
"Rēzeknes novads","Zarečnajas pamatskola",60.78%
"Rēzeknes novads","Feimaņu pamatskola",65.88%
"Rēzeknes novads","Rēznas pamatskola",61.34%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",73.29%
"Rēzeknes novads","Dricānu vidusskola",49.93%
"Rēzeknes novads","Lūcijas Rancānes Makašānu Amatu vidusskola",51.37%
"Rēzeknes novads","Maltas 1. vidusskola",63.16%
"Rēzeknes novads","Nautrēnu vidusskola",74.54%
"Rēzeknes novads","Tiskādu vidusskola",72.32%
"Rēzeknes novads","Kaunatas vidusskola",59.28%
"Rēzeknes novads","Maltas 2. vidusskola",60.39%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",70.26%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",73.92%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",68.99%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",81.53%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",73.15%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",79.80%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",72.53%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",62.65%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",77.24%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",63.92%
"Riebiņu novads","Dravnieku pamatskola",71.53%
"Riebiņu novads","Galēnu pamatskola",76.60%
"Riebiņu novads","Rušonas pamatskola",69.12%
"Riebiņu novads","Sīļukalna pamatskola",71.60%
"Riebiņu novads","Silajāņu pamatskola",36.47%
"Riebiņu novads","Riebiņu vidusskola",64.18%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",72.38%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",72.43%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",75.29%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",69.13%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",49.49%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",63.63%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",77.31%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",62.94%
"Rīgas pilsēta (Centra raj.)","Privātā Rīgas Tehnolingvistiskā ģimnāzija",77.65%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",88.80%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",65.60%
"Rīgas pilsēta (Centra raj.)","Rīgas 66. speciālā vidusskola",74.95%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",68.34%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",67.74%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",69.22%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",58.07%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",58.87%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",63.94%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",67.28%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",84.24%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",71.49%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",78.74%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",61.37%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",63.94%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",61.32%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",60.95%
