"Novads","Skola","Kopvērtējums"
"Burtnieku novads","Matīšu pamatskola",64.86%
"Burtnieku novads","Rencēnu pamatskola",83.25%
"Burtnieku novads","Burtnieku Ausekļa vidusskola",70.50%
"Carnikavas novads","Carnikavas pamatskola",80.00%
"Cesvaines novads","Cesvaines vidusskola",68.00%
"Cesvaines novads","Cesvaines internātpamatskola",45.86%
"Cēsu novads","Cēsu 1. pamatskola",68.96%
"Cēsu novads","Cēsu 2. pamatskola",64.96%
"Cēsu novads","Cēsu pilsētas pamatskola",69.92%
"Cēsu novads","Cēsu 2. vidusskola",64.67%
"Cēsu novads","Cēsu 2. vakara (maiņu) vidusskola",63.00%
"Cēsu novads","Cēsu Valsts ģimnāzija",86.48%
"Cēsu novads","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija",75.85%
"Cēsu novads","Cēsu internātpamatskola - rehabilitācijas centrs",85.50%
"Cēsu novads","Līvu pamatskola",54.50%
"Ciblas novads","Cirmas pamatskola",45.00%
"Ciblas novads","Pušmucovas pamatskola",71.33%
"Ciblas novads","Ciblas vidusskola",76.40%
"Dagdas novads","Andrupenes pamatskola",84.67%
"Dagdas novads","Andzeļu pamatskola",79.00%
"Dagdas novads","Asūnes pamatskola",80.00%
"Daugavpils novads","Naujenes pamatskola",82.25%
"Daugavpils novads","Biķernieku pamatskola",53.38%
"Daugavpils novads","Randenes pamatskola",44.50%
"Daugavpils novads","Silenes pamatskola",51.56%
"Daugavpils novads","Tabores pamatskola",47.67%
"Daugavpils novads","Kalupes pamatskola",71.57%
"Daugavpils novads","Lāču pamatskola",57.00%
"Daugavpils novads","Špoģu vidusskola",73.91%
"Daugavpils novads","Vaboles vidusskola",72.25%
"Daugavpils novads","Salienas vidusskola",65.43%
"Daugavpils novads","Sventes vidusskola",73.00%
"Daugavpils novads","Zemgales vidusskola",52.15%
"Daugavpils pilsēta","Daugavpils Vienības pamatskola",62.00%
"Daugavpils pilsēta","Daugavpils 11. pamatskola",43.61%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",81.39%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",73.08%
"Daugavpils pilsēta","Daugavpils 10. vidusskola",66.13%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",53.00%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",80.03%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",49.28%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",61.37%
"Daugavpils pilsēta","Daugavpils 17. vidusskola",48.00%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",65.31%
"Daugavpils pilsēta","Daugavpils pilsētas Centra ģimnāzija",61.83%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",83.64%
"Daugavpils pilsēta","Daugavpils 1. arodvidusskola",44.76%
"Daugavpils pilsēta","Daugavpils Celtnieku profesionālā vidusskola",36.83%
"Daugavpils pilsēta","Daugavpils Mūzikas vidusskola",56.50%
"Daugavpils pilsēta","Daugavpils 4. speciālā pamatskola",46.00%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",53.00%
"Dobeles novads","Dobeles Kristīgā pamatskola",62.00%
"Dobeles novads","Dobeles 1. vidusskola",62.07%
"Dobeles novads","Dobeles 2. vidusskola",49.82%
"Dobeles novads","Dobeles Valsts ģimnāzija",72.57%
"Dobeles novads","Bikstu pamatskola",64.56%
"Dobeles novads","Mežinieku pamatskola",57.67%
"Dobeles novads","Naudītes pamatskola",56.80%
"Dobeles novads","Lejasstrazdu pamatskola",37.57%
"Dundagas novads","Kolkas pamatskola",67.88%
"Dundagas novads","Dundagas vidusskola",65.50%
"Durbes novads","Ata Kronvalda Durbes vidusskola",75.63%
"Durbes novads","A. Spāģa Dunalkas pamatskola",67.86%
"Durbes novads","Rāvas pamatskola",71.50%
"Engures novads","Lapmežciema pamatskola",58.50%
"Engures novads","Smārdes pamatskola",72.38%
"Engures novads","Engures vidusskola",64.18%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",58.29%
"Ērgļu novads","Ērgļu vidusskola",77.85%
"Garkalnes novads","Garkalnes vidusskola",85.00%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",77.76%
"Grobiņas novads","Grobiņas vidusskola",59.13%
"Grobiņas novads","Grobiņas ģimnāzija",76.00%
"Grobiņas novads","Bārtas pamatskola",59.00%
"Grobiņas novads","Gaviezes pamatskola",64.00%
"Grobiņas novads","Kapsēdes pamatskola",63.50%
"Gulbenes novads","Gulbenes 2. vidusskola",67.25%
"Gulbenes novads","Gulbenes vidusskola",63.29%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",52.50%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",82.87%
"Gulbenes novads","Daukstes pamatskola",72.33%
"Gulbenes novads","Druvienas pamatskola",64.33%
"Gulbenes novads","Galgauskas pamatskola",60.75%
"Gulbenes novads","K. Valdemāra pamatskola",68.08%
"Gulbenes novads","Litenes pamatskola",69.60%
"Gulbenes novads","Ozolkalna pamatskola",51.33%
"Gulbenes novads","Rankas pamatskola",59.86%
"Gulbenes novads","Stāķu pamatskola",71.38%
"Gulbenes novads","Stāmerienas pamatskola",70.00%
"Gulbenes novads","Tirzas pamatskola",71.00%
"Gulbenes novads","Gulbīša vidusskola",56.60%
"Gulbenes novads","Lejasciema vidusskola",76.69%
"Gulbenes novads","Lizuma vidusskola",70.20%
"Gulbenes novads","Rankas arodvidusskola",45.67%
"Iecavas novads","Dzimtmisas pamatskola",69.25%
"Iecavas novads","Iecavas vidusskola",72.37%
"Iecavas novads","Iecavas internātpamatskola",63.75%
"Ikšķiles novads","Ikšķiles vidusskola",78.34%
"Ikšķiles novads","Tīnūžu pamatskola",68.29%
"Ilūkstes novads","Ilūkstes 1. vidusskola",80.68%
"Ilūkstes novads","Ilūkstes Sadraudzības vidusskola",65.67%
"Ilūkstes novads","Bebrenes vidusskola",71.67%
"Inčukalna novads","Vangažu vidusskola",65.75%
"Inčukalna novads","Inčukalna pamatskola",64.42%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",75.64%
"Jaunjelgavas novads","Daudzeses pamatskola",68.13%
"Jaunjelgavas novads","Seces pagasta pamatskola",61.25%
"Jaunpiebalgas novads","Piebalgas pamatskola",41.60%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",60.47%
"Jaunpils novads","Jaunpils vidusskola",66.00%
"Jelgavas novads","Kalnciema pagasta vidusskola",54.64%
"Jelgavas novads","Aizupes pamatskola",74.57%
"Jelgavas novads","Sesavas pamatskola",58.40%
"Jelgavas novads","Svētes pamatskola",66.88%
"Jelgavas novads","Šķibes pamatskola",63.50%
"Jelgavas novads","Vilces pamatskola",53.25%
"Jelgavas novads","Zaļenieku pamatskola",73.14%
"Jelgavas novads","Elejas vidusskola",68.54%
"Jelgavas novads","Kalnciema vidusskola",64.60%
"Jelgavas novads","Līvbērzes vidusskola",68.43%
"Jelgavas novads","Platones pamatskola",67.50%
"Jelgavas novads","Staļģenes vidusskola",77.08%
"Jelgavas novads","Vircavas vidusskola",46.67%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts",59.00%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",42.50%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",72.45%
"Jelgavas pilsēta","Jelgavas 5. vidusskola",69.66%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",70.77%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",55.13%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",65.94%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",76.76%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",79.73%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",88.00%
"Jelgavas pilsēta","Jelgavas speciālā internātpamatskola",54.50%
"Jēkabpils novads","Ābeļu pamatskola",61.86%
"Jēkabpils novads","Bērzgala pamatskola",67.20%
"Jēkabpils novads","Dignājas pamatskola",54.50%
"Jēkabpils novads","Dunavas pamatskola",59.71%
"Jēkabpils novads","Rubenes pamatskola",74.29%
"Jēkabpils novads","Zasas vidusskola",62.50%
"Jēkabpils pilsēta","Krustpils pamatskola",77.00%
"Jēkabpils pilsēta","Jēkabpils Poļu pamatskola",67.00%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",72.39%
"Jēkabpils pilsēta","Jēkabpils 2. vidusskola",56.29%
"Jēkabpils pilsēta","Jēkabpils vakara vidusskola",48.13%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",79.09%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",88.39%
"Jūrmalas pilsēta","Majoru pamatskola",71.36%
"Jūrmalas pilsēta","Slokas pamatskola",66.13%
"Jūrmalas pilsēta","Vaivaru pamatskola",78.80%
"Jūrmalas pilsēta","Ķemeru vidusskola",84.67%
"Jūrmalas pilsēta","Pumpuru vidusskola",70.21%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",57.42%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",54.70%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",59.60%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",78.91%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",68.25%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",62.00%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",79.55%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",58.54%
"Kandavas novads","Kandavas internātvidusskola",66.00%
"Kandavas novads","Cēres pamatskola",53.83%
"Kandavas novads","Kandavas novada Zantes pamatskola",59.80%
"Kandavas novads","Vānes pamatskola",63.14%
"Kandavas novads","Zemītes pamatskola",56.33%
"Kārsavas novads","Kārsavas vidusskola",73.08%
"Kārsavas novads","Mērdzenes pamatskola",82.33%
"Kārsavas novads","Mežvidu pamatskola (Kārsavas)",73.71%
"Kārsavas novads","Salnavas pamatskola",68.88%
"Kokneses novads","Bebru pamatskola",74.13%
"Kokneses novads","Pērses pamatskola",63.50%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",75.35%
"Kokneses novads","Bebru vispārizglītojošā internātpamatskola",53.00%
"Krāslavas novads","Krāslavas pamatskola",67.64%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",62.50%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",52.08%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",65.90%
"Krāslavas novads","Izvaltas pamatskola",67.00%
"Krāslavas novads","Skaistas pamatskola",78.00%
"Krāslavas novads","Kalniešu pamatskola",39.57%
"Krāslavas novads","Indras vidusskola",81.00%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",61.33%
"Krimuldas novads","Turaidas pamatskola",65.00%
"Krimuldas novads","Krimuldas vidusskola",71.21%
"Krustpils novads","Liepenes pamatskola",79.00%
"Krustpils novads","Sūnu pamatskola",61.75%
"Krustpils novads","Mežāres pamatskola",56.40%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",61.75%
"Kuldīgas novads","Kuldīgas pamatskola",71.06%
"Kuldīgas novads","Kuldīgas 2. vidusskola",60.50%
"Kuldīgas novads","Kuldīgas Centra vidusskola",66.16%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",69.76%
"Kuldīgas novads","Ēdoles pamatskola",61.00%
"Kuldīgas novads","Laidu pamatskola",42.88%
"Kuldīgas novads","Turlavas pamatskola",69.60%
"Kuldīgas novads","Vārmes pamatskola",75.44%
"Kuldīgas novads","Vilgāles pamatskola",61.63%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",58.43%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",72.75%
"Ķeguma novads","Birzgales pamatskola",58.08%
"Ķekavas novads","Baložu vidusskola",75.00%
"Ķekavas novads","Ķekavas vidusskola",76.18%
"Lielvārdes novads","Lielvārdes pamatskola",67.61%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",79.40%
"Lielvārdes novads","Kaibalas pamatskola",82.67%
"Lielvārdes novads","Lēdmanes pamatskola",69.83%
"Lielvārdes novads","Jumpravas vidusskola",73.17%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",80.57%
"Liepājas pilsēta","Liepājas 3. pamatskola",58.02%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",66.17%
"Liepājas pilsēta","Liepājas 15. vidusskola",72.26%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",68.33%
"Liepājas pilsēta","Liepājas 7. vidusskola",60.37%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",79.00%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",58.86%
"Liepājas pilsēta","Liepājas 8. vidusskola",72.60%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",61.04%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",78.23%
"Liepājas pilsēta","Liepājas Valsts tehnikums",54.35%
"Liepājas pilsēta","Liepājas internātpamatskola",59.50%
"Limbažu novads","Limbažu 1. vidusskola",66.25%
"Limbažu novads","Limbažu 2. vidusskola",41.67%
"Limbažu novads","Limbažu 3. vidusskola",77.67%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",58.80%
"Limbažu novads","Limbažu Profesionālā vidusskola",46.00%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",67.83%
"Limbažu novads","Friča Bārdas Pociema pamatskola",56.43%
"Limbažu novads","Lādezera pamatskola",62.83%
"Limbažu novads","Pāles pamatskola",73.75%
"Limbažu novads","Umurgas pamatskola",63.13%
"Limbažu novads","Vidrižu pamatskola",61.89%
"Līgatnes novads","Līgatnes novada vidusskola",63.47%
"Līvānu novads","Līvānu 1. vidusskola",75.58%
"Līvānu novads","Līvānu 2. vidusskola",53.82%
"Līvānu novads","Jaunsilavas pamatskola",79.75%
"Līvānu novads","Jersikas pamatskola",67.00%
"Līvānu novads","Rožupes pamatskola",77.11%
"Līvānu novads","Sutru pamatskola",69.00%
"Līvānu novads","Rudzātu vidusskola",80.83%
"Lubānas novads","Lubānas vidusskola",70.79%
"Lubānas novads","Meirānu Kalpaka pamatskola",45.67%
"Ludzas novads","Ludzas 2. vidusskola",56.96%
"Ludzas novads","Ludzas novada vakara vidusskola",48.20%
"Ludzas novads","Ludzas pilsētas ģimnāzija",67.03%
"Ludzas novads","Istras vidusskola",46.11%
"Madonas novads","Madonas pilsētas 1. vidusskola",69.83%
"Madonas novads","Madonas pilsētas 2. vidusskola",70.35%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",65.00%
"Madonas novads","Madonas Valsts ģimnāzija",85.29%
"Madonas novads","Bērzaunes pamatskola",46.80%
"Madonas novads","Degumnieku pamatskola",64.90%
"Madonas novads","Dzelzavas pamatskola",72.87%
"Madonas novads","Kalsnavas pamatskola",72.29%
"Madonas novads","Kusas pamatskola",68.86%
"Madonas novads","Lazdonas pamatskola",47.00%
"Madonas novads","Liezēres pamatskola",53.27%
"Madonas novads","Mārcienas pamatskola",58.00%
"Madonas novads","Mētrienas pamatskola",61.43%
"Madonas novads","Sarkaņu pamatskola",57.75%
"Madonas novads","Vestienas pamatskola",62.50%
"Madonas novads","Ļaudonas vidusskola",64.89%
"Madonas novads","Barkavas arodvidusskola",71.00%
"Mazsalacas novads","Mazsalacas vidusskola",69.31%
"Mālpils novads","Mālpils vidusskola",69.12%
"Mālpils novads","Mālpils internātpamatskola",61.63%
"Mālpils novads","Sidgundas pamatskola",71.17%
"Mārupes novads","Mārupes vidusskola",75.69%
"Naukšēnu novads","Naukšēnu novada vidusskola",61.79%
"Neretas novads","Mazzalves pamatskola",72.83%
"Neretas novads","Sproģu pamatskola",68.75%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",66.70%
"Ogres novads","Ogres Sv. Meinarda katoļu pamatskola",55.50%
"Ogres novads","Ogres 1. vidusskola",76.38%
"Ogres novads","Jaunogres vidusskola",62.88%
"Ogres novads","Ogres Vakara vidusskola",53.20%
"Ogres novads","Ogres Valsts ģimnāzija",75.33%
"Ogres novads","Krapes pamatskola",56.50%
"Ogres novads","Ķeipenes pamatskola",71.82%
"Ogres novads","Lauberes pamatskola",56.00%
"Ogres novads","Mazozolu pamatskola",60.80%
"Ogres novads","Meņģeles pamatskola",46.00%
"Ogres novads","Ogresgala pamatskola",70.57%
"Ogres novads","Madlienas vidusskola",68.71%
"Ogres novads","Suntažu vidusskola",71.29%
"Ogres novads","Taurupes vidusskola",64.00%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",64.33%
"Olaines novads","Olaines 2. vidusskola",63.63%
"Olaines novads","Olaines 1. vidusskola",76.96%
"Ozolnieku novads","Garozas pamatskola",56.30%
"Ozolnieku novads","Salgales pamatskola",61.78%
"Ozolnieku novads","Teteles pamatskola",78.20%
"Ozolnieku novads","Ozolnieku vidusskola",71.77%
"Pārgaujas novads","Raiskuma pamatskola",68.75%
"Pārgaujas novads","Straupes pamatskola",62.78%
"Pārgaujas novads","Stalbes vidusskola",54.71%
"Pārgaujas novads","Raiskuma speciālā internātpamatskola – rehabilitācijas centrs",65.00%
"Pāvilostas novads","Pāvilostas vidusskola",71.86%
"Pāvilostas novads","Vērgales pamatskola",72.10%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",70.54%
"Preiļu novads","Preiļu 1. pamatskola",77.70%
"Preiļu novads","Preiļu 2. vidusskola",52.95%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",35.00%
"Preiļu novads","Priekuļu pamatskola",64.40%
"Priekules novads","Priekules vidusskola",73.27%
"Priekules novads","Gramzdas pamatskola",45.00%
"Priekules novads","Kalētu pamatskola",64.75%
"Priekules novads","Krotes Kronvalda Ata pamatskola",68.25%
"Priekules novads","Virgas pamatskola",37.50%
"Priekuļu novads","Mārsnēnu pamatskola",68.50%
"Priekuļu novads","Liepas pamatskola",57.00%
"Priekuļu novads","Priekuļu vidusskola",64.29%
"Raunas novads","Drustu pamatskola",69.80%
"Raunas novads","Raunas vidusskola",58.00%
"Rēzeknes novads","Kruķu pamatskola",50.40%
"Rēzeknes novads","Gaigalavas pamatskola",80.25%
"Rēzeknes novads","Rēznas pamatskola",55.00%
"Rēzeknes novads","Audriņu pamatskola",68.13%
"Rēzeknes novads","Feimaņu pamatskola",43.38%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",67.89%
"Rēzeknes novads","Verēmu pamatskola",80.25%
"Rēzeknes novads","Dricānu vidusskola",77.60%
"Rēzeknes novads","Makašānu Amatu vidusskola",48.50%
"Rēzeknes novads","Maltas 1. vidusskola",88.50%
"Rēzeknes novads","Nautrēnu vidusskola",74.55%
"Rēzeknes novads","Kaunatas vidusskola",64.05%
"Rēzeknes novads","Maltas 2. vidusskola",52.58%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",79.45%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",70.64%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",67.88%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",68.85%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",63.36%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",62.32%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",56.56%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",46.09%
"Riebiņu novads","Dravnieku pamatskola",64.80%
"Riebiņu novads","Galēnu pamatskola",70.50%
"Riebiņu novads","Rušonas pamatskola",79.50%
"Riebiņu novads","Sīļukalna pamatskola",79.50%
"Riebiņu novads","Riebiņu vidusskola",66.38%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",81.50%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",84.32%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",68.53%
"Rīgas pilsēta (Centra raj.)","Rīgas 99. vidusskola",80.33%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",86.16%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",63.98%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",84.00%
"Rīgas pilsēta (Centra raj.)","Rīgas M. Lomonosova krievu vidusskola",60.93%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",76.87%
"Rīgas pilsēta (Centra raj.)","Natālijas Draudziņas ģimnāzija",78.65%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",90.29%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",84.12%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",80.62%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",87.44%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",67.17%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",78.83%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",77.31%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Doma kora skola",83.65%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",76.98%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",85.21%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",67.51%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",82.32%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",48.88%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",73.50%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",71.29%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",71.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",55.14%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Ostvalda vidusskola",77.41%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Templum""",69.00%
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",72.96%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",76.29%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",69.10%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 1. vakara (maiņu) vidusskola",60.13%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 1.vakara (maiņu) vidusskola (Iļģuciema cietums)",44.30%
