"Novads","Skola","Kopvērtējums"
"Brocēnu novads","Blīdenes pamatskola",66.00%
"Brocēnu novads","Gaiķu pamatskola",70.50%
"Brocēnu novads","Remtes pamatskola",61.00%
"Brocēnu novads","Brocēnu vidusskola",67.32%
"Burtnieku novads","Ēveles pamatskola",60.83%
"Burtnieku novads","Matīšu pamatskola",53.00%
"Burtnieku novads","Rencēnu pamatskola",69.36%
"Burtnieku novads","Burtnieku Ausekļa vidusskola",52.00%
"Carnikavas novads","Carnikavas pamatskola",66.89%
"Cesvaines novads","Cesvaines vidusskola",69.09%
"Cesvaines novads","Cesvaines internātpamatskola",45.67%
"Cēsu novads","Cēsu 1. pamatskola",62.91%
"Cēsu novads","Cēsu 2. pamatskola",59.59%
"Cēsu novads","Cēsu pilsētas pamatskola",59.45%
"Cēsu novads","Līvu pamatskola",60.00%
"Cēsu novads","Rāmuļu pamatskola",68.67%
"Cēsu novads","Cēsu 2. vidusskola",44.33%
"Cēsu novads","Cēsu 2. vakara (maiņu) vidusskola",56.00%
"Cēsu novads","Cēsu Valsts ģimnāzija",76.39%
"Cēsu novads","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija",76.62%
"Ciblas novads","Pušmucovas pamatskola",77.60%
"Dagdas novads","Andrupenes pamatskola",70.00%
"Dagdas novads","Dagdas vidusskola",69.43%
"Daugavpils novads","Naujenes pamatskola",77.00%
"Daugavpils novads","Nīcgales pamatskola",54.00%
"Daugavpils novads","Biķernieku pamatskola",52.43%
"Daugavpils novads","Birznieku pamatskola",44.00%
"Daugavpils novads","Randenes pamatskola",60.57%
"Daugavpils novads","Tabores pamatskola",53.20%
"Daugavpils novads","Kalupes pamatskola",78.50%
"Daugavpils novads","Lāču pamatskola",45.82%
"Daugavpils novads","Vaboles vidusskola",52.67%
"Daugavpils novads","Zemgales vidusskola (Daugavpils nov.)",52.20%
"Daugavpils pilsēta","Daugavpils Vienības pamatskola",67.36%
"Daugavpils pilsēta","Daugavpils 11. pamatskola",40.24%
"Daugavpils pilsēta","Daugavpils Saskaņas pamatskola",70.27%
"Daugavpils pilsēta","Daugavpils 12. vidusskola",71.69%
"Daugavpils pilsēta","Daugavpils 10. vidusskola",57.89%
"Daugavpils pilsēta","Daugavpils 15. vidusskola",55.35%
"Daugavpils pilsēta","Daugavpils Krievu vidusskola - licejs",79.25%
"Daugavpils pilsēta","J. Raiņa Daugavpils 6. vidusskola",53.23%
"Daugavpils pilsēta","Daugavpils Centra vidusskola",61.91%
"Daugavpils pilsēta","Daugavpils 13. vidusskola",62.10%
"Daugavpils pilsēta","Daugavpils 16. vidusskola",61.28%
"Daugavpils pilsēta","Daugavpils 17. vidusskola",43.43%
"Daugavpils pilsēta","Daugavpils 3. vidusskola",69.25%
"Daugavpils pilsēta","Daugavpils 9. vidusskola",63.88%
"Daugavpils pilsēta","J.Pilsudska Daugavpils valsts poļu ģimnāzija",63.69%
"Daugavpils pilsēta","Daugavpils Valsts ģimnāzija",71.50%
"Daugavpils pilsēta","Daugavpils Celtnieku profesionālā vidusskola",33.79%
"Daugavpils pilsēta","Daugavpils Mūzikas vidusskola",60.40%
"Daugavpils pilsēta","Daugavpils Valsts tehnikums",42.33%
"Daugavpils pilsēta","Daugavpils logopēdiskā internātpamatskola - attīstības centrs",57.44%
"Dobeles novads","Dobeles Kristīgā pamatskola",61.33%
"Dobeles novads","Bikstu pamatskola",66.83%
"Dobeles novads","Gardenes pamatskola",62.00%
"Dobeles novads","Mežinieku pamatskola",56.86%
"Dobeles novads","Penkules pamatskola",61.29%
"Dobeles novads","Annenieku pamatskola",51.50%
"Dobeles novads","Lejasstrazdu pamatskola",42.00%
"Dobeles novads","Dobeles 1. vidusskola",58.84%
"Dobeles novads","Dobeles Valsts ģimnāzija",72.37%
"Dobeles novads","Dobeles Amatniecības un vispārizglītojošā vidusskola",43.50%
"Dundagas novads","Kolkas pamatskola",68.58%
"Dundagas novads","Dundagas vidusskola",67.73%
"Durbes novads","Ata Kronvalda Durbes vidusskola",68.69%
"Engures novads","Lapmežciema pamatskola",64.86%
"Engures novads","Smārdes pamatskola",62.31%
"Engures novads","Engures vidusskola",52.87%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",63.67%
"Ērgļu novads","Ērgļu vidusskola",56.47%
"Garkalnes novads","Garkalnes vidusskola",70.50%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",64.83%
"Grobiņas novads","Bārtas pamatskola",60.33%
"Grobiņas novads","Gaviezes pamatskola",64.83%
"Grobiņas novads","Kapsēdes pamatskola",55.00%
"Grobiņas novads","Grobiņas pamatskola",61.48%
"Gulbenes novads","Daukstes pamatskola",53.57%
"Gulbenes novads","Druvienas pamatskola",79.00%
"Gulbenes novads","Galgauskas pamatskola",39.00%
"Gulbenes novads","K. Valdemāra pamatskola",55.00%
"Gulbenes novads","Litenes pamatskola",65.80%
"Gulbenes novads","Rankas pamatskola",63.00%
"Gulbenes novads","Stāķu pamatskola",51.83%
"Gulbenes novads","Stāmerienas pamatskola",69.29%
"Gulbenes novads","Tirzas pamatskola",53.78%
"Gulbenes novads","Gulbenes 2. vidusskola",65.46%
"Gulbenes novads","Gulbenes vidusskola",61.08%
"Gulbenes novads","Gulbīša vidusskola",39.57%
"Gulbenes novads","Lejasciema vidusskola",65.14%
"Gulbenes novads","Lizuma vidusskola",65.00%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",78.00%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",73.48%
"Gulbenes novads","Rankas Profesionālā vidusskola",36.14%
"Iecavas novads","Dzimtmisas pamatskola",59.20%
"Iecavas novads","Iecavas vidusskola",76.07%
"Iecavas novads","Iecavas internātpamatskola",56.25%
"Ikšķiles novads","Tīnūžu pamatskola",77.21%
"Ikšķiles novads","Ikšķiles vidusskola",72.63%
"Ilūkstes novads","Ilūkstes 1. vidusskola",81.43%
"Ilūkstes novads","Bebrenes vidusskola",72.50%
"Ilūkstes novads","Ilūkstes Sadraudzības vidusskola",49.50%
"Inčukalna novads","Inčukalna pamatskola",77.83%
"Inčukalna novads","Vangažu vidusskola",65.56%
"Jaunjelgavas novads","Daudzeses pamatskola",75.33%
"Jaunjelgavas novads","Seces pagasta pamatskola",70.50%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",72.00%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",56.71%
"Jaunpils novads","Jaunpils vidusskola",58.60%
"Jelgavas novads","Platones pamatskola",69.71%
"Jelgavas novads","Aizupes pamatskola",71.46%
"Jelgavas novads","Sesavas pamatskola",50.17%
"Jelgavas novads","Svētes pamatskola",55.50%
"Jelgavas novads","Vilces pamatskola",54.40%
"Jelgavas novads","Zaļenieku pamatskola",72.45%
"Jelgavas novads","Šķibes pamatskola",57.00%
"Jelgavas novads","Elejas vidusskola",63.73%
"Jelgavas novads","Kalnciema vidusskola",78.00%
"Jelgavas novads","Līvbērzes vidusskola",66.33%
"Jelgavas novads","Staļģenes vidusskola",66.40%
"Jelgavas novads","Vircavas vidusskola",58.00%
"Jelgavas novads","Kalnciema pagasta vidusskola",49.88%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",45.50%
"Jelgavas pilsēta","Jelgavas 2. pamatskola",61.45%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",70.28%
"Jelgavas pilsēta","Jelgavas 5. vidusskola",64.95%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",62.63%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",50.20%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",63.59%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",75.60%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",56.00%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",56.00%
"Jēkabpils novads","Ābeļu pamatskola",40.67%
"Jēkabpils novads","Bērzgala pamatskola",69.50%
"Jēkabpils novads","Dignājas pamatskola",65.71%
"Jēkabpils novads","Dunavas pamatskola",36.50%
"Jēkabpils novads","Rubeņu pamatskola",64.00%
"Jēkabpils novads","Zasas vidusskola",58.88%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",66.83%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",69.73%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",86.90%
"Jūrmalas pilsēta","Slokas pamatskola",68.85%
"Jūrmalas pilsēta","Vaivaru pamatskola",75.50%
"Jūrmalas pilsēta","Ķemeru vidusskola",77.50%
"Jūrmalas pilsēta","Pumpuru vidusskola",69.88%
"Jūrmalas pilsēta","Majoru vidusskola",68.73%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",55.98%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",47.80%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",50.22%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",49.36%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",45.60%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",64.88%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",77.57%
"Kandavas novads","Cēres pamatskola",60.00%
"Kandavas novads","Kandavas novada Zantes pamatskola",33.00%
"Kandavas novads","Vānes pamatskola",41.14%
"Kandavas novads","Zemītes pamatskola",56.00%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",67.82%
"Kandavas novads","Kandavas internātvidusskola",62.22%
"Kārsavas novads","Mērdzenes pamatskola",65.50%
"Kārsavas novads","Salnavas pamatskola",70.00%
"Kārsavas novads","Kārsavas vidusskola",75.08%
"Kokneses novads","Bebru pamatskola",53.88%
"Kokneses novads","Pērses pamatskola",55.33%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",71.24%
"Kokneses novads","Bebru internātvidusskola",58.33%
"Krāslavas novads","Krāslavas pamatskola",65.25%
"Krāslavas novads","Izvaltas pamatskola",58.00%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",58.71%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",53.65%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",77.00%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",69.89%
"Krimuldas novads","Turaidas pamatskola",57.71%
"Krimuldas novads","Krimuldas vidusskola",67.88%
"Krustpils novads","Krustpils pamatskola",70.10%
"Krustpils novads","Liepenes pamatskola",63.00%
"Krustpils novads","Sūnu pamatskola",24.00%
"Krustpils novads","Vīpes pamatskola",57.00%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",80.00%
"Kuldīgas novads","Kuldīgas pamatskola",69.28%
"Kuldīgas novads","Ēdoles pamatskola",65.36%
"Kuldīgas novads","Laidu pamatskola",45.25%
"Kuldīgas novads","Turlavas pamatskola",62.00%
"Kuldīgas novads","Vārmes pamatskola",51.38%
"Kuldīgas novads","Vilgāles pamatskola",48.25%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",47.58%
"Kuldīgas novads","Kuldīgas Centra vidusskola",56.44%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",69.22%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",65.44%
"Ķeguma novads","Birzgales pamatskola",47.33%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",73.35%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",80.00%
"Ķekavas novads","Baložu vidusskola",68.20%
"Lielvārdes novads","Lēdmanes pamatskola",75.33%
"Lielvārdes novads","Lielvārdes pamatskola",68.69%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",71.11%
"Lielvārdes novads","Jumpravas vidusskola",55.44%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",66.40%
"Liepājas pilsēta","Liepājas 3. pamatskola",52.31%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",64.92%
"Liepājas pilsēta","Liepājas 15. vidusskola",66.80%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",65.11%
"Liepājas pilsēta","Liepājas 7. vidusskola",55.75%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",67.72%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",58.68%
"Liepājas pilsēta","Liepājas 8. vidusskola",67.42%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",50.07%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",78.81%
"Liepājas pilsēta","Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",44.06%
"Liepājas pilsēta","Liepājas internātpamatskola",56.00%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",65.44%
"Limbažu novads","Lādezera pamatskola",58.43%
"Limbažu novads","Pāles pamatskola",54.57%
"Limbažu novads","Umurgas pamatskola",66.75%
"Limbažu novads","Vidrižu pamatskola",47.70%
"Limbažu novads","Limbažu 3. vidusskola",68.73%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",51.17%
"Limbažu novads","Limbažu novada ģimnāzija",73.26%
"Limbažu novads","Limbažu Profesionālā vidusskola",26.50%
"Līgatnes novads","Līgatnes novada vidusskola",63.81%
"Līvānu novads","Jaunsilavas pamatskola",70.43%
"Līvānu novads","Jersikas pamatskola",63.25%
"Līvānu novads","Rožupes pamatskola",75.00%
"Līvānu novads","Sutru pamatskola",71.67%
"Līvānu novads","Līvānu 1. vidusskola",78.41%
"Līvānu novads","Rudzātu vidusskola",73.50%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",72.00%
"Lubānas novads","Meirānu Kalpaka pamatskola",50.57%
"Lubānas novads","Lubānas vidusskola",61.06%
"Ludzas novads","Nirzas pamatskola",55.33%
"Ludzas novads","Pildas pamatskola",58.50%
"Ludzas novads","Ludzas 2. vidusskola",54.11%
"Ludzas novads","Istras vidusskola",40.55%
"Ludzas novads","Ludzas pilsētas ģimnāzija",68.80%
"Madonas novads","Barkavas pamatskola",72.29%
"Madonas novads","Bērzaunes pamatskola",57.50%
"Madonas novads","Degumnieku pamatskola",61.00%
"Madonas novads","Dzelzavas pamatskola",60.83%
"Madonas novads","Kalsnavas pamatskola",62.88%
"Madonas novads","Kristiāna Dāvida pamatskola",50.67%
"Madonas novads","Kusas pamatskola",53.56%
"Madonas novads","Lazdonas pamatskola",51.50%
"Madonas novads","Liezēres pamatskola",73.33%
"Madonas novads","Mārcienas pamatskola",45.00%
"Madonas novads","Mētrienas pamatskola",73.00%
"Madonas novads","Praulienas pamatskola",59.82%
"Madonas novads","Sarkaņu pamatskola",41.00%
"Madonas novads","Vestienas pamatskola",78.67%
"Madonas novads","Madonas pilsētas 1. vidusskola",67.24%
"Madonas novads","Andreja Eglīša Ļaudonas vidusskola",67.57%
"Madonas novads","Madonas pilsētas 2. vidusskola",67.84%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",55.00%
"Madonas novads","Madonas Valsts ģimnāzija",77.73%
"Madonas novads","Barkavas Profesionālā vidusskola",42.00%
"Mazsalacas novads","Mazsalacas vidusskola",67.43%
"Mālpils novads","Sidgundas pamatskola",73.60%
"Mālpils novads","Mālpils vidusskola",78.93%
"Mālpils novads","Mālpils internātpamatskola",62.44%
"Mārupes novads","Mārupes pamatskola",58.83%
"Mārupes novads","Mārupes vidusskola",73.09%
"Naukšēnu novads","Naukšēnu novada vidusskola",58.10%
"Neretas novads","Mazzalves pamatskola",72.67%
"Neretas novads","Sproģu pamatskola",86.00%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",67.17%
"Nīcas novads","Nīcas vidusskola",69.11%
"Ogres novads","Ķeipenes pamatskola",67.67%
"Ogres novads","Ogresgala pamatskola",70.18%
"Ogres novads","Ogres 1. vidusskola",75.48%
"Ogres novads","Madlienas vidusskola",63.26%
"Ogres novads","Suntažu vidusskola",63.92%
"Ogres novads","Taurupes vidusskola",52.92%
"Ogres novads","Ogres 1.vidusskolas vakara un neklātienes nodaļa",57.80%
"Ogres novads","Ogres Valsts ģimnāzija",72.68%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",53.29%
"Olaines novads","Olaines 2. vidusskola",66.07%
"Olaines novads","Olaines 1. vidusskola",67.85%
"Ozolnieku novads","Teteles pamatskola",81.50%
"Ozolnieku novads","Ozolnieku vidusskola",71.46%
"Pārgaujas novads","Straupes pamatskola",75.73%
"Pārgaujas novads","Stalbes vidusskola",49.83%
"Pāvilostas novads","Vērgales pamatskola",55.11%
"Pāvilostas novads","Pāvilostas vidusskola",69.17%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",66.96%
"Preiļu novads","Preiļu 1. pamatskola",73.92%
"Preiļu novads","Pelēču pamatskola",68.00%
"Preiļu novads","Priekuļu pamatskola",79.33%
"Preiļu novads","Salas pamatskola",62.25%
"Preiļu novads","Preiļu 2. vidusskola",43.43%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",33.50%
"Priekules novads","Gramzdas pamatskola",59.17%
"Priekules novads","Kalētu pamatskola",43.00%
"Priekules novads","Krotes Kronvalda Ata pamatskola",47.75%
"Priekules novads","Virgas pamatskola",36.00%
"Priekules novads","Priekules vidusskola",55.48%
"Priekuļu novads","Mārsnēnu pamatskola",57.75%
"Priekuļu novads","Liepas pamatskola",70.50%
"Priekuļu novads","Priekuļu vidusskola",59.25%
"Raunas novads","Drustu pamatskola",41.00%
"Raunas novads","Raunas vidusskola",69.25%
"Rēzeknes novads","Gaigalavas pamatskola",74.75%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",71.00%
"Rēzeknes novads","Verēmu pamatskola",98.00%
"Rēzeknes novads","Audriņu pamatskola",47.78%
"Rēzeknes novads","Rikavas pamatskola",74.00%
"Rēzeknes novads","Zarečnajas pamatskola",42.50%
"Rēzeknes novads","Feimaņu pamatskola",74.00%
"Rēzeknes novads","Rēznas pamatskola",71.50%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",48.17%
"Rēzeknes novads","Maltas 1. vidusskola",60.00%
"Rēzeknes novads","Nautrēnu vidusskola",58.44%
"Rēzeknes novads","Liepu pamatskola",57.00%
"Rēzeknes novads","Tiskādu vidusskola",46.14%
"Rēzeknes novads","Kaunatas vidusskola",62.08%
"Rēzeknes novads","Kruķu pamatskola",59.25%
"Rēzeknes novads","Maltas 2. vidusskola",53.50%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",83.32%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",65.33%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",53.63%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",61.65%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",58.32%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",56.17%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",54.40%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",35.00%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",51.75%
"Riebiņu novads","Dravnieku pamatskola",67.67%
"Riebiņu novads","Galēnu pamatskola",70.00%
"Riebiņu novads","Rušonas pamatskola",75.75%
"Riebiņu novads","Sīļukalna pamatskola",74.00%
"Riebiņu novads","Riebiņu vidusskola",66.00%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",71.44%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",81.28%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",70.90%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",85.40%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",71.51%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",68.18%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",80.92%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",66.83%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",89.76%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",78.39%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",70.27%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",68.44%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",81.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",73.36%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",71.91%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",71.79%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",72.79%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",79.22%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",54.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",73.02%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",52.58%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",62.18%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",62.96%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",59.36%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Templum""",61.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",66.70%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",68.18%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Ostvalda vidusskola",71.12%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",79.02%
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",71.47%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",72.56%
"Rīgas pilsēta (Latgales priekšp.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",78.67%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Pļavnieku pamatskola",55.30%
"Rīgas pilsēta (Latgales priekšp.)","Privātā pamatskola ""Maksima""",74.17%
"Rīgas pilsēta (Latgales priekšp.)","Jankas Kupalas Rīgas Baltkrievu pamatskola",51.25%
"Rīgas pilsēta (Latgales priekšp.)","Kārļa Videnieka Rīgas 77. vidusskola",72.11%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",72.41%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",75.55%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",74.10%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",69.89%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",70.91%
"Rīgas pilsēta (Latgales priekšp.)","Habad Ebreju privātā vidusskola",78.67%
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""INNOVA""",59.67%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",60.95%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",68.16%
