"Novads","Skola","Kopvērtējums"
"Iecavas novads","Iecavas internātpamatskola",60.00%
"Ikšķiles novads","Ikšķiles vidusskola",56.85%
"Ilūkstes novads","Subates pamatskola",60.73%
"Ilūkstes novads","Eglaines pamatskola (Ilūkstes novads)",55.36%
"Ilūkstes novads","Ilūkstes 1. vidusskola",67.93%
"Ilūkstes novads","Bebrenes vidusskola",68.56%
"Inčukalna novads","Inčukalna pamatskola",74.55%
"Inčukalna novads","Vangažu vidusskola",66.25%
"Jaunjelgavas novads","Daudzeses pamatskola",62.88%
"Jaunjelgavas novads","Seces pagasta pamatskola",60.91%
"Jaunjelgavas novads","Sunākstes pamatskola",57.45%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",67.05%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",62.61%
"Jaunpils novads","Jaunpils vidusskola",60.21%
"Jelgavas novads","Platones pamatskola",60.40%
"Jelgavas novads","Aizupes pamatskola",57.79%
"Jelgavas novads","Sesavas pamatskola",63.50%
"Jelgavas novads","Svētes pamatskola",55.97%
"Jelgavas novads","Šķibes pamatskola",55.82%
"Jelgavas novads","Vilces pamatskola",63.64%
"Jelgavas novads","Zaļenieku pamatskola",65.25%
"Jelgavas novads","Kalnciema pagasta vidusskola",67.27%
"Jelgavas novads","Elejas vidusskola",53.45%
"Jelgavas novads","Kalnciema vidusskola",58.95%
"Jelgavas novads","Līvbērzes vidusskola",70.61%
"Jelgavas novads","Staļģenes vidusskola",69.29%
"Jelgavas novads","Vircavas vidusskola",64.32%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts",42.65%
"Jelgavas novads","Zaļenieku komerciālā un amatniecības vidusskola",45.45%
"Jelgavas pilsēta","Jelgavas Tehnoloģiju vidusskola",59.41%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",59.34%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",58.56%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",67.54%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",62.99%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",46.85%
"Jelgavas pilsēta","Jelgavas 1. internātpamatskola",57.42%
"Jēkabpils novads","Ābeļu pamatskola",67.73%
"Jēkabpils novads","Bērzgala pamatskola",68.18%
"Jēkabpils novads","Dignājas pamatskola",66.75%
"Jēkabpils novads","Dunavas pamatskola",55.76%
"Jēkabpils novads","Rubeņu pamatskola",65.12%
"Jēkabpils novads","Zasas vidusskola",54.09%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",66.43%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",70.64%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",74.44%
"Jūrmalas pilsēta","Slokas pamatskola",57.46%
"Jūrmalas pilsēta","Vaivaru pamatskola",67.98%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",74.05%
"Jūrmalas pilsēta","Ķemeru vidusskola",60.00%
"Jūrmalas pilsēta","Pumpuru vidusskola",62.37%
"Jūrmalas pilsēta","Majoru vidusskola",63.27%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",57.91%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",50.63%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",67.78%
"Kandavas novads","Cēres pamatskola",65.36%
"Kandavas novads","Kandavas novada Zantes pamatskola",59.82%
"Kandavas novads","Vānes pamatskola",65.06%
"Kandavas novads","Zemītes pamatskola",60.82%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",60.16%
"Kandavas novads","Kandavas internātvidusskola",62.99%
"Kārsavas novads","Mērdzenes pamatskola",63.55%
"Kārsavas novads","Mežvidu pamatskola (Kārsavas novads)",65.76%
"Kārsavas novads","Salnavas pamatskola",59.09%
"Kārsavas novads","Kārsavas vidusskola",71.03%
"Kokneses novads","Bebru pamatskola",73.94%
"Kokneses novads","Pērses pamatskola",48.36%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",63.07%
"Kokneses novads","Vecbebru Profesionālā un vispārizglītojošā internātvidusskola",50.81%
"Krāslavas novads","Aulejas pamatskola",69.24%
"Krāslavas novads","Izvaltas pamatskola",54.68%
"Krāslavas novads","Robežnieku pamatskola",46.14%
"Krāslavas novads","Skaistas pamatskola",51.82%
"Krāslavas novads","Indras vidusskola",45.91%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",64.55%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",57.92%
"Krimuldas novads","Krimuldas vidusskola",60.04%
"Krustpils novads","Krustpils pamatskola",58.28%
"Krustpils novads","Mežāres pamatskola",48.86%
"Krustpils novads","Sūnu pamatskola",66.67%
"Krustpils novads","Vīpes pamatskola",52.16%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",80.11%
"Kuldīgas novads","Kuldīgas pamatskola",66.20%
"Kuldīgas novads","Ēdoles pamatskola",54.95%
"Kuldīgas novads","Laidu pamatskola",53.47%
"Kuldīgas novads","Turlavas pamatskola",63.82%
"Kuldīgas novads","Vārmes pamatskola",66.03%
"Kuldīgas novads","Vilgāles pamatskola",57.14%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",60.76%
"Kuldīgas novads","Kuldīgas 2. vidusskola",57.04%
"Kuldīgas novads","Kuldīgas Centra vidusskola",61.10%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",65.45%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",70.52%
"Ķeguma novads","Birzgales pamatskola",66.21%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",64.77%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",71.59%
"Ķekavas novads","Ķekavas vidusskola",67.99%
"Ķekavas novads","Baložu vidusskola",60.83%
"Lielvārdes novads","Lēdmanes pamatskola",62.00%
"Lielvārdes novads","Lielvārdes pamatskola",64.27%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",68.86%
"Lielvārdes novads","Jumpravas vidusskola",67.64%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",67.73%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",66.89%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",64.56%
"Liepājas pilsēta","Liepājas 15. vidusskola",61.89%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",61.57%
"Liepājas pilsēta","Liepājas 8. vidusskola",61.72%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",67.65%
"Liepājas pilsēta","Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",49.39%
"Liepājas pilsēta","Liepājas internātpamatskola",54.43%
"Limbažu novads","Limbažu 3. vidusskola",64.64%
"Līgatnes novads","Līgatnes novada vidusskola",66.36%
"Līvānu novads","Jaunsilavas pamatskola",75.34%
"Līvānu novads","Jersikas pamatskola",62.00%
"Līvānu novads","Rožupes pamatskola",65.26%
"Līvānu novads","Sutru pamatskola",58.18%
"Līvānu novads","Līvānu 1. vidusskola",71.36%
"Līvānu novads","Rudzātu vidusskola",74.30%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",44.36%
"Lubānas novads","Meirānu Kalpaka pamatskola",63.86%
"Lubānas novads","Lubānas vidusskola",70.53%
"Ludzas novads","Pildas pamatskola",57.01%
"Ludzas novads","Ludzas 2. vidusskola",57.78%
"Ludzas novads","Ludzas novada vakara vidusskola",39.70%
"Ludzas novads","Ludzas pilsētas ģimnāzija",67.44%
"Madonas novads","Barkavas pamatskola",71.43%
"Madonas novads","Bērzaunes pamatskola",47.88%
"Madonas novads","Degumnieku pamatskola",55.57%
"Madonas novads","Dzelzavas pamatskola",58.64%
"Madonas novads","Kalsnavas pamatskola",58.95%
"Madonas novads","Kristiāna Dāvida pamatskola",54.55%
"Madonas novads","Kusas pamatskola",73.23%
"Madonas novads","Lazdonas pamatskola",59.64%
"Madonas novads","Liezēres pamatskola",62.58%
"Madonas novads","Mārcienas pamatskola",59.55%
"Madonas novads","Mētrienas pamatskola",67.27%
"Madonas novads","Praulienas pamatskola",65.56%
"Madonas novads","Sarkaņu pamatskola",60.76%
"Madonas novads","Vestienas pamatskola",64.77%
"Madonas novads","Madonas pilsētas 1. vidusskola",64.92%
"Madonas novads","Madonas pilsētas 2. vidusskola",67.59%
"Madonas novads","Andreja Eglīša Ļaudonas vidusskola",70.74%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",45.64%
"Madonas novads","Madonas Valsts ģimnāzija",75.81%
"Mazsalacas novads","Mazsalacas vidusskola",67.19%
"Mālpils novads","Sidgundas pamatskola",73.64%
"Mālpils novads","Mālpils novada vidusskola",66.16%
"Mālpils novads","Mālpils internātpamatskola",56.18%
"Mārupes novads","Mārupes pamatskola",59.24%
"Mārupes novads","Mārupes vidusskola",62.02%
"Naukšēnu novads","Naukšēnu novada vidusskola",60.04%
"Naukšēnu novads","Sociālās korekcijas izglītības iestāde ""Naukšēni""",53.07%
"Neretas novads","Sproģu pamatskola",77.12%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",72.94%
"Nīcas novads","Rudes pamatskola",77.88%
"Nīcas novads","Nīcas vidusskola",55.84%
"Ogres novads","Ķeipenes pamatskola",60.65%
"Ogres novads","Ogresgala pamatskola",56.00%
"Ogres novads","Taurupes pamatskola",69.09%
"Ogres novads","Ogres 1. vidusskola",68.90%
"Ogres novads","Madlienas vidusskola",62.58%
"Ogres novads","Mazozolu filiāle",56.14%
"Ogres novads","Meņģeles filiāle",66.48%
"Ogres novads","Suntažu vidusskola",61.91%
"Ogres novads","OGRES 1.VIDUSSKOLAS VAKARA UN NEKLĀTIENES NODAĻA",49.39%
"Ogres novads","Ogres Valsts ģimnāzija",67.69%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",51.09%
"Olaines novads","Olaines 1. vidusskola",60.09%
"Ozolnieku novads","Garozas pamatskola",61.59%
"Ozolnieku novads","Salgales pamatskola",60.76%
"Ozolnieku novads","Teteles pamatskola",74.44%
"Ozolnieku novads","Ozolnieku vidusskola",64.85%
"Pārgaujas novads","Straupes pamatskola",71.97%
"Pārgaujas novads","Stalbes vidusskola",56.01%
"Pāvilostas novads","Vērgales pamatskola",84.55%
"Pāvilostas novads","Pāvilostas vidusskola",75.57%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",67.65%
"Preiļu novads","Preiļu 1. pamatskola",64.08%
"Preiļu novads","Pelēču pamatskola",55.04%
"Preiļu novads","Priekuļu pamatskola",75.15%
"Preiļu novads","Salas pamatskola",74.55%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",52.05%
"Priekules novads","Gramzdas pamatskola",54.00%
"Priekules novads","Kalētu pamatskola",56.27%
"Priekules novads","Virgas pamatskola",55.19%
"Priekules novads","Priekules vidusskola",57.73%
"Priekuļu novads","Liepas pamatskola",57.82%
"Priekuļu novads","Mārsnēnu pamatskola",72.73%
"Priekuļu novads","Priekuļu vidusskola",66.45%
"Raunas novads","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",86.36%
"Raunas novads","Drustu pamatskola",73.94%
"Raunas novads","Raunas vidusskola",63.48%
"Rēzeknes novads","Rikavas pamatskola",55.00%
"Rēzeknes novads","Bērzgales pamatskola",68.86%
"Rēzeknes novads","Feimaņu pamatskola",57.47%
"Rēzeknes novads","Gaigalavas pamatskola",61.45%
"Rēzeknes novads","Jaunstrūžānu pamatskola",40.00%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",66.97%
"Rēzeknes novads","Rēznas pamatskola",47.16%
"Rēzeknes novads","Verēmu pamatskola",57.58%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",66.46%
"Rēzeknes novads","Dricānu vidusskola",58.90%
"Rēzeknes novads","Lūcijas Rancānes Makašānu Amatu vidusskola",41.30%
"Rēzeknes novads","Maltas 1. vidusskola",63.04%
"Rēzeknes novads","Nautrēnu vidusskola",62.61%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",73.25%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",63.99%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",70.63%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",59.70%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",62.38%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",55.68%
"Riebiņu novads","Dravnieku pamatskola",62.12%
"Riebiņu novads","Galēnu pamatskola",67.01%
"Riebiņu novads","Rušonas pamatskola",59.19%
"Riebiņu novads","Sīļukalna pamatskola",78.36%
"Riebiņu novads","Silajāņu pamatskola",49.09%
"Riebiņu novads","Riebiņu vidusskola",58.35%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",68.27%
"Rīgas pilsēta (Centra raj.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",67.78%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",76.19%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",71.26%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",52.60%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",62.95%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",79.18%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",69.23%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",66.10%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",67.89%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",67.17%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",69.25%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",52.27%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",66.92%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",57.67%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",70.86%
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",74.11%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Doma kora skola",78.57%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",64.22%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Avotu pamatskola",55.80%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Pļavnieku pamatskola",63.54%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",59.98%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",66.73%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",62.70%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",67.27%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",68.10%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 1. vidusskola",59.39%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Tālmācības vidusskola",61.99%
"Rīgas pilsēta (Latgales priekšp.)","Tālmācības vidusskola ""Rīgas Komercskola""",64.77%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",51.02%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",60.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lastādijas internātpamatskola",51.82%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",75.72%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Ezerkrastu pamatskola",50.80%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",66.46%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",67.61%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",66.66%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",70.60%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",61.18%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",70.67%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",78.17%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",74.55%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",69.39%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",59.95%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Franču licejs",74.32%
"Rīgas pilsēta (Zemgales priekšp.)","Friča Brīvzemnieka pamatskola",67.14%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Igauņu pamatskola",71.30%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",55.75%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 94. vidusskola",62.58%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 14. vakara (maiņu) vidusskola",50.48%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",66.06%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",71.36%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",61.92%
"Rīgas pilsēta (Zemgales priekšp.)","Āgenskalna Valsts ģimnāzija",70.44%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Mūzikas internātvidusskola",58.18%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 7. pamatskola",60.08%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",64.68%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",60.47%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",66.76%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",74.17%
