"Novads","Skola","Kopvērtējums"
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",70.85%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",76.54%
"Rīgas pilsēta (Latgales priekšp.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",67.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Pļavnieku pamatskola",62.65%
"Rīgas pilsēta (Latgales priekšp.)","Privātā pamatskola ""Maksima""",71.96%
"Rīgas pilsēta (Latgales priekšp.)","Jankas Kupalas Rīgas Baltkrievu pamatskola",61.03%
"Rīgas pilsēta (Latgales priekšp.)","Humanitārā privātģimnāzija",63.82%
"Rīgas pilsēta (Latgales priekšp.)","Kārļa Videnieka Rīgas 77. vidusskola",62.06%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",72.43%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",65.71%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",56.53%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",58.59%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",69.04%
"Rīgas pilsēta (Latgales priekšp.)","Habad Ebreju privātā vidusskola",83.14%
"Rīgas pilsēta (Latgales priekšp.)","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",85.76%
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""INNOVA""",87.06%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",62.18%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",76.36%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",70.07%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 72. vidusskola",65.08%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",62.87%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 86. vidusskola",72.48%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",75.26%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola",57.41%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",55.71%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 92. vidusskola",67.29%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Krievu vidusskola",63.76%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ukraiņu vidusskola",79.41%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Tālmācības vidusskola",58.39%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",56.09%
"Rīgas pilsēta (Latgales priekšp.)","Tālmācības vidusskola ""Rīgas Komercskola""",61.41%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",66.93%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola (š.cietums)",57.25%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",74.29%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",66.70%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",81.52%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",66.63%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",61.78%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Ezerkrastu vidusskola",65.07%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Franču licejs",74.03%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",62.61%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",72.03%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Norma""",80.59%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 60. vidusskola",70.56%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 63. vidusskola",67.15%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",74.24%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Herdera vidusskola",69.03%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Purvciema vidusskola",69.79%
"Rīgas pilsēta (Vidzemes priekšp.)","Š. Dubnova Rīgas Ebreju vidusskola",73.63%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",63.24%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",78.59%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Laisma""",88.24%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 21. vidusskola",72.30%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",73.84%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 89. vidusskola",77.77%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Itas Kozakēvičas Poļu vidusskola",86.73%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",53.57%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Klasiskā ģimnāzija",77.51%
"Rīgas pilsēta (Zemgales priekšp.)","Friča Brīvzemnieka pamatskola",57.45%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Igauņu pamatskola",72.40%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",61.28%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 94. vidusskola",60.88%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 53. vidusskola",68.48%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 61. vidusskola",64.33%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 95. vidusskola",79.17%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",71.84%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 14. vakara (maiņu) vidusskola",54.96%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",62.92%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",73.43%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",67.42%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Zolitūdes ģimnāzija",81.83%
"Rīgas pilsēta (Zemgales priekšp.)","Āgenskalna Valsts ģimnāzija",68.55%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",58.31%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",56.67%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",77.24%
"Rīgas pilsēta (Ziemeļu raj.)","Puškina licejs",66.49%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 10. vidusskola",72.51%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 29. vidusskola",52.46%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 46. vidusskola",66.14%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",87.54%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",70.84%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 37. vidusskola",55.46%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",52.68%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Valsts 2. ģimnāzija",80.12%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",70.08%
"Rojas novads","Mērsraga vidusskola",59.78%
"Rojas novads","Rojas vidusskola",64.78%
"Ropažu novads","Zaķumuižas pamatskola",77.98%
"Ropažu novads","Ropažu vidusskola",53.20%
"Rucavas novads","Rucavas pamatskola",72.81%
"Rucavas novads","Sikšņu pamatskola",69.67%
"Rugāju novads","Eglaines pamatskola",72.55%
"Rugāju novads","Rugāju novada vidusskola",58.49%
"Rundāles novads","Pilsrundāles vidusskola",68.02%
"Rūjienas novads","Jeru pamatskola",56.00%
"Rūjienas novads","Rūjienas vidusskola",55.04%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",60.29%
"Salacgrīvas novads","Salacgrīvas vidusskola",67.74%
"Salacgrīvas novads","Liepupes vidusskola",86.54%
"Salas novads","Biržu pamatskola",72.75%
"Salas novads","Salas vidusskola",59.31%
"Salas novads","Biržu internātpamatskola",60.45%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",71.99%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",69.87%
"Saldus novads","Saldus pamatskola",73.61%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",57.01%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",75.80%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",59.85%
"Saldus novads","Saldus novada pašvaldības Nīgrandes pamatskola",56.99%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",50.20%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",65.75%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",55.00%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",66.82%
"Saldus novads","Saldus 2. vidusskola",72.69%
"Saldus novads","Saldus 1.vidusskola",63.07%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",65.88%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",54.45%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",66.47%
"Saldus novads","Saldus Vakara vidusskola",46.55%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",54.62%
"Saulkrastu novads","Saulkrastu vidusskola",69.74%
"Saulkrastu novads","Zvejniekciema vidusskola",76.59%
"Sējas novads","Sējas pamatskola",61.83%
"Sējas novads","Murjāņu sporta ģimnāzija",64.43%
"Siguldas novads","Siguldas 1. pamatskola",71.10%
"Siguldas novads","Allažu pamatskola",74.35%
"Siguldas novads","Mores pamatskola",56.76%
"Siguldas novads","Siguldas pilsētas vidusskola",48.43%
"Siguldas novads","Siguldas Valsts ģimnāzija",72.21%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",68.15%
"Skrundas novads","Nīkrāces pamatskola",65.88%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",68.68%
"Skrundas novads","Skrundas vidusskola",63.36%
"Skrundas novads","Skrundas Profesionālā vidusskola",44.54%
"Smiltenes novads","Bilskas pamatskola",61.76%
"Smiltenes novads","Blomes pamatskola",68.24%
"Smiltenes novads","Grundzāles pamatskola",62.47%
"Smiltenes novads","Palsmanes pamatskola",57.49%
"Smiltenes novads","Variņu pamatskola",67.27%
"Smiltenes novads","Smiltenes Centra vidusskola",65.07%
"Stopiņu novads","Stopiņu pamatskola",63.11%
"Stopiņu novads","Ulbrokas vidusskola",66.81%
"Stopiņu novads","Upesleju internātpamatskola – rehabilitācijas centrs",55.97%
"Strenču novads","Strenču novada vidusskola",54.31%
"Talsu novads","Stendes pamatskola",57.25%
"Talsu novads","Talsu pamatskola",67.65%
"Talsu novads","Laidzes pamatskola",57.78%
"Talsu novads","Laucienes pamatskola",64.81%
"Talsu novads","Laucienes pamatskolas filiāle",60.44%
"Talsu novads","Pastendes pamatskola",64.16%
"Talsu novads","Pūņu pamatskola",65.88%
"Talsu novads","Virbu pamatskola",76.79%
"Talsu novads","Vandzenes pamatskola",68.02%
"Talsu novads","Sabiles vidusskola",67.22%
"Talsu novads","Talsu 2. vidusskola",61.85%
"Talsu novads","Talsu Kristīgā vidusskola",75.52%
"Talsu novads","Valdemārpils vidusskola",68.37%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",53.06%
"Talsu novads","Talsu Valsts ģimnāzija",68.08%
"Tērvetes novads","Bukaišu pamatskola",57.65%
"Tērvetes novads","Tērvetes pamatskola",58.43%
"Tērvetes novads","Annas Brigaderes pamatskola",70.44%
"Tērvetes novads","Augstkalnes vidusskola",62.94%
"Tukuma novads","Tukuma 2. pamatskola",73.18%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",65.36%
"Tukuma novads","Džūkstes pamatskola",46.63%
"Tukuma novads","Pūres pamatskola",70.50%
"Tukuma novads","Tukuma 2. vidusskola",68.19%
"Tukuma novads","Irlavas vidusskola",60.06%
"Tukuma novads","Tumes vidusskola",57.86%
"Tukuma novads","Zemgales vidusskola (Tukuma nov.)",58.99%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",46.41%
"Tukuma novads","Tukuma Raiņa ģimnāzija",67.26%
"Vaiņodes novads","Vaiņodes vidusskola",60.32%
"Vaiņodes novads","Vaiņodes internātpamatskola",55.56%
"Valkas novads","Ērģemes pamatskola",63.53%
"Valkas novads","Kārķu pamatskola",75.29%
"Valkas novads","Ozolu pamatskola",63.53%
"Valkas novads","Vijciema pamatskola",58.12%
"Valkas novads","Valkas pamatskola",57.88%
"Valkas novads","Valkas ģimnāzija",62.98%
"Kocēnu novads","Jaunburtnieku pamatskola",58.94%
"Kocēnu novads","Jura Neikena Dikļu pamatskola",56.20%
"Kocēnu novads","Kocēnu pamatskola",61.63%
"Kocēnu novads","Rubenes pamatskola",67.87%
"Valmieras pilsēta","Valmieras 5. vidusskola",61.21%
"Valmieras pilsēta","Valmieras Viestura vidusskola",59.29%
"Valmieras pilsēta","Valmieras 2. vidusskola",64.14%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",55.67%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",71.89%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",67.25%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",48.24%
"Varakļānu novads","Murmastienes pamatskola",64.84%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",68.24%
"Varakļānu novads","Varakļānu vidusskola",75.61%
"Vārkavas novads","Vārkavas pamatskola",52.94%
"Vārkavas novads","Vārkavas vidusskola",66.14%
"Vecpiebalgas novads","Taurenes pamatskola",57.65%
"Vecpiebalgas novads","Dzērbenes vidusskola",58.82%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",65.15%
"Vecumnieku novads","Stelpes pamatskola",82.16%
"Vecumnieku novads","Misas vidusskola",68.92%
"Vecumnieku novads","Skaistkalnes vidusskola",66.67%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",60.39%
"Vecumnieku novads","Vecumnieku vidusskola",72.27%
"Ventspils novads","Ances pamatskola",61.76%
"Ventspils novads","Popes pamatskola",67.53%
"Ventspils novads","Puzes pamatskola",61.37%
"Ventspils novads","Užavas pamatskola",59.61%
"Ventspils novads","Zlēku pamatskola",78.82%
"Ventspils novads","Zūru pamatskola",75.03%
"Ventspils novads","Piltenes vidusskola",62.99%
"Ventspils novads","Ugāles vidusskola",62.13%
"Ventspils pilsēta","Ventspils 4. vidusskola",77.70%
"Ventspils pilsēta","Ventspils 5. vidusskola",71.16%
"Ventspils pilsēta","Ventspils 2. vidusskola",72.55%
"Ventspils pilsēta","Ventspils 3. vidusskola",75.90%
"Ventspils pilsēta","Ventspils 6. vidusskola",67.83%
"Ventspils pilsēta","Ventspils vakara vidusskola",54.97%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",74.14%
"Viesītes novads","Rites pamatskola",61.85%
"Viesītes novads","Viesītes vidusskola",65.41%
"Viļakas novads","Mežvidu pamatskola",70.20%
"Viļakas novads","Viduču pamatskola",77.06%
"Viļakas novads","Žīguru pamatskola",67.06%
"Viļakas novads","Kupravas pamatskola",72.35%
"Viļakas novads","Rekavas vidusskola",70.88%
"Viļakas novads","Viļakas Valsts ģimnāzija",63.89%
"Viļānu novads","Dekšāru pamatskola",63.53%
"Viļānu novads","Viļānu vidusskola",71.89%
"Zilupes novads","Zilupes vidusskola",66.06%
