"Novads","Skola","Kopvērtējums"
"Dobeles novads","Annenieku pamatskola",66.27%
"Dobeles novads","Lejasstrazdu pamatskola",48.71%
"Dobeles novads","Dobeles 1. vidusskola",52.77%
"Dobeles novads","Dobeles Valsts ģimnāzija",71.05%
"Dobeles novads","Dobeles Amatniecības un vispārizglītojošā vidusskola",57.65%
"Dobeles novads","Apguldes Profesionālā vidusskola",52.35%
"Dundagas novads","Kolkas pamatskola",63.63%
"Dundagas novads","Dundagas vidusskola",74.44%
"Durbes novads","Ata Kronvalda Durbes vidusskola",64.19%
"Engures novads","Lapmežciema pamatskola",68.87%
"Engures novads","Smārdes pamatskola",62.90%
"Engures novads","Engures vidusskola",57.56%
"Ērgļu novads","Jāņa Zālīša Sausnējas pamatskola",48.04%
"Ērgļu novads","Ērgļu vidusskola",67.23%
"Garkalnes novads","Garkalnes vidusskola",64.18%
"Garkalnes novads","Berģu Mūzikas un mākslas pamatskola",68.24%
"Grobiņas novads","Bārtas pamatskola",60.59%
"Grobiņas novads","Gaviezes pamatskola",56.34%
"Grobiņas novads","Kapsēdes pamatskola",51.60%
"Grobiņas novads","Grobiņas pamatskola",59.06%
"Grobiņas novads","Grobiņas ģimnāzija",71.97%
"Gulbenes novads","Daukstes pamatskola",62.24%
"Gulbenes novads","Druvienas pamatskola",77.88%
"Gulbenes novads","Galgauskas pamatskola",55.03%
"Gulbenes novads","K. Valdemāra pamatskola",60.17%
"Gulbenes novads","Litenes pamatskola",69.92%
"Gulbenes novads","Rankas pamatskola",66.55%
"Gulbenes novads","Stāķu pamatskola",54.01%
"Gulbenes novads","Stāmerienas pamatskola",73.58%
"Gulbenes novads","Tirzas pamatskola",64.92%
"Gulbenes novads","Gulbenes 2. vidusskola",68.35%
"Gulbenes novads","Gulbenes vidusskola",62.69%
"Gulbenes novads","Gulbīša vidusskola",51.06%
"Gulbenes novads","Lejasciema vidusskola",68.82%
"Gulbenes novads","Lizuma vidusskola",65.78%
"Gulbenes novads","Gulbenes Vakara (maiņu) vidusskola",46.47%
"Gulbenes novads","Gulbenes novada valsts ģimnāzija",75.13%
"Gulbenes novads","Rankas Profesionālā vidusskola",43.36%
"Iecavas novads","Dzimtmisas pamatskola",65.53%
"Iecavas novads","Iecavas vidusskola",72.55%
"Iecavas novads","Iecavas internātpamatskola",55.82%
"Ikšķiles novads","Tīnūžu pamatskola",74.19%
"Ikšķiles novads","Ikšķiles vidusskola",71.82%
"Ilūkstes novads","Subates pamatskola",56.24%
"Ilūkstes novads","Eglaines pamatskola",62.06%
"Ilūkstes novads","Ilūkstes 1. vidusskola",62.50%
"Ilūkstes novads","Bebrenes vidusskola",74.41%
"Ilūkstes novads","Ilūkstes Sadraudzības vidusskola",64.84%
"Inčukalna novads","Inčukalna pamatskola",67.16%
"Inčukalna novads","Vangažu vidusskola",65.88%
"Jaunjelgavas novads","Daudzeses pamatskola",60.98%
"Jaunjelgavas novads","Seces pagasta pamatskola",60.86%
"Jaunjelgavas novads","Sunākstes pamatskola",37.65%
"Jaunjelgavas novads","Jaunjelgavas vidusskola",70.82%
"Jaunpiebalgas novads","Jaunpiebalgas vidusskola",59.24%
"Jaunpils novads","Jaunpils vidusskola",61.98%
"Jelgavas novads","Platones pamatskola",60.94%
"Jelgavas novads","Aizupes pamatskola",64.71%
"Jelgavas novads","Sesavas pamatskola",62.48%
"Jelgavas novads","Svētes pamatskola",62.97%
"Jelgavas novads","Vilces pamatskola",70.22%
"Jelgavas novads","Zaļenieku pamatskola",62.69%
"Jelgavas novads","Šķibes pamatskola",54.26%
"Jelgavas novads","Elejas vidusskola",75.85%
"Jelgavas novads","Kalnciema vidusskola",56.96%
"Jelgavas novads","Līvbērzes vidusskola",60.34%
"Jelgavas novads","Staļģenes vidusskola",55.29%
"Jelgavas novads","Vircavas vidusskola",58.00%
"Jelgavas novads","Kalnciema pagasta vidusskola",64.71%
"Jelgavas novads","Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts",49.41%
"Jelgavas pilsēta","Jelgavas 2. pamatskola",53.75%
"Jelgavas pilsēta","Jelgavas 4. vidusskola",60.61%
"Jelgavas pilsēta","Jelgavas 5. vidusskola",60.71%
"Jelgavas pilsēta","Jelgavas 6. vidusskola",68.42%
"Jelgavas pilsēta","Jelgavas Vakara (maiņu) vidusskola",50.88%
"Jelgavas pilsēta","Jelgavas 1. ģimnāzija",54.42%
"Jelgavas pilsēta","Jelgavas Spīdolas ģimnāzija",71.08%
"Jelgavas pilsēta","Jelgavas Valsts ģimnāzija",64.91%
"Jelgavas pilsēta","Jelgavas Amatu vidusskola",53.95%
"Jelgavas pilsēta","Jelgavas 1.speciālā internātpamatskola",75.53%
"Jēkabpils novads","Ābeļu pamatskola",62.02%
"Jēkabpils novads","Bērzgala pamatskola",72.16%
"Jēkabpils novads","Dignājas pamatskola",61.91%
"Jēkabpils novads","Dunavas pamatskola",36.47%
"Jēkabpils novads","Rubeņu pamatskola",70.20%
"Jēkabpils novads","Zasas vidusskola",62.81%
"Jēkabpils pilsēta","Jēkabpils 3. vidusskola",66.78%
"Jēkabpils pilsēta","Jēkabpils Valsts ģimnāzija",64.73%
"Jūrmalas pilsēta","Jūrmalas Alternatīvā skola",83.43%
"Jūrmalas pilsēta","Slokas pamatskola",64.19%
"Jūrmalas pilsēta","Vaivaru pamatskola",67.38%
"Jūrmalas pilsēta","Ķemeru vidusskola",53.76%
"Jūrmalas pilsēta","Majoru vidusskola",61.18%
"Jūrmalas pilsēta","Jūrmalas pilsētas Kauguru vidusskola",59.91%
"Jūrmalas pilsēta","Jūrmalas pilsētas Mežmalas vidusskola",46.20%
"Jūrmalas pilsēta","Jūrmalas pilsētas Jaundubultu vidusskola",52.18%
"Jūrmalas pilsēta","Jūrmalas pilsētas Lielupes vidusskola",50.91%
"Jūrmalas pilsēta","Jūrmalas vakara vidusskola",49.80%
"Jūrmalas pilsēta","Murjāņu sporta ģimnāzija Jūrmalas filiāle",63.64%
"Jūrmalas pilsēta","Jūrmalas Valsts ģimnāzija",68.51%
"Kandavas novads","Cēres pamatskola",74.62%
"Kandavas novads","Kandavas novada Zantes pamatskola",60.71%
"Kandavas novads","Vānes pamatskola",58.82%
"Kandavas novads","Zemītes pamatskola",59.29%
"Kandavas novads","Kandavas Kārļa Mīlenbaha vidusskola",69.32%
"Kandavas novads","Kandavas internātvidusskola",63.83%
"Kārsavas novads","Mērdzenes pamatskola",72.81%
"Kārsavas novads","Salnavas pamatskola",78.82%
"Kārsavas novads","Kārsavas vidusskola",67.74%
"Kokneses novads","Bebru pamatskola",69.71%
"Kokneses novads","Pērses pamatskola",64.94%
"Kokneses novads","Ilmāra Gaiša Kokneses vidusskola",64.48%
"Kokneses novads","Bebru internātvidusskola",65.10%
"Krāslavas novads","Krāslavas pamatskola",58.53%
"Krāslavas novads","Aulejas pamatskola",74.12%
"Krāslavas novads","Izvaltas pamatskola",59.65%
"Krāslavas novads","Robežnieku pamatskola",68.33%
"Krāslavas novads","Krāslavas gr. Plāteru v.n. Poļu pamatskola",63.03%
"Krāslavas novads","Krāslavas Varavīksnes vidusskola",65.13%
"Krāslavas novads","Krāslavas Valsts ģimnāzija",72.94%
"Krimuldas novads","Garlība Merķeļa Lēdurgas pamatskola",69.41%
"Krimuldas novads","Turaidas pamatskola",60.50%
"Krimuldas novads","Krimuldas vidusskola",68.48%
"Krustpils novads","Krustpils pamatskola",70.59%
"Krustpils novads","Liepenes pamatskola",60.00%
"Krustpils novads","Sūnu pamatskola",71.76%
"Krustpils novads","Mežāres pamatskola",51.76%
"Krustpils novads","Vīpes pamatskola",61.18%
"Krustpils novads","Brāļu Skrindu Atašienes vidusskola",84.71%
"Kuldīgas novads","Kuldīgas pamatskola",58.24%
"Kuldīgas novads","Ēdoles pamatskola",70.39%
"Kuldīgas novads","Laidu pamatskola",58.66%
"Kuldīgas novads","Turlavas pamatskola",61.18%
"Kuldīgas novads","Vārmes pamatskola",68.73%
"Kuldīgas novads","Vilgāles pamatskola",59.16%
"Kuldīgas novads","Z.A. Meierovica Kabiles pamatskola",67.84%
"Kuldīgas novads","Kuldīgas 2. vidusskola",52.42%
"Kuldīgas novads","Kuldīgas Centra vidusskola",60.84%
"Kuldīgas novads","Kuldīgas Mākslas un humanitāro zinību vidusskola",60.87%
"Kuldīgas novads","V. Plūdoņa Kuldīgas ģimnāzija",70.82%
"Ķeguma novads","Birzgales pamatskola",50.25%
"Ķeguma novads","Ķeguma komercnovirziena vidusskola",74.62%
"Ķekavas novads","Privātā pamatskola ""Gaismas tilts 97""",80.50%
"Ķekavas novads","Baložu vidusskola",73.42%
"Lielvārdes novads","Lēdmanes pamatskola",79.06%
"Lielvārdes novads","Lielvārdes pamatskola",59.96%
"Lielvārdes novads","Edgara Kauliņa Lielvārdes vidusskola",67.13%
"Lielvārdes novads","Jumpravas vidusskola",66.88%
"Liepājas pilsēta","Liepājas Katoļu pamatskola",66.05%
"Liepājas pilsēta","Liepājas 3. pamatskola",64.37%
"Liepājas pilsēta","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola",64.06%
"Liepājas pilsēta","J. Čakstes Liepājas pilsētas 10. vidusskola",62.57%
"Liepājas pilsēta","Liepājas 15. vidusskola",60.83%
"Liepājas pilsēta","Liepājas Raiņa 6. vidusskola",60.94%
"Liepājas pilsēta","Liepājas 7. vidusskola",65.78%
"Liepājas pilsēta","Liepājas A. Puškina 2. vidusskola",72.67%
"Liepājas pilsēta","Liepājas pilsētas 12. vidusskola",65.93%
"Liepājas pilsēta","Liepājas 8. vidusskola",74.28%
"Liepājas pilsēta","Liepājas vakara (maiņu) vidusskola",62.43%
"Liepājas pilsēta","Liepājas Valsts 1. ģimnāzija",73.80%
"Liepājas pilsēta","Liepājas internātpamatskola",48.53%
"Limbažu novads","Baumaņu Kārļa Viļķenes pamatskola",57.18%
"Limbažu novads","Lādezera pamatskola",68.91%
"Limbažu novads","Pāles pamatskola",59.56%
"Limbažu novads","Umurgas pamatskola",66.76%
"Limbažu novads","Vidrižu pamatskola",67.06%
"Limbažu novads","Limbažu 3. vidusskola",70.95%
"Limbažu novads","Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola",56.47%
"Limbažu novads","Limbažu novada ģimnāzija",72.65%
"Limbažu novads","Limbažu Profesionālā vidusskola",56.08%
"Līgatnes novads","Līgatnes novada vidusskola",58.12%
"Līvānu novads","Jaunsilavas pamatskola",50.46%
"Līvānu novads","Jersikas pamatskola",66.80%
"Līvānu novads","Rožupes pamatskola",57.65%
"Līvānu novads","Sutru pamatskola",66.86%
"Līvānu novads","Līvānu 1. vidusskola",74.96%
"Līvānu novads","Rudzātu vidusskola",84.12%
"Līvānu novads","Līvānu novada Vakara (maiņu) vidusskola",57.41%
"Lubānas novads","Meirānu Kalpaka pamatskola",57.35%
"Lubānas novads","Lubānas vidusskola",50.91%
"Ludzas novads","Nirzas pamatskola",54.12%
"Ludzas novads","Pildas pamatskola",64.90%
"Ludzas novads","Ludzas 2. vidusskola",69.41%
"Ludzas novads","Istras vidusskola",59.04%
"Ludzas novads","Ludzas pilsētas ģimnāzija",72.37%
"Madonas novads","Barkavas pamatskola",75.29%
"Madonas novads","Bērzaunes pamatskola",69.02%
"Madonas novads","Degumnieku pamatskola",64.71%
"Madonas novads","Dzelzavas pamatskola",63.14%
"Madonas novads","Kalsnavas pamatskola",58.53%
"Madonas novads","Kristiāna Dāvida pamatskola",61.18%
"Madonas novads","Kusas pamatskola",64.39%
"Madonas novads","Lazdonas pamatskola",53.33%
"Madonas novads","Liezēres pamatskola",70.16%
"Madonas novads","Mētrienas pamatskola",69.24%
"Madonas novads","Praulienas pamatskola",63.17%
"Madonas novads","Sarkaņu pamatskola",44.71%
"Madonas novads","Vestienas pamatskola",48.50%
"Madonas novads","Madonas pilsētas 1. vidusskola",60.46%
"Madonas novads","Andreja Eglīša Ļaudonas vidusskola",69.34%
"Madonas novads","Madonas pilsētas 2. vidusskola",58.11%
"Madonas novads","Madonas Vakara un neklātienes vidusskola",44.71%
"Madonas novads","Madonas Valsts ģimnāzija",79.33%
"Madonas novads","Barkavas Profesionālā vidusskola",41.76%
"Mazsalacas novads","Mazsalacas vidusskola",59.65%
"Mālpils novads","Sidgundas pamatskola",74.90%
"Mālpils novads","Mālpils vidusskola",77.06%
"Mālpils novads","Mālpils internātpamatskola",56.34%
"Mārupes novads","Mārupes pamatskola",69.41%
"Mārupes novads","Mārupes vidusskola",66.95%
"Naukšēnu novads","Naukšēnu novada vidusskola",59.55%
"Naukšēnu novads","Sociālās korekcijas izglītības iestāde ""Naukšēni""",32.55%
"Neretas novads","Mazzalves pamatskola",49.92%
"Neretas novads","Sproģu pamatskola",61.41%
"Neretas novads","Neretas Jāņa Jaunsudrabiņa vidusskola",70.00%
"Nīcas novads","Rudes pamatskola",69.80%
"Nīcas novads","Nīcas vidusskola",67.37%
"Ogres novads","Ķeipenes pamatskola",64.81%
"Ogres novads","Ogresgala pamatskola",66.72%
"Ogres novads","Ogres 1. vidusskola",60.50%
"Ogres novads","Madlienas vidusskola",69.49%
"Ogres novads","Suntažu vidusskola",59.67%
"Ogres novads","Taurupes vidusskola",66.27%
"Ogres novads","Ogres 1.vidusskolas vakara un neklātienes nodaļa",57.13%
"Ogres novads","Ogres Valsts ģimnāzija",63.78%
"Ogres novads","Suntažu internātpamatskola - rehabilitācijas centrs",59.88%
"Olaines novads","Olaines 2. vidusskola",65.05%
"Olaines novads","Olaines 1. vidusskola",57.87%
"Ozolnieku novads","Garozas pamatskola",52.94%
"Ozolnieku novads","Teteles pamatskola",55.59%
"Ozolnieku novads","Ozolnieku vidusskola",67.42%
"Pārgaujas novads","Straupes pamatskola",71.96%
"Pārgaujas novads","Stalbes vidusskola",55.29%
"Pāvilostas novads","Vērgales pamatskola",60.59%
"Pāvilostas novads","Pāvilostas vidusskola",70.52%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",56.72%
"Preiļu novads","Preiļu 1. pamatskola",70.01%
"Preiļu novads","Pelēču pamatskola",59.06%
"Preiļu novads","Priekuļu pamatskola",81.88%
"Preiļu novads","Salas pamatskola",70.12%
"Preiļu novads","Preiļu 2. vidusskola",69.92%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",46.72%
"Priekules novads","Gramzdas pamatskola",61.31%
"Priekules novads","Kalētu pamatskola",51.09%
"Priekules novads","Krotes Kronvalda Ata pamatskola",61.57%
"Priekules novads","Virgas pamatskola",46.32%
"Priekules novads","Priekules vidusskola",56.97%
"Priekuļu novads","Mārsnēnu pamatskola",66.71%
"Priekuļu novads","Liepas pamatskola",51.70%
"Priekuļu novads","Priekuļu vidusskola",53.92%
"Raunas novads","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",67.06%
"Raunas novads","Drustu pamatskola",76.18%
"Raunas novads","Raunas vidusskola",68.71%
"Rēzeknes novads","Bērzgales pamatskola",60.00%
"Rēzeknes novads","Gaigalavas pamatskola",84.20%
"Rēzeknes novads","Jaunstrūžānu pamatskola",56.32%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",67.65%
"Rēzeknes novads","Verēmu pamatskola",70.59%
"Rēzeknes novads","Audriņu pamatskola",74.25%
"Rēzeknes novads","Rikavas pamatskola",72.06%
"Rēzeknes novads","Zarečnajas pamatskola",56.76%
"Rēzeknes novads","Feimaņu pamatskola",70.72%
"Rēzeknes novads","Rēznas pamatskola",67.41%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",66.01%
"Rēzeknes novads","Dricānu vidusskola",57.98%
"Rēzeknes novads","Lūcijas Rancānes Makašānu Amatu vidusskola",48.53%
"Rēzeknes novads","Maltas 1. vidusskola",54.39%
"Rēzeknes novads","Nautrēnu vidusskola",68.31%
"Rēzeknes novads","Liepu pamatskola",76.30%
"Rēzeknes novads","Tiskādu vidusskola",61.09%
"Rēzeknes novads","Kaunatas vidusskola",57.65%
"Rēzeknes novads","Kruķu pamatskola",66.76%
"Rēzeknes novads","Maltas 2. vidusskola",66.22%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",69.97%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",64.01%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",69.71%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",78.99%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",68.05%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",73.04%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",65.33%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",59.06%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",53.09%
"Riebiņu novads","Dravnieku pamatskola",74.62%
"Riebiņu novads","Galēnu pamatskola",76.62%
"Riebiņu novads","Rušonas pamatskola",64.58%
"Riebiņu novads","Sīļukalna pamatskola",80.98%
"Riebiņu novads","Silajāņu pamatskola",62.35%
"Riebiņu novads","Riebiņu vidusskola",71.15%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",73.24%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",73.56%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",81.88%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",72.87%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",64.12%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",77.75%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",49.90%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",84.95%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",63.49%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",80.74%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",66.63%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",77.25%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",51.20%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",56.72%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",63.86%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",65.53%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",90.98%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",74.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",75.94%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",66.14%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",62.27%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",58.97%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",67.14%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Templum""",71.76%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",62.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",72.30%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Ostvalda vidusskola",71.37%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",71.63%
